lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,mu_psi,sigma_psi,mu_gamma,sigma_gamma,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.198964
# Diagonal elements of inverse mass matrix:
# 0.071488, 0.0141097, 0.0955534, 0.0294836, 0.00692912, 0.0179084, 0.0339746, 0.011289, 0.0329946, 0.0445023, 0.878209, 0.00959064, 1.31286, 0.489549, 0.166844, 0.0875661, 0.189503, 0.0730274, 0.0442748, 0.303282, 0.0596782, 0.280254, 0.388734, 0.532638, 0.185985, 0.170549, 0.33006, 0.0700804, 0.0881446, 0.0517018, 0.161724, 0.238797, 0.274742, 0.0273361, 0.169027, 0.265579, 0.0686061, 0.160033, 0.405922, 0.102988, 0.108983, 1.72367, 0.0607155
-4166.9,0.989479,0.198964,4,31,0,4193.05,87.4494,27.4462,205.964,59.6376,66.884,69.0352,20.8132,56.1933,11.5468,181.683,285.9,30.6465,261.154,-1.03234,-1.29812,-1.24629,-1.46275,-1.66293,-1.50534,-1.08204,-1.25447,-1.16712,-0.285259,0.16931,-1.16107,-1.44792,0.0429741,0.208854,0.230971,0.113722,0.193638,0.0376275,0.155485,0.332303,0.191518,0.0461216,0.0294773,0.288468,0.0376548,-1.20403,0.580564,-1.90638,0.848634,0.356173,0.273046,0.287571,0.231598,0.189583,0.221941,0.338905,0.285226,0.311263,0.751819,1.18449,0.31315,0.235059,-34.3469,-37.7965,-31.9485,-48.0838,-41.0985,-40.6523,-39.3544,-47.4583,-38.9061,-35.458,-48.2986,-38.7643,-38.6125,-36.1385,-41.7939,-47.676,-43.5931,-34.3581,-39.6861,-44.3296,-34.6652,-41.2429,-45.5903,-40.6393,-40.0512,-32.1151,-31.9144,-37.8294,-41.8075,-32.1281,-31.2713,-38.1491,-37.1523,-32.1005,-38.3903,-31.2367,-27.7751,-47.7328,-36.7481,-42.3119,-42.5078,-41.4564,-35.0763,-37.2226,-35.3471,-32.7298,-29.6019,-38.8766,-36.9161,-35.7842,-45.451,-46.0075,-33.7307,-34.3903,-31.5396,-34.6306,-39.9224,-42.2439,-43.6676,-43.9164,-40.4901,-46.6742,-50.9958,-27.5727,-32.0992,-42.0801,-40.2182,-31.9605,-34.2035,-36.024,-33.5238,-30.3563,-37.8259,-35.1085,-46.317,-30.0162,-33.4357,-42.7982,-40.6273,-32.4174,-43.0998,-38.3395,-41.3159,-27.8936,-42.7125,-52.7487,-42.5889,-39.216,-38.7129,-37.4576,-40.0091,-44.4539,-43.3416,-38.1242,-41.1907,-35.4252,-35.5061,-37.4857,-36.9488,-32.3757,-37.6183,-31.2434,-31.278,-34.6975,-29.5723,-38.0126,-38.4951,-32.9964,-38.968,-42.4424
-4161.34,0.997827,0.198964,4,15,0,4180.1,92.5737,33.6492,211.091,51.5804,64.8198,60.6396,30.155,51.429,20.318,163.824,281.75,28.7969,154.766,-0.521374,-0.75973,-1.05886,-1.06857,-1.62426,-1.16906,-0.440385,-1.36186,-0.402928,0.0266187,0.122957,-1.14907,-0.673489,0.111008,0.216224,0.151981,0.141876,0.128358,0.0997969,0.0567483,0.298319,0.212798,0.0579795,0.0303464,0.159524,0.0387476,-0.68036,0.468855,-1.67388,1.04078,0.593704,0.467793,0.346851,0.343501,0.197058,0.310659,0.643789,0.256184,0.66836,1.02698,1.13084,0.316933,0.509927,-32.9354,-38.3245,-32.0616,-46.7821,-39.843,-38.9938,-39.194,-46.6043,-39.8677,-36.3286,-49.0413,-36.9457,-38.4524,-35.2926,-40.5774,-49.0734,-43.2233,-34.0868,-40.6899,-42.233,-33.877,-41.1915,-43.2615,-39.6272,-39.5651,-32.2474,-32.2971,-38.009,-41.7919,-31.9946,-32.259,-37.9165,-37.3302,-32.8733,-38.1224,-32.273,-28.8127,-47.3533,-36.784,-42.7993,-42.6274,-41.289,-35.5979,-37.3958,-35.1201,-34.0165,-29.5576,-39.6373,-36.5584,-36.203,-46.6228,-46.4027,-34.7367,-35.4506,-32.6134,-34.8192,-40.619,-42.781,-44.6691,-42.6332,-40.3565,-46.6472,-51.6315,-28.0857,-32.3955,-42.3778,-40.0039,-31.1269,-34.4327,-37.8232,-34.0462,-30.1614,-37.2385,-34.7317,-44.2307,-30.9493,-32.8118,-42.4106,-40.2768,-33.6249,-42.4391,-38.109,-42.1423,-27.2653,-42.6354,-53.3811,-42.6671,-36.5804,-38.8544,-37.5424,-39.8431,-44.5237,-43.067,-38.3347,-41.0924,-36.2922,-34.4576,-34.927,-37.5019,-32.921,-38.0666,-32.0246,-30.4068,-34.7636,-29.2757,-38.5019,-38.5834,-33.6444,-40.3806,-42.7843
-4163.22,0.891506,0.198964,5,31,0,4180.99,78.8724,34.2178,226.747,49.3567,79.1248,52.6746,24.3607,51.8443,15.3949,180.937,290.321,30.8411,119.199,-0.898249,-0.917106,-0.914046,-1.2292,-1.51221,-1.56635,-0.776859,-1.35212,-0.75442,-0.086515,0.458599,-1.17984,-1.83119,0.0708936,0.213587,0.221775,0.263912,0.135321,0.026221,0.150146,0.335521,0.326291,0.0462096,0.0297107,0.27671,0.0509612,-0.99121,0.624401,-1.34607,1.32121,0.407282,0.399674,0.400899,0.292525,0.220423,0.208806,0.459848,0.258691,0.470283,0.917122,1.58186,0.307329,0.160222,-33.7834,-39.8216,-31.8215,-47.1299,-40.3309,-39.6379,-38.9616,-48.7536,-39.6708,-35.8277,-48.2958,-38.7137,-38.1778,-35.549,-41.3861,-47.1493,-43.2579,-34.4683,-39.4402,-43.9049,-34.5077,-41.4937,-43.7412,-39.8185,-39.5491,-31.3511,-31.1712,-37.9832,-42.0474,-31.9176,-31.926,-38.3873,-36.7945,-32.6797,-37.9565,-32.0563,-26.7219,-47.9094,-38.7501,-42.7017,-41.5787,-41.3364,-34.9982,-37.1618,-34.9304,-33.2384,-30.0328,-38.7585,-36.1447,-35.9013,-45.6921,-46.4575,-34.2394,-35.9272,-32.1191,-34.7066,-39.803,-42.3286,-43.6608,-43.4444,-41.454,-46.7128,-51.6383,-28.2698,-31.8131,-43.0304,-40.2413,-30.8688,-34.0669,-33.8867,-32.9544,-30.5869,-37.9809,-34.7724,-45.9716,-31.1256,-33.0262,-42.7157,-40.2356,-33.1863,-42.6104,-38.4552,-41.0954,-26.6917,-41.5398,-52.2299,-41.56,-38.1663,-38.9423,-36.9831,-40.1194,-44.73,-43.7319,-38.5364,-40.35,-35.8836,-34.7039,-35.4308,-37.572,-32.9376,-37.8832,-32.1341,-30.1344,-35.0328,-29.4072,-38.4759,-38.8452,-33.739,-39.9454,-42.9601
-4168.84,0.858782,0.198964,4,15,0,4188.32,79.8482,33.579,218.639,51.3824,76.5796,52.0573,22.3886,48.0466,15.2129,181.109,291.809,30.6408,146.764,-0.776508,-0.787257,-0.893764,-1.34428,-1.38058,-1.51285,-0.70003,-1.28926,-0.82862,-0.224141,0.397548,-1.13358,-1.90561,0.0872492,0.198057,0.18846,0.262907,0.142046,0.0254284,0.221592,0.337594,0.301982,0.0421213,0.0291716,0.246653,0.0346985,-1.21353,0.565521,-1.51603,1.37044,0.46001,0.455091,0.409113,0.260726,0.251433,0.22028,0.49657,0.275474,0.436651,0.799203,1.48817,0.321878,0.148732,-34.0696,-39.3029,-32.1402,-47.0588,-39.8724,-39.0849,-39.0481,-49.8794,-39.6836,-35.6544,-47.8626,-38.3208,-37.5593,-35.7624,-40.9785,-46.929,-43.6349,-34.2905,-39.769,-42.7745,-34.4814,-41.9742,-43.3772,-39.7813,-39.4937,-31.8586,-31.5504,-38.338,-42.649,-31.8329,-32.2526,-38.5124,-36.9408,-33.1702,-37.787,-32.3194,-27.3679,-47.8403,-39.6747,-42.1428,-41.7853,-41.655,-35.4506,-36.971,-34.9728,-33.2027,-30.2004,-38.9949,-36.483,-36.2377,-45.9886,-46.6103,-34.5613,-36.0204,-31.9822,-34.8273,-39.7029,-41.8332,-42.3193,-43.1556,-41.1775,-46.0119,-51.5931,-28.6267,-32.3673,-42.9155,-39.743,-30.6696,-34.2164,-33.7766,-33.392,-30.3485,-37.9718,-34.5475,-45.5583,-31.9361,-33.7054,-42.4954,-40.824,-33.343,-41.6606,-38.6619,-41.4436,-26.9515,-41.4233,-52.4841,-42.1,-37.0856,-39.2173,-37.0339,-40.2064,-44.5978,-43.7466,-38.4832,-40.3415,-36.1397,-34.6941,-34.8694,-38.071,-32.9817,-38.1878,-32.3161,-30.0445,-35.2973,-29.4653,-38.9307,-38.7465,-34.1497,-40.422,-43.1921
-4174.93,0.872221,0.198964,4,15,0,4191.84,68.6472,37.1218,226.923,46.3113,80.445,63.8899,18.6793,53.0472,17.0148,172.421,281.585,28.2804,205.228,-1.11718,-0.790788,-0.918399,-1.34707,-1.3325,-1.53036,-1.38178,-1.53135,-0.626231,-0.289897,0.0848568,-1.06925,-1.85946,0.11499,0.227593,0.215992,0.199226,0.0885591,0.0200464,0.167158,0.404338,0.331484,0.0345153,0.032323,0.24911,0.0249247,-1.12276,0.726256,-1.62885,1.58559,0.327202,0.453488,0.399158,0.260001,0.263816,0.216458,0.251132,0.216244,0.534603,0.748341,1.08856,0.343267,0.155757,-33.3537,-39.3382,-32.4211,-48.3974,-40.7438,-40.5978,-39.5476,-47.3383,-38.6883,-35.9128,-47.8913,-37.5105,-38.2156,-36.1195,-43.1386,-47.6382,-43.5222,-35.2178,-39.3328,-45.1143,-34.4097,-40.9825,-45.0253,-40.186,-39.5854,-31.8007,-32.3777,-38.0494,-41.1827,-31.8366,-31.4914,-38.2511,-37.6533,-32.0298,-38.4454,-32.2738,-27.2558,-48.6494,-37.1068,-42.0675,-41.9913,-41.2156,-35.4005,-38.1441,-35.4182,-33.4322,-30.0689,-39.1385,-37.3647,-35.6294,-45.1917,-46.3376,-34.1301,-34.8578,-32.1636,-34.755,-39.9367,-41.9439,-43.4984,-42.7169,-41.2305,-46.8083,-51.459,-28.0915,-32.6289,-42.1483,-41.0288,-31.3756,-33.8049,-33.7983,-33.3572,-30.17,-37.5485,-34.8416,-46.8538,-30.2462,-32.1566,-43.469,-40.8803,-33.3133,-44.1497,-38.9035,-41.182,-27.1508,-42.8432,-52.079,-42.5393,-38.7209,-38.9591,-38.5157,-40.0774,-44.2269,-42.8118,-38.6911,-40.693,-35.2964,-35.3538,-37.2135,-37.3662,-32.7082,-37.8723,-31.5266,-30.2644,-34.3842,-29.7091,-38.3324,-38.6049,-33.9853,-39.3444,-42.6879
-4161.69,1,0.198964,4,15,0,4191.64,79.7061,35.9269,198.446,55.7389,62.2076,68.1061,33.393,58.9962,15.8426,163.703,283.332,31.5425,145.614,-1.08966,-1.01871,-1.27573,-0.619269,-1.58056,-1.34537,-0.455108,-1.36566,-0.940399,-0.332807,0.0191199,-1.25807,-1.53441,0.0575863,0.158263,0.174245,0.198461,0.229203,0.0664311,0.0621495,0.291939,0.182656,0.0834405,0.0294644,0.167147,0.0416192,-0.89188,0.446374,-1.8628,0.818213,0.33633,0.361059,0.279226,0.538338,0.205859,0.260444,0.63438,0.255213,0.390472,0.716909,1.0193,0.284202,0.215583,-33.8268,-37.4535,-32.1439,-44.8498,-40.1427,-39.8062,-38.8178,-47.6465,-38.9799,-35.3805,-48.5757,-37.2098,-38.596,-35.7758,-40.6139,-48.2867,-43.1805,-33.8754,-40.6432,-43.5019,-34.2478,-40.399,-44.2692,-40.3003,-40.1773,-32.2983,-32.1745,-37.7453,-41.3907,-31.9282,-31.4319,-37.7873,-38.4903,-32.245,-38.3907,-32.003,-27.3902,-48.2434,-37.3647,-43.428,-45.0968,-41.4653,-35.3449,-38.3276,-35.6233,-33.8778,-29.7275,-39.1399,-37.2148,-36.7231,-46.7227,-45.8209,-34.0706,-35.9293,-33.1299,-34.2762,-39.5512,-43.1745,-43.6751,-43.0406,-40.2985,-47.8951,-52.0744,-27.6224,-32.3115,-42.6896,-40.3818,-31.5159,-33.8519,-37.1081,-32.9757,-30.3244,-36.9195,-34.6784,-46.6389,-29.2472,-32.7288,-42.604,-40.4806,-32.5829,-43.6415,-37.7229,-40.3103,-26.9743,-43.6174,-52.9307,-42.3179,-37.6965,-38.9254,-37.8656,-40.0165,-45.0255,-44.034,-38.1236,-40.9627,-36.3608,-34.7539,-35.6374,-36.9206,-32.5066,-37.5096,-31.7269,-30.6037,-33.9286,-29.5087,-37.8452,-38.7539,-33.5911,-39.2919,-42.8804
-4167.38,0.866514,0.198964,4,15,0,4183.63,92.0434,29.9754,232.344,54.9142,72.8506,69.2097,20.4306,58.2059,21.5,168.436,273.396,31.314,259.276,-0.447244,-1.18155,-0.883203,-1.27426,-1.83304,-1.41886,-1.0759,-1.22897,-0.823538,-0.346285,0.0901253,-1.00994,-1.45696,0.102888,0.279822,0.230018,0.224454,0.0688216,0.0491435,0.228427,0.361334,0.230314,0.0466496,0.0355796,0.241882,0.0471055,-1.17484,0.551831,-1.52901,0.865966,0.639388,0.306804,0.413456,0.279638,0.159927,0.24199,0.340992,0.292593,0.438876,0.707311,1.09431,0.36424,0.232943,-32.8453,-38.3735,-32.0401,-47.5363,-40.7978,-40.6985,-38.1414,-48.659,-38.8337,-36.7989,-48.0037,-37.9184,-38.0007,-35.781,-41.8938,-48.2136,-43.0002,-34.8571,-40.7107,-44.6777,-33.9963,-40.9942,-45.1579,-39.5428,-39.3349,-32.4976,-32.5878,-38.0938,-41.3028,-32.4637,-31.6076,-38.7871,-36.8074,-32.2041,-38.3956,-31.6158,-27.5017,-48.6958,-36.6707,-42.0514,-40.6211,-41.1756,-35.2082,-37.5414,-34.9598,-33.0291,-29.5767,-38.9137,-36.848,-35.7008,-44.7074,-46.6147,-34.1631,-33.8821,-32.169,-34.7825,-39.7859,-42.3162,-44.591,-43.1532,-40.4701,-46.9759,-50.1014,-27.5283,-31.8385,-42.1145,-41.1018,-31.4116,-33.9599,-36.148,-32.7297,-30.822,-37.9885,-35.1598,-47.0859,-29.1243,-32.9063,-43.8036,-41.0534,-32.5602,-44.359,-38.8498,-41.6414,-26.9,-42.0639,-51.0103,-42.2712,-40.3134,-39.3147,-37.7382,-40.5261,-44.6025,-43.0275,-38.7606,-40.6715,-35.4551,-36.0716,-38.1175,-37.0961,-32.6973,-38.2493,-31.7623,-31.0434,-35.3496,-29.7443,-38.2837,-39.0222,-32.734,-39.4687,-42.1006
-4173.92,0.838221,0.198964,4,15,0,4197.71,68.0852,36.3056,184.896,49.0267,65.8733,62.3662,26.094,47.5073,13.0079,186.305,293.268,32.2506,163.178,-1.51247,-0.646609,-1.23074,-1.25046,-1.44484,-1.31391,-0.572245,-1.51348,0.313018,0.104652,0.371058,-1.10068,-1.54825,0.0715408,0.168324,0.158379,0.17839,0.27577,0.0601381,0.0527501,0.255377,0.404266,0.0662746,0.029288,0.159028,0.0136503,-0.937253,0.619898,-1.98216,1.21374,0.220365,0.523819,0.292077,0.286374,0.235783,0.268767,0.564258,0.220143,1.36755,1.11032,1.44927,0.332646,0.21262,-33.5624,-37.674,-31.6281,-47.0091,-40.2439,-38.3282,-38.4423,-47.4374,-38.9471,-36.3216,-48.7585,-37.0647,-38.3529,-36.0235,-39.8333,-47.254,-43.9165,-33.8314,-40.2096,-42.7559,-34.436,-42.1224,-42.9456,-40.9667,-39.959,-32.042,-32.1563,-38.3044,-42.6205,-32.3211,-32.0321,-38.1204,-37.7489,-32.9665,-37.5749,-32.2618,-27.7502,-47.2477,-37.909,-41.5165,-45.0029,-41.4188,-35.1643,-37.4918,-35.3502,-33.6967,-29.7194,-39.3519,-36.5055,-36.6354,-46.9684,-45.876,-34.3858,-36.0034,-32.4241,-34.6309,-39.9058,-42.5734,-42.5891,-44.2629,-40.8348,-48.4738,-51.9853,-27.9647,-32.5472,-42.6118,-39.163,-30.8555,-34.1626,-36.8707,-33.5644,-30.0378,-37.1652,-34.4488,-44.6297,-30.8262,-33.1301,-42.1467,-40.1407,-32.8848,-40.5278,-38.1231,-41.4174,-27.7272,-42.9795,-53.8472,-42.7938,-36.4675,-38.7763,-36.9367,-39.9605,-45.6571,-45.0204,-37.8354,-41.3308,-36.7623,-34.6721,-33.4243,-38.1458,-32.5484,-37.7929,-31.8036,-29.9086,-33.9762,-29.168,-39.2777,-39.0082,-34.0553,-40.5471,-43.3451
-4170.83,0.988603,0.198964,4,15,0,4193.25,120.159,37.7614,208.626,49.3392,67.496,54.4913,27.9873,51.4182,14.2607,162.809,291.038,24.5757,203.443,-0.121734,-0.527022,-1.01474,-1.3979,-1.82495,-1.67606,-0.33179,-1.13057,0.137564,-0.0853309,0.590108,-1.21052,-1.49133,0.0433137,0.218921,0.196209,0.199029,0.16258,0.0819924,0.0706123,0.384355,0.3346,0.0340703,0.0226286,0.210316,0.0342411,-0.798751,0.885474,-1.7683,1.13219,0.885384,0.59036,0.362496,0.247114,0.161225,0.187111,0.717638,0.32285,1.14748,0.918208,1.80418,0.298043,0.225072,-33.1378,-39.5627,-31.0312,-47.5815,-40.682,-40.6739,-38.0703,-48.4354,-39.4024,-37.208,-48.4043,-36.6095,-37.9854,-36.3271,-41.7154,-47.9471,-43.5431,-34.1846,-40.7154,-42.8911,-33.5171,-40.8981,-45.3417,-40.6969,-39.5998,-31.9216,-31.8601,-38.6506,-41.6559,-32.3477,-31.5044,-38.8568,-36.3561,-32.2633,-37.575,-31.7355,-26.6312,-46.2482,-36.5371,-41.509,-40.7249,-40.7101,-34.8118,-36.7652,-35.5307,-33.0249,-30.4079,-39.3367,-35.9941,-35.7819,-45.3296,-46.3219,-34.2665,-34.4434,-31.9409,-34.4538,-40.2344,-41.6831,-44.0412,-44.4252,-41.4486,-47.1111,-51.7456,-27.9921,-32.4437,-43.4521,-40.5093,-32.2252,-34.2235,-37.0135,-33.3351,-30.7052,-38.1632,-34.9247,-44.6905,-29.9371,-33.5003,-42.9964,-40.0035,-33.0483,-44.8554,-38.649,-41.6426,-27.1582,-41.1436,-52.2084,-41.8337,-37.3552,-39.0071,-37.1655,-40.5845,-45.0573,-44.0451,-38.4677,-40.9164,-35.4494,-34.5543,-36.7024,-36.7291,-32.7237,-37.8879,-31.6486,-31.621,-35.4771,-29.21,-37.8052,-39.189,-33.9874,-39.6845,-42.2579
-4170.28,0.967714,0.198964,5,31,0,4187.3,104.952,41.1401,205.976,47.959,62.918,56.4712,33.5061,50.1073,15.653,192.012,296.531,27.1659,162.115,-0.286302,-0.426597,-1.04336,-1.36577,-1.38694,-1.61309,-0.04358,-1.46465,-0.807056,0.00813538,0.675003,-1.05812,-1.81534,0.0526198,0.149826,0.166366,0.21679,0.143666,0.0327278,0.0754276,0.349431,0.30417,0.060301,0.0421068,0.26179,0.0442303,-0.62722,0.706809,-1.73662,1.05921,0.751036,0.652726,0.352271,0.255184,0.249838,0.19927,0.957356,0.231159,0.44617,1.00817,1.96404,0.347106,0.162782,-33.787,-38.747,-32.4804,-47.6711,-39.8563,-38.3008,-39.7784,-48.5537,-39.1273,-35.2699,-47.8923,-37.4509,-37.6012,-36.0136,-40.6265,-47.1303,-44.2538,-34.2061,-41.1791,-43.5899,-34.6577,-41.7619,-43.0872,-40.1625,-39.2911,-31.6895,-31.7491,-38.4709,-42.312,-31.7044,-31.5088,-38.2222,-38.0203,-32.3174,-37.6986,-31.7966,-26.5329,-50.0892,-38.1827,-41.5855,-43.7425,-41.6404,-35.8952,-37.6052,-35.3116,-32.9856,-30.5578,-39.6515,-37.9199,-36.2044,-46.8855,-45.5467,-33.883,-35.5587,-31.9633,-34.2251,-39.4594,-42.4814,-41.2437,-42.1219,-40.732,-46.2367,-52.2526,-27.8146,-33.0078,-41.9941,-39.4794,-31.6783,-34.0513,-34.4688,-32.8853,-29.8496,-37.3362,-34.9796,-46.4702,-30.4339,-34.0837,-41.9453,-41.8834,-32.4395,-41.7967,-37.9211,-41.5069,-27.4379,-43.1809,-53.5844,-43.8245,-37.1641,-38.7504,-38.6737,-40.2906,-44.3283,-43.0055,-38.005,-40.6895,-35.7387,-34.0189,-34.641,-37.5725,-32.6593,-37.8196,-31.3564,-30.4599,-33.8493,-29.2391,-38.6583,-38.276,-33.8443,-40.4269,-43.6133
-4172.76,0.909706,0.198964,5,31,0,4194.8,91.9144,40.5593,201.063,57.3612,62.0049,60.4532,21.7742,54.9604,16.8331,209.401,259.442,35.5729,220.099,-0.706783,0.310206,-1.08475,-1.17593,-1.54579,-1.3022,-0.945417,-1.33089,-0.533411,0.220747,0.201742,-1.18658,-0.883483,0.0669793,0.205573,0.214214,0.186454,0.166107,0.0730018,0.0462246,0.302564,0.439905,0.0400697,0.0361392,0.179936,0.0148562,-0.93374,0.457708,-1.77052,1.17034,0.493229,1.36371,0.337986,0.308533,0.213143,0.271933,0.388518,0.264241,0.586601,1.24701,1.22353,0.305262,0.413341,-33.062,-37.2911,-32.5784,-47.8454,-40.1386,-39.569,-39.2936,-48.1287,-38.7227,-35.25,-48.6969,-37.9526,-38.6614,-34.9632,-40.3846,-47.4351,-43.9793,-33.9937,-39.9706,-44.2205,-34.8483,-40.8167,-44.4419,-40.366,-39.3678,-31.8067,-31.5167,-38.0781,-41.8446,-31.7531,-31.5146,-38.2155,-37.911,-32.1315,-38.1662,-31.564,-27.3005,-47.9748,-37.2327,-41.288,-43.7117,-41.5256,-36.4637,-38.3823,-35.6367,-33.0262,-29.343,-39.8705,-37.0211,-36.463,-46.361,-45.5239,-33.9696,-34.8139,-32.1638,-34.7412,-39.7882,-42.6269,-44.1964,-42.256,-40.1156,-47.5433,-51.4228,-27.6752,-32.3152,-41.6439,-40.2565,-31.9188,-33.9488,-36.6401,-32.6507,-29.512,-37.2484,-35.1308,-46.9534,-29.7224,-32.9536,-43.8926,-41.625,-32.149,-42.865,-37.9882,-41.4643,-26.966,-43.5868,-55.3239,-42.8205,-38.5221,-39.3874,-38.3287,-39.9427,-44.7912,-43.3486,-38.1594,-41.2274,-36.1609,-34.4015,-35.3312,-37.0362,-32.9105,-38.4468,-31.6572,-30.5389,-34.4259,-28.9616,-38.0235,-39.0228,-33.9081,-39.8381,-42.668
-4168.59,0.996456,0.198964,5,31,0,4195.22,77.8638,31.8621,215.628,51.7567,65.4517,60.3589,35.0126,50.5624,17.1372,148.41,289.586,29.454,193.7,-1.13745,-0.820912,-0.999045,-1.15022,-1.41289,-1.6582,0.354095,-1.41143,-0.951199,-0.493661,0.378681,-1.08968,-1.82163,0.0537935,0.100009,0.150361,0.216508,0.218297,0.0275419,0.114683,0.358047,0.284937,0.0996563,0.0341761,0.259736,0.0260223,-1.05796,0.577487,-1.68584,1.10394,0.320637,0.44003,0.368231,0.316566,0.243438,0.190481,1.42489,0.243793,0.386278,0.610388,1.46036,0.336325,0.161762,-34.1168,-39.0311,-32.143,-46.1687,-39.7509,-39.3544,-38.4138,-48.412,-39.5218,-35.1903,-47.8466,-37.9463,-37.5095,-36.5198,-40.9048,-46.6418,-43.84,-34.2147,-40.6364,-42.8374,-35.2692,-41.4473,-43.7348,-40.4993,-39.7231,-31.671,-31.8533,-38.5678,-41.9155,-32.1547,-31.7348,-38.8083,-37.541,-32.5042,-38.0939,-32.1183,-26.4971,-48.0648,-37.7908,-41.3736,-44.1099,-41.8754,-35.2647,-36.4074,-35.4531,-33.07,-30.865,-39.0758,-37.4859,-37.2787,-47.0269,-46.2503,-33.8891,-35.5773,-32.3202,-34.4306,-39.4642,-42.5101,-40.467,-43.6318,-40.5546,-47.4988,-51.4175,-27.8965,-33.2465,-42.8573,-39.7369,-31.0275,-34.1791,-34.3745,-32.8406,-29.9957,-37.7841,-35.0707,-46.2391,-29.9729,-33.8382,-42.1698,-40.8437,-32.4537,-42.7476,-38.0083,-41.0124,-27.8062,-42.8074,-53.3909,-43.4204,-36.4634,-38.8855,-38.1966,-40.5708,-44.9615,-44.4384,-38.1288,-40.8023,-36.0308,-34.4865,-35.4915,-37.3027,-32.5796,-37.365,-31.4377,-30.2394,-34.347,-30.2877,-38.2627,-38.5984,-33.347,-39.8398,-43.6854
