lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,mu_psi,sigma_psi,mu_gamma,sigma_gamma,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.198964
# Diagonal elements of inverse mass matrix:
# 0.071488, 0.0141097, 0.0955534, 0.0294836, 0.00692912, 0.0179084, 0.0339746, 0.011289, 0.0329946, 0.0445023, 0.878209, 0.00959064, 1.31286, 0.489549, 0.166844, 0.0875661, 0.189503, 0.0730274, 0.0442748, 0.303282, 0.0596782, 0.280254, 0.388734, 0.532638, 0.185985, 0.170549, 0.33006, 0.0700804, 0.0881446, 0.0517018, 0.161724, 0.238797, 0.274742, 0.0273361, 0.169027, 0.265579, 0.0686061, 0.160033, 0.405922, 0.102988, 0.108983, 1.72367, 0.0607155
-4163.27,0.848316,0.198964,4,31,0,4181.68,96.9772,35.087,214.845,51.3391,77.0681,64.0269,26.7939,52.5698,23.2737,168.1,279.844,31.4863,160.12,-0.338317,-0.942217,-1.11566,-1.25979,-1.48232,-1.53608,-0.94952,-1.19782,-0.452665,-0.232579,-0.0796408,-1.04707,-1.53633,0.0598843,0.209857,0.171032,0.252122,0.153249,0.0309006,0.0779441,0.331307,0.255422,0.0376199,0.0290148,0.237101,0.034639,-1.2473,0.444478,-1.60553,1.55159,0.712969,0.389763,0.327698,0.283713,0.227111,0.215223,0.386927,0.301853,0.635931,0.792487,0.923448,0.350965,0.215168,-33.4229,-38.8586,-31.3102,-47.1642,-39.5505,-39.0907,-38.7736,-49.1496,-38.8237,-36.2313,-48.1698,-37.6527,-37.8098,-35.3345,-41.2006,-47.7934,-42.7921,-34.2796,-40.4869,-43.6187,-34.4338,-40.6874,-43.0205,-39.2545,-39.4479,-31.6612,-32.267,-37.9034,-41.8042,-32.2749,-32.1762,-37.9668,-37.0665,-32.8938,-38.083,-32.4748,-27.5782,-48.0495,-37.7601,-43.2908,-41.7378,-41.4547,-35.2301,-37.5255,-34.9609,-33.559,-30.8565,-39.2195,-36.4232,-36.2556,-45.6777,-46.4147,-34.435,-35.6948,-32.0926,-34.7169,-40.0227,-41.9588,-44.2247,-43.9716,-41.386,-46.2648,-51.4037,-28.6475,-31.8545,-43.8312,-39.9912,-30.7736,-34.1022,-34.2908,-33.8028,-30.7815,-37.8863,-34.7879,-45.398,-31.6604,-33.848,-41.9051,-40.4029,-33.4663,-42.8096,-38.1359,-41.1436,-27.0421,-41.6256,-51.3879,-41.7108,-37.6286,-38.9938,-36.7098,-40.4963,-44.9959,-44.0947,-38.5298,-40.6125,-36.1681,-34.4161,-35.1149,-37.4274,-32.6965,-37.7379,-32.3654,-30.1176,-35.5481,-29.4071,-38.2033,-38.7639,-34.1912,-39.7228,-42.5163
-4160.08,0.938916,0.198964,4,15,0,4180.78,98.7192,37.1456,209.971,55.9117,68.7119,57.9169,26.4965,58.7757,17.9532,162.114,284.816,29.4584,165.703,-0.73454,-0.677957,-1.03402,-1.15503,-1.57803,-1.65194,-0.589062,-1.29098,-0.849218,-0.640498,-0.124171,-1.31196,-1.61616,0.0575293,0.179073,0.253407,0.22552,0.186772,0.0295695,0.115234,0.321503,0.244405,0.062806,0.0274565,0.193103,0.0739322,-1.02848,0.64744,-1.13459,1.78435,0.479726,0.507653,0.355576,0.315048,0.206381,0.191678,0.554848,0.275,0.427749,0.52703,0.883229,0.269293,0.198661,-33.1855,-38.5484,-31.7914,-46.5873,-40.8641,-39.8224,-38.6253,-48.2914,-39.1413,-34.797,-48.1106,-36.8387,-38.1102,-35.9071,-41.3223,-47.2627,-43.2079,-33.8165,-39.6814,-43.955,-33.7638,-40.3921,-44.5553,-40.204,-39.3634,-31.5721,-31.1023,-38.0537,-41.3169,-31.6789,-31.2324,-38.6494,-37.2904,-32.2647,-37.94,-31.9016,-25.9315,-48.6451,-37.6942,-41.1766,-43.9069,-41.4266,-35.316,-37.2568,-35.7101,-33.0438,-29.8274,-38.9368,-37.1389,-36.4803,-46.526,-46.3453,-34.0862,-35.209,-31.9413,-34.2577,-39.3737,-42.4348,-43.5349,-43.3271,-40.4623,-48.1147,-51.966,-27.6324,-33.0069,-42.3347,-40.1948,-31.7118,-33.9559,-34.7368,-32.7979,-30.0186,-37.6409,-35.0273,-47.1376,-30.0672,-33.0071,-43.2651,-40.9789,-32.6833,-44.0023,-38.3012,-40.7174,-27.1524,-42.7013,-53.3735,-42.7107,-39.284,-39.0015,-38.1274,-40.3296,-44.987,-44.012,-38.2588,-40.5643,-35.8019,-34.6813,-36.3894,-36.8384,-32.4741,-37.8137,-31.3761,-31.1081,-34.1224,-29.3062,-37.7394,-39.1283,-33.6235,-39.1307,-43.2085
-4161.95,0.956918,0.198964,4,31,0,4179.66,103.634,34.2597,205.799,42.2827,66.834,66.3778,25.696,48.1008,13.4159,143.189,275.387,27.3224,194.986,-0.153935,-0.636536,-1.0208,-1.21174,-1.53679,-1.28647,-0.258652,-1.29881,-0.668925,-0.488196,0.129316,-0.940333,-1.47927,0.0508168,0.263348,0.156066,0.255579,0.165096,0.0278666,0.115557,0.358568,0.408578,0.096907,0.0330098,0.257479,0.0154307,-0.856332,0.485588,-1.7044,1.59849,0.857327,0.529122,0.360308,0.297678,0.21507,0.276244,0.772092,0.272855,0.512259,0.613732,1.13805,0.390498,0.227804,-34.0446,-38.2651,-31.8256,-47.025,-40.236,-39.4576,-38.5538,-48.5795,-39.0265,-37.4159,-48.3307,-37.798,-37.961,-35.6151,-40.852,-47.1782,-43.8849,-34.4055,-40.6848,-42.6759,-34.7449,-41.6857,-43.6037,-40.7423,-39.9564,-32.4016,-32.0919,-38.4852,-42.5872,-32.7185,-32.2358,-38.2392,-37.5724,-32.7417,-38.0467,-32.1056,-26.8307,-47.2474,-36.5845,-40.8049,-42.5402,-41.6106,-35.4763,-38.0579,-35.391,-33.6325,-29.6508,-39.5502,-36.5554,-35.9802,-46.026,-46.6424,-34.77,-34.4117,-32.5269,-34.7859,-40.2187,-42.4463,-41.7903,-43.5572,-40.899,-46.8091,-51.9534,-28.0326,-32.0255,-42.8835,-39.7528,-30.6797,-34.132,-34.4293,-33.2895,-29.939,-37.3169,-34.6404,-44.7262,-30.1288,-33.4863,-42.2567,-40.5342,-33.1337,-42.1111,-38.2339,-42.0154,-27.2748,-41.9259,-53.0394,-42.3629,-36.1861,-39.025,-37.491,-40.6854,-45.0951,-44.1218,-38.3864,-40.7148,-35.9777,-34.752,-35.4751,-37.6439,-32.6546,-38.006,-31.6978,-30.3917,-34.9181,-29.1801,-38.4505,-38.9941,-33.5489,-39.8535,-42.2994
-4159.52,0.863935,0.198964,5,31,0,4178.44,102.613,33.5696,219.804,57.8223,69.1049,54.4465,28.5737,51.5303,16.8129,202.981,263.32,32.9957,183.341,-0.532381,-1.05789,-1.06863,-0.983711,-1.75668,-1.73303,-0.63285,-1.46977,-0.740006,0.00840144,-0.0226778,-1.15664,-1.52942,0.0479909,0.164933,0.221341,0.164403,0.190858,0.0351418,0.080291,0.283989,0.261521,0.0228131,0.0388507,0.160126,0.06328,-1.1026,0.529449,-1.86109,0.995403,0.587205,0.347189,0.343479,0.373921,0.172617,0.176748,0.531076,0.229979,0.477111,1.00844,0.977577,0.314543,0.216661,-33.6648,-39.4987,-31.4523,-46.4232,-40.5897,-38.8051,-37.9569,-47.1009,-38.7416,-35.4708,-48.7555,-37.0835,-38.7846,-36.5038,-40.3558,-48.4951,-43.2406,-34.5661,-39.7019,-44.8643,-33.6388,-41.8211,-43.474,-39.6854,-39.3174,-31.6281,-31.745,-38.0798,-41.7712,-32.3366,-31.7444,-38.7495,-37.0568,-32.26,-38.3033,-31.6707,-26.5083,-48.6227,-37.2836,-43.2625,-42.4992,-40.6477,-34.7895,-37.0565,-34.9186,-33.4369,-30.958,-38.977,-36.6232,-36.362,-45.3603,-45.8072,-33.8748,-35.3429,-32.2133,-34.459,-40.0729,-42.3088,-43.6015,-43.8835,-41.6544,-47.4407,-50.5873,-28.1632,-31.801,-42.3423,-39.7727,-31.3161,-34.1263,-35.174,-33.5623,-30.8018,-38.1827,-35.4239,-45.1621,-30.016,-32.9375,-42.5495,-40.1088,-32.7739,-42.0815,-38.2936,-41.2023,-27.3513,-43.0006,-51.4066,-41.9965,-40.2117,-38.6119,-36.7004,-40.2162,-45.5161,-44.1825,-38.1241,-41.3704,-36.4671,-34.5625,-34.8144,-37.5588,-32.8938,-37.7118,-31.9963,-30.646,-34.016,-29.8703,-38.7078,-39.0395,-33.499,-40.3895,-42.8395
-4157.42,0.982986,0.198964,5,31,0,4173.88,100.77,33.388,194.421,53.568,65.4679,57.0725,29.1889,54.7781,17.4634,188.597,270.006,34.4568,220.115,-0.787655,-0.862905,-1.18171,-1.36073,-1.54262,-1.69543,-0.588244,-1.33626,-0.982907,0.164183,-0.0582165,-1.07933,-1.57368,0.0431752,0.193672,0.140934,0.164884,0.172916,0.0488424,0.0801443,0.305678,0.165175,0.0457799,0.0432316,0.187364,0.0613926,-0.863498,0.472321,-1.79123,0.706966,0.45491,0.421935,0.306753,0.256473,0.21382,0.18352,0.555302,0.262827,0.374222,1.17843,0.943446,0.339822,0.20728,-33.7258,-39.1194,-31.8327,-46.5192,-39.0528,-38.7056,-38.7982,-47.8046,-39.0991,-35.5504,-47.6307,-38.2177,-37.3074,-36.8142,-40.6617,-47.8306,-43.27,-33.8709,-41.8985,-41.7746,-34.3191,-41.3158,-43.1832,-39.8976,-39.7752,-32.0585,-32.4231,-38.3906,-41.9212,-31.7901,-31.5738,-38.2637,-37.6152,-32.1906,-37.7185,-31.8968,-27.3257,-48.6889,-37.155,-42.0264,-43.4366,-41.6391,-35.6718,-37.696,-34.9487,-33.2068,-30.5371,-39.4049,-37.2594,-36.6009,-46.0777,-45.4411,-33.8152,-35.359,-31.978,-34.4875,-39.7415,-42.1295,-43.3712,-43.2027,-40.7615,-47.6206,-51.2014,-27.6836,-32.7926,-42.2671,-39.3936,-31.6022,-34.0983,-35.0656,-33.3853,-30.2624,-37.5554,-35.0063,-45.8294,-30.3048,-34.1193,-42.4025,-40.9588,-32.4747,-41.8318,-37.8476,-41.5921,-27.7904,-43.4273,-52.8817,-43.2563,-38.2216,-38.6727,-38.0125,-40.1081,-44.7016,-43.4717,-37.8394,-41.222,-36.1764,-34.5699,-35.2219,-37.2848,-32.4026,-37.5195,-31.4786,-30.5479,-34.2723,-29.3356,-38.435,-38.6321,-33.4718,-39.8577,-42.8843
-4163.8,0.763594,0.198964,4,15,0,4185.5,100.049,35.4078,214.393,50.2559,64.9464,58.9784,32.6119,54.2592,14.2646,132.805,251.341,33.4593,223.021,-0.134204,-0.935106,-1.08794,-0.91443,-1.51181,-1.41659,0.00462111,-1.28329,-0.957591,-0.318549,-0.444667,-1.01356,-1.54128,0.0760624,0.225028,0.148941,0.219612,0.224421,0.10472,0.109057,0.274906,0.272212,0.10087,0.0342934,0.201975,0.0267789,-0.912951,0.693138,-1.82378,0.805201,0.874412,0.392544,0.336911,0.400745,0.22051,0.242539,1.00463,0.277123,0.383816,0.727204,0.641038,0.362924,0.214107,-34.7388,-38.0033,-31.7552,-45.1098,-39.7895,-39.4109,-37.7718,-48.2798,-39.1488,-36.522,-47.8662,-37.8142,-37.79,-36.0142,-41.067,-47.5206,-43.0432,-33.9389,-40.7079,-42.6777,-34.8179,-41.7169,-43.6083,-40.0896,-41.1676,-32.5601,-31.9576,-38.2496,-42.5834,-32.3705,-32.4849,-38.0731,-38.255,-33.1376,-38.2106,-32.8626,-29.0773,-47.6947,-36.9772,-42.9252,-42.9011,-42.3487,-35.8697,-38.843,-35.1281,-34.3081,-30.4067,-39.4549,-36.4897,-36.5468,-45.7562,-46.895,-34.9992,-35.2114,-33.2732,-34.6685,-39.9871,-42.6832,-42.9885,-43.2849,-40.853,-47.2257,-51.3841,-28.0174,-32.3332,-43.0605,-39.5498,-30.4751,-34.4041,-37.2929,-33.8556,-30.3371,-37.1577,-34.7147,-44.3022,-30.7254,-33.3312,-41.6429,-39.533,-33.5033,-42.2074,-37.9469,-41.2601,-26.7848,-42.1827,-52.169,-41.731,-36.4876,-38.8844,-36.9581,-39.998,-44.9583,-44.2465,-38.208,-40.5849,-36.7371,-34.5117,-34.671,-37.5366,-32.7377,-37.7348,-32.3136,-30.1637,-35.2031,-29.4807,-38.469,-38.5335,-33.5613,-40.1014,-41.6429
-4169.92,0.975518,0.198964,4,15,0,4190.18,83.8494,32.0074,186.762,58.9108,72.8869,55.1968,26.0593,48.5168,18.394,183.598,271.032,26.4191,206.529,-0.69392,-1.18009,-1.17554,-0.958514,-1.32375,-1.6866,-0.549353,-1.33409,-0.7461,-0.0143812,0.297512,-1.38261,-1.0824,0.0637562,0.223996,0.232474,0.203679,0.1291,0.0420893,0.100877,0.388992,0.196678,0.0360037,0.0374362,0.225518,0.144864,-0.756094,0.486007,-1.83272,0.872711,0.499614,0.307251,0.308653,0.383462,0.266135,0.185148,0.577323,0.263398,0.474212,0.985722,1.3465,0.250923,0.33878,-33.2247,-39.1222,-32.3527,-45.9406,-39.8939,-39.416,-39.3614,-49.18,-38.6625,-35.2985,-48.734,-38.0499,-38.0897,-36.9973,-40.8435,-48.9372,-43.4894,-34.2685,-39.6705,-43.3553,-34.1259,-40.7637,-43.5762,-39.8454,-39.057,-31.9067,-32.0178,-38.0699,-41.847,-31.9457,-31.7394,-37.6934,-37.9714,-32.3776,-38.5187,-31.5102,-28.0585,-49.0624,-36.5341,-43.1596,-42.3169,-41.2075,-35.1327,-38.357,-35.3807,-33.1911,-29.3044,-39.4846,-37.1355,-35.9282,-45.1857,-45.7782,-34.29,-34.3899,-32.3246,-34.9476,-39.7288,-42.8976,-43.7224,-42.9878,-41.8646,-45.4233,-52.5515,-27.7311,-31.7567,-43.1746,-40.3021,-31.7371,-33.8985,-35.2251,-33.0025,-30.704,-37.9347,-35.2483,-46.2383,-30.695,-34.0746,-42.417,-41.307,-32.8424,-42.4313,-38.474,-41.0116,-26.6744,-42.3137,-51.0463,-42.2532,-41.8847,-39.2244,-37.6655,-41.2663,-44.4478,-43.5073,-38.6088,-40.854,-35.8241,-34.6969,-36.6781,-37.6458,-32.8918,-38.0861,-31.5974,-30.9589,-34.8333,-29.4478,-38.5566,-38.9257,-34.0806,-39.7019,-42.6424
-4171.47,0.995979,0.198964,5,63,0,4190.82,94.8715,35.8648,188.551,49.4507,60.761,60.516,25.4197,50.3539,12.4744,143.444,281.941,34.5149,229.265,-0.432115,-0.816062,-1.1926,-1.37686,-1.73876,-1.35573,-0.887405,-1.29051,0.0340128,-0.440462,0.252241,-1.11572,-1.80821,0.0413959,0.23302,0.166197,0.129084,0.143998,0.0805649,0.11178,0.289957,0.283937,0.0420575,0.0336525,0.125785,0.00119476,-0.819653,0.576519,-1.82288,1.76828,0.649134,0.442169,0.30343,0.252369,0.175738,0.257758,0.411723,0.27513,1.0346,0.643739,1.28691,0.32768,0.163948,-33.2927,-38.5084,-32.2247,-46.5147,-40.124,-38.6315,-39.1562,-47.9023,-39.4059,-37.0476,-47.9413,-37.1459,-37.9535,-36.3885,-41.3381,-48.2019,-43.4731,-34.2095,-41.1705,-42.0485,-33.9394,-42.0054,-43.3813,-39.8972,-40.1396,-33.2434,-33.279,-38.4737,-42.7628,-31.7111,-32.2268,-38.3056,-37.5378,-32.9287,-37.9626,-32.6878,-28.0224,-47.3733,-37.6482,-43.012,-41.6927,-41.3419,-35.9099,-38.2899,-34.7254,-33.9124,-30.0827,-39.6994,-36.6602,-36.2611,-45.5219,-46.3481,-34.4688,-35.8533,-32.3538,-34.7086,-40.7014,-41.7275,-43.1319,-42.7979,-41.2185,-46.1407,-51.3032,-27.8696,-32.5437,-42.884,-39.5749,-31.4222,-34.278,-37.3402,-34.0919,-30.5601,-37.5199,-34.1853,-43.8313,-30.542,-33.4207,-42.1301,-39.6916,-33.4412,-41.1914,-38.3021,-42.0126,-27.4316,-42.9326,-51.8226,-41.4528,-36.0402,-38.7862,-36.5144,-39.4099,-44.3426,-42.8711,-38.0464,-41.2742,-36.6853,-34.9931,-34.8965,-37.7382,-32.4288,-37.9695,-32.3919,-30.8012,-35.058,-29.2622,-38.8756,-38.3543,-33.5422,-40.1973,-41.8863
-4173.69,0.92705,0.198964,4,15,0,4197.1,125.977,27.906,204.96,57.9001,60.7446,67.5358,28.2984,48.4809,19.8249,159.703,279.169,29.8918,174.344,0.22691,-1.31018,-1.06033,-1.2631,-1.74942,-1.34732,-0.831427,-1.28539,-0.100927,-0.332599,-0.055606,-1.35368,-1.10552,0.0180215,0.260257,0.183927,0.196311,0.167321,0.0546799,0.0652695,0.386861,0.395359,0.0348144,0.0192526,0.24737,0.00248065,-1.03893,0.619128,-1.65994,2.02666,1.25472,0.269772,0.346341,0.282775,0.173875,0.259935,0.435428,0.276544,0.903999,0.717058,0.945912,0.258289,0.331038,-32.6183,-37.9862,-31.6898,-48.2393,-39.2396,-41.202,-39.1008,-49.3519,-38.7414,-36.302,-48.5264,-38.2105,-38.4514,-34.8537,-41.3208,-48.1896,-43.3652,-33.956,-40.1614,-42.8887,-35.4094,-40.7936,-45.1946,-40.345,-39.6722,-31.74,-32.5741,-37.7688,-41.5925,-31.9368,-31.6752,-37.0878,-37.2439,-32.7399,-38.046,-31.5326,-28.442,-46.9762,-37.1868,-43.3857,-41.6699,-41.8206,-35.5237,-37.6141,-35.6225,-33.1534,-29.2643,-39.3763,-36.7074,-36.1941,-45.5831,-46.6965,-34.3005,-35.3896,-31.9113,-34.7812,-39.9618,-42.469,-43.3684,-43.0788,-41.3543,-45.6398,-52.1437,-27.6232,-31.6264,-43.5101,-40.4235,-31.9023,-34.3052,-37.0792,-33.0214,-30.4168,-37.9038,-34.3842,-45.6619,-30.4271,-33.6646,-42.4482,-40.5607,-33.0023,-44.7968,-38.6505,-40.7052,-26.7937,-41.8025,-51.4208,-41.5278,-37.0441,-39.2532,-36.9443,-40.0045,-44.2477,-43.3229,-38.443,-40.6311,-35.8949,-35.0378,-37.5554,-36.9648,-32.6698,-37.8147,-31.9823,-31.8222,-35.606,-29.6541,-37.8717,-38.5913,-33.9072,-39.4705,-42.324
-4170.07,0.995535,0.198964,5,31,0,4198.89,80.9073,43.1169,208.044,55.862,73.343,64.9528,30.3341,55.5824,22.817,192.901,295.146,37.2401,159.31,-0.790165,-0.106367,-1.2794,-1.34217,-1.55903,-1.58091,-0.324615,-1.21441,-0.0227717,0.34018,-0.0667623,-1.40142,-1.28428,0.0511273,0.226588,0.147547,0.168321,0.143358,0.0540257,0.095244,0.346164,0.285777,0.0664027,0.033197,0.197037,0.0636713,-1.07125,0.552262,-1.96011,0.70301,0.45377,0.899095,0.278204,0.261277,0.21034,0.205787,0.722805,0.296884,0.977486,1.4052,0.935418,0.246248,0.276851,-32.7898,-38.945,-32.6838,-47.1651,-38.725,-38.9122,-40.4429,-48.261,-39.4172,-35.8028,-48.1026,-39.35,-37.5335,-34.9565,-40.9611,-46.8693,-42.7609,-33.586,-41.3453,-43.2575,-34.6317,-40.2186,-43.5804,-39.1821,-39.3593,-31.4457,-31.6884,-37.5836,-41.6096,-31.259,-31.7434,-37.6148,-37.048,-32.4907,-38.1981,-31.888,-26.9279,-48.7153,-36.456,-42.4721,-42.2878,-42.1064,-36.3002,-37.7535,-35.0814,-33.4104,-30.061,-39.2496,-36.8075,-36.8019,-46.142,-45.8826,-34.4905,-34.4727,-31.6975,-34.4737,-40.3972,-42.8162,-43.4359,-43.2254,-40.7087,-47.5704,-52.5002,-28.1317,-32.105,-43.5059,-39.6805,-31.4285,-33.8448,-36.3926,-34.0204,-29.9179,-38.3,-34.3772,-45.3033,-31.2349,-33.838,-43.1918,-41.0246,-32.8088,-43.008,-37.7963,-42.0592,-28.1437,-43.8229,-55.1911,-42.3364,-37.741,-38.6993,-37.3765,-40.1389,-45.0956,-43.5628,-37.9235,-41.5217,-35.9466,-34.3763,-35.628,-37.0711,-32.3248,-37.7736,-31.3155,-30.5995,-35.0683,-28.8807,-37.9768,-38.8986,-33.8734,-39.6269,-42.4189
-4174.49,0.972412,0.198964,4,15,0,4194.5,63.3118,43.4863,216.24,49.1209,76.1424,56.113,34.0989,58.312,15.1013,182.175,277.483,31.2169,164.62,-1.1206,-0.0487782,-0.991505,-1.26205,-1.33874,-1.46485,-0.187522,-1.25226,0.191071,-0.348176,0.139879,-1.02669,-1.08877,0.0319416,0.193906,0.217905,0.157964,0.206233,0.0916125,0.0751957,0.293217,0.261872,0.0406908,0.0285785,0.0950757,0.119222,-0.617155,0.804829,-1.70668,0.944995,0.326085,0.952392,0.371018,0.283073,0.262177,0.231112,0.829011,0.285858,1.21054,0.705975,1.15013,0.358191,0.33663,-33.1204,-38.1064,-31.6116,-47.1948,-41.7129,-40.1136,-38.7398,-47.0108,-39.3718,-36.0488,-49.0997,-35.6406,-38.745,-36.6492,-41.2794,-49.0703,-43.4394,-34.7042,-39.6594,-44.8861,-33.4164,-40.7218,-44.0351,-40.0367,-39.1755,-32.456,-32.0469,-38.441,-41.5082,-32.2996,-31.8245,-38.6866,-37.6348,-32.4038,-37.7421,-32.3192,-28.1345,-47.5314,-36.4957,-41.9344,-43.329,-40.4221,-35.8034,-38.435,-35.5222,-33.7476,-29.7597,-39.2679,-36.2718,-35.8943,-46.2333,-45.8956,-34.1878,-34.8215,-32.1505,-34.6994,-40.7257,-42.2929,-43.9984,-44.056,-41.0739,-48.1119,-51.43,-28.3595,-32.4942,-42.9908,-40.3168,-31.2878,-33.8541,-36.275,-34.1616,-29.7781,-37.0184,-35.0053,-45.3587,-30.753,-32.1568,-43.3318,-39.6099,-33.0138,-43.6961,-37.8604,-41.4783,-27.9093,-43.4382,-54.1017,-41.3726,-40.5034,-38.9182,-37.4781,-40.4238,-45.3956,-44.4988,-38.2283,-41.5072,-35.9696,-34.2359,-34.7028,-37.0489,-32.8821,-38.206,-31.9626,-29.7856,-34.1368,-29.0644,-38.019,-39.224,-34.5687,-39.8859,-42.642
-4170.9,0.935627,0.198964,5,31,0,4198.6,58.3796,43.436,210.035,50.8862,78.4419,60.6756,35.3129,56.1996,14.6236,185.802,267.51,28.3757,148.495,-1.60408,0.0596352,-0.919167,-1.09892,-1.30604,-1.49617,0.208173,-1.35602,0.0533942,-0.14158,0.18877,-1.28894,-0.99851,0.0629254,0.189618,0.221075,0.138462,0.22317,0.0838966,0.0763008,0.32309,0.221989,0.0476717,0.0352212,0.138856,0.0528629,-0.705906,0.793779,-1.67723,0.92766,0.201074,1.06145,0.398851,0.333232,0.27089,0.223987,1.23143,0.257684,1.05485,0.867986,1.20776,0.275564,0.368428,-33.1269,-38.6613,-31.7883,-46.3284,-41.1521,-40.0173,-38.034,-46.5271,-39.3793,-36.1038,-48.9704,-36.7901,-38.801,-36.135,-41.065,-48.8071,-43.3749,-34.2665,-40.1214,-43.5093,-33.6974,-40.7045,-44.3764,-40.5979,-39.0547,-31.9898,-31.6382,-38.2843,-41.2491,-32.2627,-31.5452,-38.3799,-37.6484,-31.9858,-37.4766,-31.7514,-27.4687,-48.313,-35.6908,-41.1626,-43.8915,-40.3306,-35.202,-38.1127,-35.8106,-33.5456,-29.3789,-38.6422,-36.4501,-35.9827,-45.7053,-45.6069,-34.1287,-34.6386,-32.2159,-34.6816,-40.5154,-42.9018,-44.5413,-45.0015,-40.8684,-49.3823,-51.859,-28.0197,-32.0901,-43.4083,-40.351,-31.5808,-33.6238,-37.0806,-33.8876,-29.8283,-36.9688,-34.7116,-45.6807,-30.2021,-32.3942,-43.6764,-39.6128,-32.7884,-43.6955,-38.0018,-41.6638,-28.5099,-43.5897,-54.1249,-42.143,-38.2307,-38.907,-37.7098,-40.3641,-45.851,-45.2173,-38.2758,-41.8816,-35.7231,-33.997,-35.3855,-37.0874,-32.9414,-38.008,-31.3052,-29.8366,-33.9522,-29.1638,-38.1335,-39.4797,-34.1923,-39.9114,-43.1462
