lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,gamma,a,b,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.302723
# Diagonal elements of inverse mass matrix:
# 0.0103516, 0.00659376, 0.0385662, 0.0118553, 0.00691282, 0.0125214, 0.00710682, 0.00515714, 0.0382512, 0.0109945, 0.00881295, 0.013142, 0.305659, 0.0664457, 0.0865666, 1.12804
-4202.72,0.691605,0.302723,4,15,0,4211.16,66.561,30.4913,212.061,56.7051,75.9957,57.8971,17.715,51.9957,16.5167,98.7965,104.22,30.0187,137.451,0.100462,0.0432662,2.07601,-34.6928,-38.0676,-33.2685,-47.5403,-39.5436,-37.9881,-40.4033,-46.9487,-39.3908,-34.7057,-49.9137,-38.5823,-41.222,-37.7162,-40.6718,-49.974,-44.481,-35.9366,-40.2546,-49.0079,-34.5929,-44.082,-43.4181,-40.3003,-39.5807,-33.438,-33.1572,-38.4412,-42.9266,-32.5127,-32.597,-39.5983,-37.0308,-33.3114,-39.6943,-32.5191,-30.4488,-49.1806,-37.7297,-45.3746,-42.779,-40.2357,-34.6048,-38.6608,-34.3828,-32.6492,-29.5048,-39.2603,-36.5038,-35.4947,-44.7453,-46.8241,-33.9453,-35.3132,-32.3125,-35.7863,-39.272,-48.309,-46.2168,-42.7108,-43.1566,-44.5733,-50.6322,-27.6148,-30.9372,-41.5143,-39.2444,-32.2737,-35.1653,-39.9807,-33.5612,-30.0652,-37.4103,-34.956,-43.8195,-30.6753,-33.8527,-40.6679,-40.3744,-32.1328,-38.0311,-40.1907,-42.0797,-26.9204,-41.651,-52.874,-44.2645,-43.3514,-38.9982,-37.1493,-38.9866,-43.5681,-42.3636,-38.172,-40.2242,-37.2996,-34.5404,-35.2762,-39.6331,-32.9061,-38.0733,-31.8888,-30.7938,-32.8591,-30.3385,-41.4643,-37.4792,-33.6011,-41.4602,-44.1557
-4203.16,0.955258,0.302723,3,7,0,4207.57,61.6802,29.4423,171.655,54.0063,79.1415,53.2105,20.0991,55.8265,21.1466,101.413,108.742,35.9688,161.089,0.0626511,0.0358547,2.1104,-33.839,-38.5247,-33.0237,-46.404,-38.0262,-38.3717,-39.5001,-47.4409,-39.7724,-35.4383,-48.9046,-39.5051,-39.4771,-37.8002,-41.0854,-49.9133,-45.7297,-35.1735,-41.8014,-45.7844,-34.8445,-43.5585,-43.1541,-39.7704,-39.5196,-33.5148,-34.2359,-38.8565,-42.0773,-32.1548,-32.1561,-39.622,-36.854,-33.1753,-39.1392,-32.6505,-29.1312,-49.0284,-36.7837,-44.5167,-44.0258,-41.9281,-34.6672,-38.4302,-34.7706,-33.2632,-27.9446,-39.3379,-37.5594,-37.0099,-44.6336,-46.2652,-33.9309,-35.3701,-32.2264,-35.859,-39.7521,-47.1445,-45.8817,-43.9451,-43.3255,-46.6289,-50.1837,-26.8132,-30.9117,-41.8325,-39.5725,-32.2529,-34.7776,-37.9294,-33.7735,-30.1523,-37.5878,-34.7704,-43.1181,-30.3446,-32.3506,-41.4418,-40.6969,-32.0562,-38.5058,-40.4423,-41.9697,-28.5577,-43.3529,-51.1431,-45.0003,-41.8624,-39.1082,-38.0309,-38.999,-44.3767,-43.5262,-38.1477,-41.0941,-37.6985,-35.0515,-35.1299,-39.4331,-32.4278,-38.375,-31.626,-30.9133,-32.647,-30.7236,-41.3983,-38.3803,-34.1296,-40.7012,-46.2758
-4198.78,1,0.302723,3,7,0,4207.92,62.4139,29.876,195.963,50.6609,78.4528,55.5203,20.4029,52.4138,19.8969,100.139,103.877,31.2604,87.6594,0.0792262,0.0359765,2.04329,-34.3754,-38.6413,-33.0325,-47.5984,-38.7902,-38.1656,-40.4624,-46.6547,-39.8596,-34.8859,-49.9753,-38.4188,-40.8841,-37.0381,-40.4352,-50.3691,-44.7592,-35.6426,-40.5716,-47.9698,-34.5657,-43.7551,-43.0928,-39.9116,-39.3184,-33.0665,-33.4306,-38.5942,-42.2682,-32.4373,-32.415,-39.4736,-36.8353,-33.1903,-39.5352,-32.4871,-29.629,-48.5766,-37.4544,-45.5781,-43.0315,-40.4883,-34.3566,-38.4681,-34.5214,-33.0257,-28.8141,-39.1487,-36.7475,-35.9899,-45.0543,-46.436,-33.9689,-35.8844,-32.2736,-35.8107,-39.6717,-48.1078,-46.0575,-43.2873,-43.3203,-45.0071,-50.7838,-27.4373,-30.7515,-42.1123,-39.3334,-32.0495,-34.9357,-38.7856,-33.8893,-30.0457,-37.5182,-34.7963,-43.1169,-30.5486,-32.9107,-40.9856,-40.1152,-32.1776,-38.3553,-40.338,-42.093,-27.8432,-42.3117,-52.2585,-44.0933,-41.4999,-38.9111,-37.2153,-38.8479,-43.9875,-42.7981,-38.1739,-40.6386,-37.5287,-34.6638,-35.0055,-39.5613,-32.777,-38.1306,-31.687,-30.739,-32.5745,-30.6461,-41.4446,-37.7678,-33.9024,-41.1245,-45.327
-4201.02,0.94223,0.302723,3,15,0,4206.76,71.2683,27.2372,195.582,54.7668,75.2759,56.4475,17.7968,54.92,12.8438,102.567,112.719,35.4287,165.186,0.0720353,0.039417,2.1074,-34.6102,-38.2006,-33.5039,-46.5147,-39.0641,-38.5029,-40.5274,-47.2639,-39.7964,-34.767,-49.2263,-39.5256,-40.2572,-37.7397,-41.4399,-49.3559,-45.9322,-35.4044,-41.2014,-46.5996,-34.816,-44.2583,-43.4636,-40.5452,-39.9661,-33.2439,-33.2869,-38.5208,-42.7758,-31.5583,-32.3032,-39.3335,-36.7518,-33.1963,-39.0804,-32.5322,-29.6789,-48.8028,-37.0178,-44.1928,-43.9847,-41.6133,-34.6953,-37.9407,-34.5205,-32.9878,-28.6182,-39.2919,-37.4199,-36.8087,-45.0905,-46.4551,-33.8781,-35.2189,-32.1548,-35.725,-39.4457,-47.1534,-45.9658,-42.9084,-42.6863,-45.7703,-50.218,-27.1774,-31.2191,-41.1154,-38.9622,-32.0475,-34.9654,-38.3258,-34.0108,-29.8742,-37.3929,-34.5519,-43.0153,-30.5255,-33.0288,-41.1002,-41.073,-32.0877,-38.0949,-40.2913,-42.2162,-28.1264,-42.8724,-52.9596,-45.6426,-41.92,-38.8183,-38.1413,-38.8522,-43.8075,-42.9082,-37.7575,-40.7145,-37.6089,-34.9407,-35.0841,-39.5013,-32.4096,-37.9722,-31.4881,-30.8651,-32.6686,-30.0726,-41.4251,-37.844,-33.6879,-40.9054,-45.8215
-4200.22,0.994393,0.302723,4,15,0,4209.54,57.9787,30.6498,198.739,48.7328,78.3129,60.1563,23.0632,55.9847,24.7112,99.6927,111.326,30.6592,211.198,0.0852919,0.0499323,2.07495,-34.2712,-37.6715,-33.1163,-46.9125,-38.8582,-37.8465,-39.7323,-46.6382,-39.0477,-35.0743,-49.0765,-38.1175,-40.0204,-38.1626,-40.3751,-49.9734,-44.7628,-35.8404,-41.0877,-47.8371,-34.6957,-43.4993,-42.7905,-39.6614,-39.2679,-33.6425,-34.1961,-38.8165,-42.3759,-32.6336,-32.6426,-39.7073,-37.3728,-33.3946,-39.7242,-32.6623,-30.0025,-49.3225,-36.2531,-44.7141,-43.4682,-40.9681,-34.6783,-38.5838,-34.6646,-33.4413,-29.1266,-39.1704,-37.3677,-36.391,-44.3716,-46.5052,-34.2116,-35.035,-32.4547,-35.8833,-40.022,-46.5829,-44.9213,-43.4617,-42.9998,-45.3733,-49.845,-27.6258,-31.2188,-41.5289,-39.3784,-31.7678,-34.9562,-39.1156,-34.3616,-30.1908,-37.376,-35.1676,-43.0971,-30.7684,-33.0612,-40.8164,-40.2957,-32.3936,-38.4901,-40.0905,-42.2938,-28.1737,-42.9821,-51.0214,-44.1487,-43.4819,-38.9977,-37.4012,-39.596,-44.2088,-43.237,-38.4101,-41.0733,-37.691,-34.5791,-34.8673,-39.6005,-32.8834,-38.171,-31.7813,-30.5079,-32.6977,-30.9826,-41.3684,-38.0301,-33.8185,-41.2447,-44.6241
-4198.82,0.979728,0.302723,3,7,0,4205.3,64.053,28.5869,196.428,51.4453,77.9917,58.578,22.1537,54.2032,19.6556,96.8346,117.024,31.4813,242.691,0.0727689,0.0396246,2.05627,-34.4817,-37.7246,-32.9931,-46.4078,-38.8892,-38.0063,-39.6659,-47.1872,-39.232,-34.9771,-48.7369,-38.3664,-39.8298,-38.4322,-41.1014,-49.651,-45.3997,-35.6174,-41.2425,-47.3799,-34.5755,-44.0773,-42.8206,-40.097,-39.8161,-33.499,-34.0984,-38.6025,-42.7193,-32.1277,-32.6113,-39.5077,-36.8079,-33.564,-39.3991,-32.7071,-29.7656,-49.275,-36.1795,-44.2393,-43.2392,-41.2952,-34.6331,-37.9399,-34.5127,-33.3571,-28.8126,-38.9961,-37.3531,-36.611,-44.1993,-46.5821,-34.2043,-35.0569,-32.3247,-35.8564,-39.8285,-46.1532,-44.8328,-43.4002,-43.0351,-45.4362,-49.5958,-27.4008,-31.3361,-41.1823,-39.0178,-31.784,-35.1632,-38.5064,-34.4678,-30.2118,-37.5912,-34.7197,-42.4573,-31.0931,-33.3863,-40.6302,-40.5242,-32.4257,-38.1173,-40.3284,-42.5705,-28.5194,-42.7586,-51.2377,-45.1324,-43.0716,-38.8464,-37.7845,-39.3458,-44.0015,-43.206,-38.1153,-40.7782,-37.9447,-34.825,-34.8208,-39.7753,-32.5775,-38.1206,-31.6271,-30.7592,-32.6496,-30.6944,-41.6442,-37.9027,-33.8079,-41.2294,-45.1815
-4200.37,0.891256,0.302723,4,15,0,4211.49,67.5875,31.6451,206.836,51.514,82.6484,58.5001,20.6047,60.8751,20.5036,117.963,113.577,35.5108,80.2796,0.0818307,0.0404896,2.07226,-33.9786,-38.3701,-33.4113,-47.4112,-38.6363,-38.0764,-40.6932,-46.4611,-39.7147,-34.6887,-49.7835,-38.8236,-40.7236,-36.7231,-40.7254,-50.2817,-45.1145,-35.3832,-41.3982,-48.2276,-34.4053,-43.2942,-43.0274,-39.6281,-38.9335,-32.9262,-33.179,-38.3737,-41.7916,-32.0158,-31.8647,-39.3915,-37.1453,-32.6499,-39.1963,-32.2292,-29.7631,-49.9543,-37.6094,-45.4063,-44.6669,-41.1037,-34.4311,-38.8981,-34.4054,-32.9918,-28.6897,-39.2251,-37.3064,-36.3869,-45.7997,-45.9634,-33.5227,-35.7552,-31.9734,-35.3754,-39.5438,-49.0304,-47.1244,-43.32,-42.8158,-46.2094,-50.8982,-27.2819,-30.7365,-41.8134,-39.1832,-31.9846,-34.4855,-38.5237,-34.0605,-29.7523,-37.1278,-34.7916,-44.1259,-30.1599,-32.467,-41.3393,-40.887,-31.7752,-38.5416,-39.8152,-41.901,-28.3911,-43.5608,-53.2508,-44.9938,-42.2807,-38.6106,-37.9027,-38.6621,-44.3432,-43.0581,-37.714,-41.0922,-37.0387,-34.5649,-34.9559,-39.0643,-32.4335,-37.7869,-31.2803,-30.4005,-32.317,-30.3175,-40.9913,-37.8617,-33.5497,-40.6708,-46.166
-4200.05,0.876067,0.302723,4,15,0,4207.77,71.0815,31.9343,206.708,52.6916,79.7551,64.7046,22.5293,57.4683,20.5996,112.965,116.396,36.7449,260.488,0.0793971,0.0536446,2.11511,-34.5862,-37.3434,-33.7358,-46.2031,-38.7579,-37.7748,-39.9051,-46.8879,-38.7057,-34.8806,-48.7038,-39.0757,-39.6017,-38.4952,-40.4295,-49.7513,-44.8849,-35.435,-41.566,-47.2953,-34.6654,-43.4506,-42.8583,-39.8925,-39.4348,-33.6651,-34.2799,-38.4736,-42.2263,-32.0003,-32.4066,-39.4551,-37.3145,-33.1491,-39.4212,-32.714,-30.3922,-49.0287,-36.6501,-44.6029,-44.3391,-41.2049,-34.647,-38.7326,-34.4052,-33.3031,-29.8081,-39.2191,-37.4336,-36.6901,-44.5865,-46.1845,-33.9326,-35.2696,-32.2849,-35.632,-39.7352,-47.0605,-45.505,-43.0287,-42.7478,-45.4427,-49.6081,-27.8863,-31.3131,-41.0666,-39.194,-31.8688,-34.8653,-38.8826,-34.7309,-30.2075,-37.2708,-34.7386,-43.6306,-31.0898,-33.0674,-41.2068,-41.0532,-32.2268,-38.363,-39.7478,-42.1026,-28.3762,-43.5668,-51.8159,-44.7393,-44.6781,-38.6559,-37.4047,-39.3871,-44.1791,-42.8915,-37.9569,-41.3084,-37.8184,-34.363,-34.4932,-39.3288,-32.7009,-37.982,-31.6263,-30.4145,-32.745,-30.6188,-41.0653,-38.0299,-33.737,-40.9148,-44.672
-4203.64,0.962956,0.302723,4,23,0,4211.73,58.159,28.9563,187.658,51.2361,70.7295,52.2469,17.7918,53.6509,15.2442,91.0341,103.731,32.1659,80.2375,0.0812898,0.0343164,2.01274,-34.2912,-38.7163,-33.0778,-47.2953,-38.9332,-38.5124,-40.8698,-46.9985,-40.3443,-34.8526,-49.9451,-38.949,-40.8387,-36.8964,-41.0385,-50.0826,-45.3451,-35.3871,-40.6016,-46.5502,-34.9566,-44.0736,-43.5056,-40.1946,-39.7766,-33.2019,-33.0112,-38.727,-42.7403,-32.041,-32.4272,-39.2831,-37.1949,-33.2611,-39.2409,-32.5722,-29.2114,-48.7524,-37.5165,-45.532,-43.0405,-41.2014,-34.8676,-38.6064,-34.7894,-33.1239,-28.3861,-39.457,-37.2388,-36.2485,-45.311,-46.6731,-34.0363,-35.6446,-32.53,-35.8405,-39.5975,-47.6259,-46.203,-42.8146,-42.9164,-45.1486,-51.1028,-27.0528,-30.9239,-42.1591,-39.3076,-32.0837,-34.9198,-38.6511,-33.4149,-29.967,-37.1535,-34.8729,-43.0311,-29.9235,-32.9079,-40.8348,-40.3469,-32.1654,-38.3807,-40.494,-41.9244,-27.3446,-42.4396,-52.4882,-44.3364,-40.35,-39.1994,-37.8094,-38.7825,-43.611,-42.7919,-38.1964,-40.5005,-37.4443,-35.0398,-35.3446,-39.5968,-32.6438,-38.1402,-31.8786,-30.8761,-32.7612,-30.1337,-41.515,-37.6871,-33.7977,-41.1664,-45.5879
-4199.2,1,0.302723,4,31,0,4205.1,68.4331,32.1456,216.61,55.4654,81.6555,62.0835,22.4168,63.7663,21.1376,113.581,125.282,34.8546,248.278,0.0972525,0.0736964,2.30873,-34.0685,-37.1827,-33.4939,-46.4665,-38.9927,-37.6678,-39.8448,-46.9012,-38.763,-34.7546,-48.6078,-38.6936,-39.8312,-38.3909,-41.1717,-49.6652,-44.9928,-35.5502,-41.9777,-48.3246,-34.4495,-43.5209,-42.8114,-39.6661,-39.339,-33.5067,-33.8655,-38.3305,-42.549,-31.949,-32.1679,-39.436,-37.5718,-33.0305,-39.2304,-32.4789,-30.4339,-51.3825,-36.695,-44.4099,-44.8258,-41.5612,-34.9155,-38.8459,-34.2756,-33.0989,-29.1633,-39.0932,-37.7053,-36.5216,-44.7869,-46.2098,-33.6834,-34.7983,-32.0486,-35.3499,-39.4257,-47.4344,-46.0802,-43.0457,-42.3462,-46.483,-49.7744,-27.3292,-31.2782,-40.8251,-38.976,-31.8955,-34.7811,-39.1915,-34.203,-29.946,-37.0898,-34.9448,-44.3186,-30.7308,-33.4986,-40.7566,-41.0131,-31.9349,-38.2422,-39.5209,-42.1309,-28.2459,-43.5649,-52.4408,-45.3937,-45.339,-38.5427,-38.0093,-39.2833,-44.1284,-43.0997,-37.7307,-40.9652,-37.1301,-34.5395,-35.0186,-39.1984,-32.4303,-37.7339,-31.398,-30.3468,-32.5951,-30.3935,-41.0632,-37.804,-33.2139,-41.0236,-44.8108
-4199.76,0.533575,0.302723,4,15,0,4205.27,63.997,32.9178,214.424,58.6198,88.3249,61.3281,21.2597,60.8766,16.3657,117.999,125.88,32.9708,98.8112,0.0904205,0.050361,2.17321,-34.4686,-38.3752,-32.9243,-46.8436,-39.0634,-37.7793,-40.0847,-47.2644,-39.7943,-35.1785,-49.4144,-38.5433,-40.6824,-37.0439,-41.5726,-50.7856,-45.1126,-35.7774,-42.0262,-48.8927,-34.1748,-43.9967,-42.961,-39.6336,-39.4519,-33.1574,-33.522,-38.1084,-42.7436,-31.9932,-32.0734,-39.0433,-36.7947,-33.088,-38.764,-32.3498,-30.2748,-51.7435,-37.6757,-45.3761,-44.2857,-41.0419,-34.5039,-38.4873,-33.9776,-32.9186,-28.895,-38.8977,-37.0908,-35.9493,-45.2473,-46.0804,-33.6905,-35.3774,-31.8131,-35.2991,-39.2337,-48.7183,-46.7921,-43.4356,-42.7509,-46.3313,-50.6252,-27.3861,-30.3597,-41.6417,-38.8781,-31.8961,-34.7244,-39.0838,-34.2861,-30.1431,-37.1243,-34.4454,-43.9272,-31.1601,-33.4895,-40.489,-40.5033,-31.7553,-37.8527,-39.7334,-42.15,-28.3028,-42.9326,-53.1087,-45.0902,-42.5426,-38.3669,-37.6092,-38.5209,-44.238,-43.0622,-37.6162,-40.512,-37.0174,-34.5419,-34.8623,-39.3764,-32.2305,-37.8796,-31.2054,-30.3468,-32.0919,-29.9343,-41.3286,-37.5454,-33.3235,-41.088,-45.7352
-4201.88,0.889484,0.302723,3,15,0,4208.01,67.8558,30.3105,220.216,49.7458,87.2248,58.9708,18.8109,63.1382,19.6601,113.415,114.411,31.2053,182.446,0.103554,0.0521508,2.06947,-34.098,-37.7495,-33.0415,-47.0429,-39.6277,-38.0845,-39.6406,-45.8757,-39.1662,-34.9341,-49.3501,-38.4734,-40.6014,-37.9563,-40.8376,-49.6202,-44.7998,-35.9563,-41.3922,-48.8154,-34.3218,-43.4459,-43.1209,-39.8752,-38.8929,-33.4513,-33.1467,-38.5808,-42.2645,-32.5144,-32.1919,-40.0869,-37.1995,-32.7387,-39.3098,-32.2766,-30.5891,-50.4356,-36.5991,-44.1279,-44.5062,-40.7973,-34.4153,-38.4817,-34.4402,-33.0323,-28.9576,-39.1702,-36.9788,-36.1859,-45.0718,-46.3554,-33.7381,-34.4699,-32.1517,-35.5585,-39.755,-47.8402,-46.6418,-43.7595,-42.5504,-46.9046,-50.0389,-27.5166,-31.0416,-40.9303,-39.2147,-31.9805,-34.6466,-39.3638,-33.997,-29.7429,-37.0496,-35.3239,-44.0982,-30.2279,-32.9971,-41.2632,-40.4671,-32.0543,-38.5718,-39.7527,-42.4078,-27.9779,-42.99,-52.963,-44.8737,-44.5097,-38.7231,-37.9013,-39.4096,-44.6182,-43.4789,-37.9584,-41.083,-36.6778,-34.5814,-35.4417,-39.232,-32.7597,-37.7472,-31.3773,-30.4008,-32.5226,-30.3103,-41.0836,-38.1293,-33.3922,-41.0635,-44.7588
-4203.07,0.764252,0.302723,4,15,0,4213.93,68.8593,29.9002,217.982,51.9819,86.2753,61.9171,18.5633,64.9069,20.1673,108.948,115.032,30.5137,192.945,0.0973526,0.0454082,2.03718,-33.9319,-37.6889,-32.9416,-46.9926,-39.5587,-38.1663,-39.551,-45.9253,-39.2055,-34.9779,-49.2663,-38.3567,-40.5956,-38.064,-41.3034,-49.578,-45.0749,-35.9405,-41.5581,-48.8645,-34.3282,-43.3186,-43.3631,-39.9307,-39.0191,-33.5918,-33.2595,-38.5763,-42.1023,-32.5004,-32.1004,-40.1099,-37.1591,-32.7047,-39.3457,-32.2879,-30.5645,-50.4883,-36.3621,-44.0195,-44.5046,-41.0534,-34.3944,-38.3921,-34.5807,-32.9375,-28.8848,-39.1118,-37.2852,-36.2618,-44.8871,-46.4433,-33.6743,-34.2985,-32.0832,-35.5583,-39.646,-47.6049,-47.0591,-43.8939,-42.4381,-47.2052,-49.9447,-27.2028,-31.1373,-40.8746,-39.2978,-32.1094,-34.6073,-39.4159,-33.8431,-29.6445,-36.9165,-35.3722,-44.2513,-30.0259,-32.7809,-41.2414,-40.6497,-32.0033,-38.7246,-39.777,-42.2477,-28.0163,-43.0119,-52.7085,-45.3354,-44.505,-38.8316,-38.2373,-39.3782,-44.4449,-43.5143,-37.9924,-40.9848,-36.5945,-34.5769,-35.6273,-39.1241,-32.6263,-37.6474,-31.3065,-30.4869,-32.4246,-30.3554,-40.9733,-38.1209,-33.3403,-40.8073,-45.1437
-4202.68,0.961546,0.302723,4,15,0,4210.86,65.5556,35.3173,203.176,46.1151,80.5518,64.6987,20.4796,55.2878,16.8252,103.892,123.976,36.901,175.594,0.0790588,0.0437627,2.06862,-35.0832,-37.8079,-33.1043,-46.2637,-38.7341,-37.6151,-40.0684,-47.1849,-39.1241,-35.1978,-48.7261,-39.236,-39.755,-37.5649,-41.2028,-50.1317,-44.7711,-35.3087,-42.0337,-47.1173,-34.6701,-44.268,-42.653,-40.1078,-40.1699,-33.5248,-33.9491,-38.2781,-42.9291,-31.8383,-32.5362,-38.8643,-37.0522,-33.3127,-38.9452,-32.9127,-30.1755,-49.9037,-36.6014,-45.7857,-43.4675,-41.1955,-34.4923,-38.9658,-34.2026,-33.8312,-29.7175,-39.1186,-37.0724,-36.3668,-44.3032,-46.3734,-34.2453,-35.3693,-32.6989,-35.4888,-39.9783,-47.1837,-46.0036,-43.2711,-43.1856,-45.3131,-50.0518,-27.9991,-30.7121,-41.5544,-38.7196,-31.4846,-34.8387,-38.9129,-35.4076,-30.9141,-37.4716,-34.1042,-42.5042,-31.1578,-33.6909,-40.6925,-40.5656,-32.5701,-37.7915,-40.0794,-42.5911,-28.4714,-43.5182,-50.9867,-44.5147,-42.954,-38.4553,-37.3329,-38.987,-44.3646,-43.035,-37.8407,-41.2038,-38.1003,-34.7151,-34.2044,-39.8593,-32.3314,-37.9322,-31.6946,-30.3475,-32.6926,-29.9846,-41.7124,-37.9042,-33.822,-41.3467,-44.7154
-4198.54,0.971133,0.302723,3,7,0,4206.97,63.5177,30.4643,209.707,52.1564,81.4621,63.3107,21.4877,61.1435,23.7835,108.343,120.427,31.2349,110.583,0.0830694,0.039849,2.1016,-33.9086,-37.9369,-32.9887,-47.6206,-38.7522,-37.8462,-40.3882,-46.638,-39.4364,-34.5961,-49.4879,-37.9147,-40.7729,-36.8856,-41.3996,-49.9177,-45.3001,-35.6515,-41.3939,-49.384,-34.2239,-43.5673,-42.9213,-39.6372,-39.1289,-32.9403,-33.2413,-38.3164,-42.1314,-32.2298,-32.0763,-39.3981,-36.9577,-32.954,-39.4463,-32.2099,-29.9947,-51.077,-36.781,-44.9026,-44.0975,-41.2241,-34.4518,-38.4402,-34.4266,-32.9969,-28.5026,-38.894,-37.5863,-36.267,-45.1271,-46.3125,-33.7036,-35.1316,-31.9118,-35.4381,-39.5211,-48.1205,-46.5472,-43.5548,-42.7213,-46.2898,-50.4711,-26.9946,-30.8688,-41.5819,-38.9031,-31.8226,-34.6228,-39.1359,-34.2584,-29.7784,-37.299,-34.8649,-43.6511,-30.2573,-33.0148,-40.6104,-40.844,-31.864,-38.3094,-39.962,-42.2323,-28.6769,-43.3228,-52.3922,-45.725,-42.5321,-38.6718,-38.3367,-38.833,-44.1783,-43.306,-37.8199,-40.7853,-37.0835,-34.674,-35.134,-39.3626,-32.2457,-37.6907,-31.141,-30.4477,-32.1258,-30.5453,-41.3233,-37.6766,-33.3985,-40.8962,-46.2656
-4199.24,0.948684,0.302723,4,15,0,4206.04,73.8406,31.0093,217.216,53.9175,84.5876,61.5771,21.3409,58.9387,15.2169,111.067,119.434,36.2056,246.128,0.0862071,0.0438564,2.04613,-34.6964,-37.6509,-33.5058,-46.2118,-39.3284,-38.0247,-39.8297,-46.9281,-39.0851,-34.9514,-48.8242,-39.3548,-40.0942,-38.5902,-41.1921,-49.6901,-45.0473,-35.7428,-41.6521,-48.115,-34.5715,-43.9509,-43.0196,-40.1369,-39.7193,-33.5194,-33.8293,-38.345,-42.5949,-31.8344,-32.2777,-39.4795,-36.8483,-33.0299,-39.1184,-32.6021,-30.4786,-49.7451,-36.6731,-44.4378,-43.8606,-40.9865,-34.5172,-38.3707,-34.1381,-33.0679,-29.4164,-38.9871,-36.9313,-36.4319,-44.5081,-46.2893,-33.739,-35.0215,-32.1259,-35.4821,-39.522,-47.315,-45.9896,-43.1929,-42.7751,-45.9291,-49.493,-27.6327,-31.0849,-40.8215,-38.9332,-31.8849,-34.8619,-38.8103,-34.3965,-30.0536,-37.3281,-34.5328,-43.4911,-30.9773,-33.3792,-41.0139,-40.6713,-32.1386,-38.1133,-39.7636,-42.3254,-28.2673,-43.0037,-52.6194,-45.0924,-44.7415,-38.4873,-37.5558,-39.1112,-44.1473,-42.9148,-37.6944,-40.8844,-37.4085,-34.5094,-34.7502,-39.3591,-32.5185,-37.7582,-31.5066,-30.4349,-32.7098,-30.2524,-41.2082,-37.8477,-33.5021,-41.0071,-44.6004
-4203.58,0.906851,0.302723,4,15,0,4209.25,74.9009,31.5525,206.049,54.296,72.3295,52.2237,20.32,54.8078,18.9818,117.689,116.612,31.3667,229.811,0.0704757,0.0452654,2.15546,-34.3164,-37.3189,-33.7924,-46.7153,-38.753,-37.8968,-40.2976,-47.3431,-38.5368,-34.2647,-48.8452,-38.0793,-40.1234,-38.3101,-40.5161,-50.0932,-45.6955,-35.4408,-41.0613,-48.6663,-34.3152,-43.8975,-42.9099,-40.3671,-39.4122,-33.4524,-33.889,-38.3769,-42.4115,-31.7912,-32.1187,-39.3715,-37.4678,-33.256,-39.3121,-32.3688,-28.9945,-49.4091,-37.4356,-44.8137,-44.8614,-41.2527,-34.7205,-39.0476,-34.5129,-33.0004,-29.0248,-39.5104,-37.6529,-36.1864,-45.0682,-46.1589,-33.792,-35.5189,-32.1169,-35.4952,-39.4274,-48.2118,-45.6568,-42.4028,-43.3089,-44.5192,-50.4327,-27.5944,-31.7342,-40.5352,-39.1058,-32.1877,-35.3089,-37.8967,-34.2283,-29.9584,-37.2139,-34.8142,-44.0019,-31.0853,-33.314,-40.9958,-41.7984,-32.0734,-38.2437,-40.2353,-42.2203,-28.2516,-43.1844,-52.5611,-45.7972,-44.3126,-38.6234,-38.1459,-39.0822,-43.7391,-42.5383,-37.7565,-40.8315,-37.8215,-34.6219,-34.6909,-39.417,-32.6532,-38.1577,-31.4768,-30.9198,-32.4581,-30.2614,-41.3652,-37.6103,-33.6356,-41.1225,-45.4826
