lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,gamma,a,b,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.302723
# Diagonal elements of inverse mass matrix:
# 0.0103516, 0.00659376, 0.0385662, 0.0118553, 0.00691282, 0.0125214, 0.00710682, 0.00515714, 0.0382512, 0.0109945, 0.00881295, 0.013142, 0.305659, 0.0664457, 0.0865666, 1.12804
-4207.78,0.631003,0.302723,3,7,0,4219.3,72.8983,31.6745,209.433,50.0756,81.6502,60.6433,20.4919,54.0035,12.0181,105.643,120.098,30.9067,260.6,0.0544411,0.0543594,2.27904,-35.4302,-38.1823,-33.2076,-46.2367,-39.5164,-38.4471,-40.086,-47.029,-39.2523,-35.2987,-48.7163,-38.4557,-40.2903,-38.6894,-41.7342,-50.9447,-45.7766,-36.1866,-41.6711,-48.3382,-34.5228,-44.4587,-43.4287,-40.6687,-40.4256,-34.0181,-34.7677,-38.3457,-42.7733,-31.6587,-32.4805,-39.2345,-36.6246,-33.5452,-39.0912,-32.8325,-29.3771,-48.4678,-36.3597,-45.2333,-44.0585,-41.0721,-34.0575,-37.9559,-34.5379,-33.5337,-29.795,-38.9229,-37.3846,-36.3033,-43.966,-46.3547,-34.2309,-35.1476,-32.3152,-35.7105,-39.9598,-46.5384,-45.8328,-43.3196,-43.2667,-44.8474,-49.5605,-28.0204,-31.2673,-40.539,-39.1294,-31.868,-35.342,-37.7097,-35.4036,-30.4168,-37.3697,-34.2785,-42.6609,-31.9768,-32.8113,-41.0415,-40.9043,-32.6964,-38.3321,-40.3912,-42.518,-28.5879,-42.8786,-51.6603,-45.0726,-43.3501,-38.3684,-37.288,-38.9488,-43.926,-42.7732,-37.8557,-40.912,-38.2905,-34.5382,-34.4385,-39.6019,-32.5636,-37.9571,-31.4861,-30.8153,-32.2855,-30.0979,-41.4543,-37.7668,-34.02,-40.918,-45.2177
-4203.86,0.957049,0.302723,4,15,0,4213.67,68.2787,27.0522,189.454,51.3639,79.9105,59.0371,21.463,57.2302,18.756,91.9326,115.999,31.5526,276.305,0.0848513,0.0414194,2.05655,-34.2065,-37.7398,-32.8365,-46.2447,-39.0845,-38.1213,-39.1235,-47.1633,-39.4173,-35.2886,-48.5985,-38.7986,-39.6011,-39.107,-41.3875,-49.3445,-45.5357,-35.5679,-41.7744,-46.6218,-34.7107,-43.9371,-42.9671,-40.3442,-39.8611,-33.6889,-34.1671,-38.7957,-42.8168,-32.1922,-32.5298,-39.7865,-36.8346,-33.341,-39.1202,-32.6477,-30.2124,-49.6968,-35.8333,-43.292,-43.3856,-41.5725,-34.5849,-37.7999,-34.6276,-33.2822,-28.3897,-38.9539,-37.4053,-36.8377,-44.1579,-46.663,-34.1148,-34.8169,-32.3198,-35.8769,-39.7848,-45.9327,-45.3848,-43.95,-42.8285,-46.6859,-49.4307,-26.9615,-31.4625,-41.1963,-39.0459,-31.9782,-34.9771,-38.9392,-34.0313,-30.1515,-37.4998,-34.8709,-42.6599,-30.5158,-33.5642,-40.7125,-40.4195,-32.3746,-38.1267,-40.1676,-42.6466,-28.5512,-42.7175,-51.2031,-45.6151,-43.8848,-39.0238,-38.1738,-39.6735,-44.1885,-43.6473,-38.1808,-40.8546,-37.5005,-34.9008,-35.2666,-39.6665,-32.5369,-37.9749,-31.5574,-30.8165,-32.895,-30.7093,-41.532,-38.2616,-33.6994,-41.1073,-45.2352
-4201.8,0.956096,0.302723,4,15,0,4210.94,63.975,31.9969,191.689,53.1571,74.1696,58.5755,19.6147,52.8542,14.3618,115.222,107.792,32.4882,96.3476,0.0837951,0.0422969,2.09531,-34.7207,-38.3156,-33.5637,-46.9285,-38.9671,-38.0468,-40.5462,-47.4454,-39.6529,-34.9798,-49.6781,-38.9014,-40.5317,-37.2533,-40.2191,-50.8113,-45.2548,-35.4747,-41.0552,-47.3956,-34.6814,-43.8536,-43.2854,-40.1896,-39.348,-33.4225,-33.7486,-38.5476,-42.5785,-31.9442,-32.1812,-39.0334,-37.364,-33.0074,-38.831,-32.2154,-29.7502,-49.3266,-37.8945,-45.2784,-44.301,-40.7508,-34.5214,-39.194,-34.4689,-32.9399,-28.9968,-39.5459,-37.2249,-35.9276,-45.6233,-46.0441,-33.8769,-35.8519,-32.1619,-35.5453,-39.4049,-49.0192,-45.9633,-42.7138,-43.262,-44.6463,-51.235,-27.5992,-30.7632,-41.8443,-39.1321,-32.0271,-34.6851,-39.1861,-34.1079,-30.1476,-36.9543,-34.5004,-43.9156,-30.5168,-33.1718,-40.8754,-40.99,-31.8132,-38.0269,-40.0052,-41.8272,-27.9166,-42.9997,-52.8044,-44.4604,-41.9533,-38.7742,-37.3565,-38.8584,-43.9392,-42.5807,-37.942,-40.8298,-37.4021,-34.4559,-34.685,-39.3932,-32.6143,-38.2087,-31.4571,-30.553,-32.3493,-29.9265,-41.2418,-37.7071,-33.6931,-41.0483,-45.4541
-4201.12,0.974203,0.302723,4,15,0,4206.87,76.2728,28.5798,209.017,51.6398,84.5656,58.2133,20.8146,58.8445,23.6249,96.3993,121.049,33.2229,220.938,0.0786403,0.0471277,2.05079,-34.2304,-37.7487,-32.8912,-46.7126,-38.851,-37.8291,-39.6171,-46.3016,-39.2737,-34.9298,-48.9688,-38.3387,-39.9041,-38.0752,-41.242,-49.1509,-44.9168,-35.4917,-41.7721,-47.2025,-34.4421,-43.7766,-42.6036,-40.1063,-39.7343,-33.2062,-33.5113,-38.4983,-42.4812,-32.2718,-32.614,-39.7439,-36.738,-33.4276,-39.5839,-32.9801,-30.2662,-49.0074,-36.4042,-44.2801,-43.5686,-41.4435,-34.5064,-37.657,-34.4085,-33.4266,-29.2564,-38.8832,-37.1358,-36.8358,-44.4498,-46.6885,-34.0946,-35.2454,-32.3892,-35.845,-39.9236,-46.1105,-46.3387,-43.6524,-42.4644,-46.4516,-49.5042,-27.5396,-31.4969,-41.0716,-39.0527,-31.9264,-35.3025,-38.2285,-34.45,-30.2103,-37.6474,-35.0576,-42.6025,-31.2647,-33.3907,-41.0109,-40.428,-32.7186,-38.302,-40.1575,-42.7537,-28.3135,-42.6366,-51.7591,-45.3976,-43.2388,-38.7161,-37.9265,-39.2894,-44.1433,-43.3134,-38.0139,-40.9075,-37.7751,-34.7853,-35.0053,-39.6394,-32.7055,-37.8265,-31.7256,-30.8148,-33.0182,-30.849,-41.4702,-38.0553,-33.7504,-41.1441,-45.1066
-4201.69,0.982212,0.302723,4,23,0,4205.55,66.5078,34.0243,218.619,60.6827,79.7913,67.0217,22.1908,61.5711,15.5681,122.239,118.134,33.7355,118.245,0.0836732,0.0594355,2.30241,-34.5253,-37.9109,-33.8329,-46.9855,-39.1794,-38.0011,-40.8471,-47.2768,-39.3146,-34.7954,-49.4487,-38.6166,-40.8619,-37.3914,-41.2966,-51.0839,-45.3664,-35.8428,-41.4301,-49.5867,-34.3514,-43.4469,-43.582,-39.696,-39.3545,-33.4972,-33.9722,-38.1077,-42.1665,-31.758,-31.8451,-38.9792,-37.4868,-32.8166,-39.1267,-32.1761,-30.1116,-50.9411,-37.7392,-45.7906,-45.0032,-41.0494,-34.606,-39.318,-34.3251,-32.6172,-29.5213,-39.1754,-37.8373,-35.9181,-45.3585,-45.9158,-33.4153,-35.4281,-31.6925,-35.2012,-39.0177,-49.3092,-46.9668,-42.703,-42.7667,-45.3759,-50.7462,-27.3728,-30.7562,-41.4343,-39.231,-32.133,-34.5427,-39.3686,-34.1465,-29.7571,-36.7409,-34.5917,-45.217,-30.7295,-32.7743,-40.7726,-41.3831,-31.482,-38.3947,-39.4736,-41.3298,-28.0921,-43.4994,-53.4826,-45.157,-43.5626,-38.4468,-37.5988,-38.5395,-43.7203,-42.461,-37.6114,-40.7093,-36.9941,-34.1279,-34.8434,-38.8435,-32.3232,-37.7218,-31.1826,-30.2757,-32.0097,-30.0438,-40.6892,-37.3238,-33.2032,-40.5119,-45.7103
-4204.29,0.903775,0.302723,4,15,0,4211.32,68.546,29.3749,208.065,48.7991,82.9476,67.7464,21.888,63.0335,15.7034,124.359,127.009,39.0575,134.086,0.0920517,0.043077,2.02327,-34.4637,-37.7317,-33.7431,-46.3946,-39.186,-37.9392,-40.5287,-46.9814,-39.6893,-34.7813,-49.1055,-39.6661,-39.9582,-37.1499,-40.9777,-49.3726,-45.6615,-35.2444,-42.1919,-47.0813,-34.6565,-43.7871,-42.7768,-39.9538,-39.2394,-32.9404,-33.1637,-38.4427,-42.5194,-31.4964,-32.0431,-39.2053,-37.1954,-32.6385,-38.6375,-32.0938,-30.948,-51.244,-36.6462,-43.6813,-45.2808,-41.7195,-34.7129,-38.4753,-34.284,-33.2782,-28.5849,-39.183,-37.7386,-37.1636,-45.9972,-45.9126,-33.7157,-35.1528,-31.9519,-35.2667,-39.6884,-47.9991,-45.8825,-43.3236,-42.1633,-46.9823,-50.2815,-27.3893,-30.9625,-41.3966,-38.4183,-31.3644,-34.1666,-39.4425,-34.9608,-29.8606,-37.1361,-34.4348,-43.5594,-30.1174,-33.3439,-41.0238,-41.3051,-31.7267,-37.9287,-39.4433,-42.5498,-29.3291,-44.4664,-53.4798,-45.9893,-42.5025,-38.4413,-38.4453,-39.0712,-44.7757,-43.6017,-37.4911,-41.5441,-37.0806,-34.6661,-34.6478,-39.3214,-32.098,-37.6712,-30.9443,-29.9903,-32.3423,-29.9785,-41.196,-38.1244,-33.3078,-40.9047,-46.1652
-4200.2,0.965962,0.302723,4,15,0,4212.93,70.3778,34.1956,210.309,62.784,87.2952,60.0813,22.0023,57.973,25.1703,103.177,121.675,35.8481,200.435,0.0785777,0.0473287,2.10176,-34.2993,-37.8648,-32.9677,-46.5401,-38.1827,-37.4939,-39.4009,-47.2299,-38.9912,-35.1937,-48.8747,-38.7261,-39.8735,-37.9652,-41.3562,-50.1013,-44.3422,-35.5421,-42.0578,-48.1442,-34.4493,-43.6476,-42.6934,-39.5309,-39.84,-33.5171,-34.1641,-38.1971,-42.4269,-32.3922,-32.4648,-39.3238,-36.7382,-33.5574,-39.5851,-33.1866,-30.2444,-49.8746,-37.4373,-45.8546,-43.1878,-41.1942,-34.7202,-38.507,-34.0522,-33.131,-29.8579,-38.8921,-36.8313,-36.1771,-44.0139,-46.4919,-33.9216,-35.5803,-32.285,-35.6826,-39.3688,-47.3356,-46.7132,-43.3934,-43.0029,-45.8659,-49.6865,-27.6316,-30.7842,-41.5237,-39.4435,-32.3116,-35.334,-38.5546,-34.1471,-30.588,-37.5902,-34.7054,-43.577,-31.8918,-33.5383,-40.8338,-40.3013,-32.3351,-38.1807,-40.0033,-42.0302,-27.7706,-42.4653,-51.4376,-44.522,-44.0508,-38.6383,-37.1649,-38.788,-43.894,-42.7516,-37.9857,-40.4834,-37.8749,-34.556,-34.7738,-39.5012,-32.6155,-38.136,-31.9347,-30.7456,-32.8547,-30.7798,-41.3467,-37.699,-33.7614,-41.1041,-44.6286
-4202.15,0.990778,0.302723,4,15,0,4206.19,56.6422,29.8993,210.588,47.2867,81.0877,63.1846,20.8976,61.5047,17.0118,118.132,116.718,32.8928,95.0815,0.0869786,0.0486193,2.079,-34.4091,-38.1878,-33.3494,-47.0919,-39.4043,-38.2205,-40.8477,-46.2971,-39.8888,-34.8291,-49.7056,-38.5107,-40.7614,-36.7868,-40.7481,-50.2401,-45.4666,-35.7355,-41.1502,-48.0024,-34.4715,-43.5744,-43.1598,-39.6049,-38.9515,-33.1661,-33.1841,-38.5829,-42.235,-32.0071,-32.1731,-39.4589,-37.4097,-32.8183,-39.114,-32.0994,-30.1052,-50.4123,-36.8144,-44.782,-44.9449,-41.2097,-34.6357,-38.5692,-34.6019,-33.2959,-28.6878,-39.3214,-37.7476,-36.6184,-45.9253,-46.0748,-33.8816,-35.0159,-32.0586,-35.4858,-39.926,-47.9754,-45.8772,-43.2934,-42.4098,-46.1377,-50.7388,-27.5784,-30.8451,-41.626,-38.9953,-31.4241,-34.3329,-39.1059,-34.6583,-29.68,-36.8846,-34.9378,-43.6885,-30.1537,-32.4389,-41.0874,-40.8303,-31.8836,-38.4909,-39.7587,-42.2005,-28.6092,-43.8827,-53.2641,-44.7527,-41.689,-38.6682,-37.9281,-39.0653,-44.5382,-43.3825,-37.8785,-41.3323,-37.0077,-34.5787,-34.8741,-39.2554,-32.4718,-37.847,-31.1998,-30.0722,-32.0857,-30.1065,-41.0894,-37.937,-33.4386,-40.894,-45.9868
-4201.6,0.962361,0.302723,4,15,0,4210.32,71.1839,30.6067,191.625,52.9994,78.1035,55.8694,19.0383,50.2364,18.9343,96.4344,113.714,32.4311,242.496,0.0788345,0.0439015,2.08813,-34.7726,-37.827,-32.9102,-46.3598,-38.6402,-37.7342,-39.3449,-47.3217,-38.9967,-35.0943,-48.7675,-38.7762,-39.6859,-38.5401,-40.7357,-49.6686,-44.8174,-35.3974,-41.4147,-46.6826,-34.6281,-44.2611,-42.7541,-40.4541,-40.0235,-33.6369,-34.0562,-38.505,-43.05,-32.2313,-32.7794,-39.4089,-36.7272,-33.6831,-39.2563,-32.9776,-29.9854,-48.6219,-36.9159,-44.6596,-43.017,-41.0241,-34.5287,-38.1805,-34.347,-33.3773,-29.3859,-39.1691,-36.7449,-36.2524,-44.0776,-46.6703,-34.3401,-35.4027,-32.5965,-35.9438,-39.7297,-46.6516,-45.4136,-43.2533,-43.3272,-45.0724,-49.8575,-27.7858,-31.1825,-41.1982,-39.1058,-32.0925,-35.4394,-38.6898,-34.4335,-30.7276,-37.7069,-34.5577,-42.4414,-31.5073,-33.9753,-40.7832,-40.446,-32.6346,-37.7844,-40.4564,-42.654,-27.8619,-42.2238,-51.0427,-44.7052,-43.6026,-38.855,-37.2984,-39.3429,-43.963,-42.8755,-38.1727,-40.6788,-38.1663,-34.8199,-34.7428,-39.9874,-32.7836,-38.3327,-31.9003,-30.9996,-32.9874,-30.4605,-41.83,-38.0076,-33.995,-41.5157,-44.4482
-4198.83,0.974158,0.302723,4,15,0,4205.92,65.9595,27.6065,198.755,55.4443,75.1269,62.8458,19.961,61.0517,19.2675,100.704,110.826,30.951,156.747,0.0771992,0.050736,2.13311,-33.9992,-37.8081,-33.2781,-46.8045,-39.1285,-38.3214,-40.2658,-46.4955,-39.6459,-34.8606,-49.3317,-38.2564,-40.2861,-37.6282,-41.148,-49.704,-45.7293,-35.5228,-41.1646,-47.0371,-34.6308,-43.2513,-43.571,-39.9926,-39.3249,-33.4945,-33.5545,-38.6677,-42.0718,-32.0909,-32.2402,-39.629,-37.4446,-33.0339,-39.4254,-32.4023,-29.8989,-49.1516,-36.5881,-44.1549,-44.5929,-41.7138,-34.7124,-38.2183,-34.9871,-32.94,-28.8547,-39.2862,-38.1964,-36.7748,-45.1806,-46.4341,-33.8187,-34.92,-32.0615,-35.7617,-39.5818,-46.889,-46.4124,-43.2259,-42.1429,-46.2295,-50.2884,-27.0151,-31.4641,-41.3668,-39.408,-32.0977,-34.7457,-38.8723,-33.7585,-29.5631,-36.7811,-35.321,-43.968,-30.1431,-32.3898,-41.0638,-41.1228,-32.0172,-38.7859,-39.9378,-41.7608,-28.0367,-43.1472,-52.481,-45.439,-42.0977,-39.045,-38.2617,-39.2199,-43.7487,-43.1577,-38.1115,-40.922,-37.135,-34.537,-35.3874,-39.0689,-32.6047,-37.8197,-31.4289,-30.6715,-32.5013,-30.5209,-40.8387,-37.9218,-33.5299,-40.5333,-45.9887
-4200.97,0.830022,0.302723,3,7,0,4209.67,69.6655,32.2592,206.396,45.1113,83.7454,61.547,20.256,53.7192,21.3508,117.404,117.66,34.0656,138.02,0.086242,0.0470623,2.07006,-34.8652,-37.8723,-33.1672,-47.0175,-38.7545,-37.5033,-40.0563,-46.4949,-38.984,-34.798,-49.2999,-38.5469,-40.1221,-37.1626,-40.0122,-49.8497,-44.5227,-35.4107,-41.4108,-47.7783,-34.3267,-43.9034,-42.379,-40.0207,-39.1932,-33.038,-33.4329,-38.359,-42.5388,-32.2421,-32.5509,-39.3245,-36.9202,-33.1541,-39.208,-32.5345,-30.4947,-49.434,-37.081,-44.9406,-44.1397,-40.6272,-34.2216,-38.5415,-34.2011,-33.5594,-29.5287,-39.162,-36.7513,-36.2792,-45.1382,-46.1855,-34.1875,-35.6237,-32.4013,-35.6313,-40.0581,-47.9645,-45.6687,-43.415,-43.1056,-45.3163,-50.3872,-28.289,-30.7906,-41.4648,-38.79,-31.5522,-34.8563,-39.0977,-35.3353,-30.5621,-37.6066,-34.5068,-42.7865,-31.2105,-33.6082,-41.07,-40.6539,-32.4333,-37.8502,-40.0321,-42.8397,-28.6304,-43.2992,-52.0151,-44.5676,-42.9533,-38.4765,-37.2312,-39.2138,-44.7129,-43.135,-37.9278,-41.3763,-37.8138,-34.5423,-34.3017,-39.8234,-32.7174,-38.0802,-31.4751,-30.3671,-32.5729,-30.3359,-41.6465,-38.1022,-33.8737,-41.4632,-44.9503
-4203.3,0.97557,0.302723,4,15,0,4212.16,56.6235,24.9543,176.059,57.2537,69.5655,55.0143,19.5221,52.7705,15.1019,85.8117,101.853,30.172,183.117,0.0709822,0.056939,2.25905,-34.4231,-38.3648,-33.1565,-46.4411,-39.0898,-38.7657,-40.1443,-47.3031,-40.1323,-35.2601,-49.2542,-38.7675,-40.0255,-38.1827,-41.1755,-49.8169,-45.9828,-35.6276,-40.6375,-45.3834,-35.0831,-43.9255,-43.868,-40.2367,-39.9828,-33.7668,-34.0803,-39.0116,-42.8523,-32.1102,-32.7476,-39.598,-37.2472,-33.7096,-39.4506,-32.7498,-29.3815,-48.0209,-36.6336,-44.0606,-43.5203,-41.8608,-35.0549,-37.7617,-35.1747,-33.1061,-28.4582,-39.4509,-38.0311,-36.925,-44.6909,-46.8043,-34.3191,-35.0552,-32.3623,-36.2773,-39.7163,-45.7766,-44.8935,-43.1149,-42.6266,-45.5054,-50.2134,-26.9832,-31.4393,-41.7045,-39.7053,-32.2674,-35.178,-38.6553,-33.4566,-29.8677,-37.1821,-35.1974,-43.0175,-30.5678,-32.594,-40.9036,-40.5318,-32.3005,-38.5711,-40.5187,-41.8131,-27.5876,-42.3657,-51.8537,-44.5859,-40.854,-39.4544,-37.724,-39.3468,-43.4636,-43.0697,-38.519,-40.6122,-37.7354,-34.9467,-35.5391,-39.5433,-32.8627,-38.413,-31.9108,-31.0987,-32.8417,-30.6678,-41.3179,-37.9861,-33.9438,-40.9226,-45.5539
-4204.96,0.945988,0.302723,3,7,0,4209.33,58.1391,24.432,190.424,56.8973,63.8758,55.9275,20.8583,52.7341,17.307,91.7833,101.184,28.5255,165.107,0.0812372,0.0596999,2.26767,-34.2693,-37.847,-33.761,-47.227,-39.3771,-38.571,-41.0105,-47.2107,-39.79,-34.4959,-49.6849,-38.1341,-40.6396,-37.9534,-40.6516,-49.6361,-45.8951,-35.7216,-39.8611,-47.0537,-34.937,-43.7962,-43.7437,-40.2549,-39.5707,-33.4258,-33.6201,-38.9472,-42.7643,-32.1786,-32.7017,-39.6408,-37.6806,-33.6229,-39.9169,-32.4139,-29.4625,-48.4746,-37.0027,-44.1418,-43.7729,-41.5142,-35.2576,-38.1531,-35.1789,-32.8093,-28.587,-39.5303,-38.2231,-36.6778,-45.2446,-46.8022,-34.1444,-35.2637,-32.2175,-36.1435,-39.5125,-46.6079,-44.5648,-42.3719,-42.5123,-44.6441,-50.5623,-27.0406,-31.8413,-41.5566,-39.5304,-32.2066,-35.2252,-39.1555,-33.3307,-29.4593,-37.2003,-35.4771,-43.7188,-30.272,-32.9626,-40.7176,-41.0636,-32.0622,-38.602,-40.3443,-41.7976,-27.5582,-42.4664,-52.8464,-44.9887,-41.5304,-39.4501,-38.0121,-39.4145,-43.2125,-42.7085,-38.4488,-40.5394,-37.5922,-34.7778,-35.5607,-39.4537,-32.9743,-38.2985,-31.8014,-31.0067,-32.7807,-30.8841,-41.2273,-37.6245,-33.6232,-41.0683,-45.5071
-4206.87,0.898083,0.302723,4,15,0,4218.71,64.8382,26.3446,193.656,55.0677,65.2694,59.3116,19.0509,49.7165,18.1004,85.5276,102.333,24.8525,163.731,0.100346,0.0665916,2.22042,-34.6451,-37.733,-33.2994,-47.5312,-39.7678,-37.9418,-40.4063,-47.0948,-39.5815,-34.7865,-49.8702,-37.6437,-40.7933,-38.1344,-40.3089,-49.7606,-44.9844,-35.8254,-40.1551,-47.1859,-34.8534,-44.0276,-43.4442,-40.7118,-39.722,-33.595,-33.5288,-38.872,-43.3423,-32.6275,-33.0758,-39.5896,-37.5606,-33.785,-39.8085,-32.5729,-30.464,-48.5136,-37.2033,-44.1965,-42.984,-40.7271,-34.8671,-38.1423,-34.9999,-32.8857,-29.3825,-39.3549,-37.4629,-35.9097,-44.8647,-47.1325,-34.4255,-35.3795,-32.5225,-36.2141,-39.563,-46.7326,-45.1013,-42.4817,-42.578,-44.1817,-50.6963,-27.4884,-31.7686,-41.5919,-39.2693,-32.2106,-35.4811,-40.3636,-33.587,-30.0587,-37.2514,-35.4827,-43.3396,-30.685,-34.226,-40.2842,-40.6814,-32.4833,-38.0767,-40.3189,-42.2792,-26.9956,-41.5385,-52.1811,-44.6894,-42.244,-39.4417,-37.5666,-39.6709,-43.1644,-42.5324,-38.6946,-40.3418,-37.6496,-34.5373,-35.4487,-39.8457,-33.2235,-38.2744,-31.9791,-31.0721,-33.0788,-30.7518,-41.5113,-37.6294,-33.6602,-41.6179,-44.4501
-4211.42,0.571027,0.302723,4,15,0,4220.51,59.6592,24.1201,165.178,48.9541,73.2489,58.0935,18.8187,57.9391,14.3391,98.1319,101.654,25.541,101.682,0.088701,0.0472124,2.03418,-34.0536,-38.6497,-32.8518,-46.7103,-39.7066,-38.7317,-39.6835,-46.8051,-40.7599,-35.8153,-49.8056,-38.2559,-40.1668,-37.7608,-40.4566,-50.3806,-46.3125,-35.6194,-41.4855,-44.7402,-34.9567,-43.3823,-43.7896,-40.5823,-39.1594,-33.8018,-33.8012,-39.4566,-42.5832,-32.4069,-32.3975,-39.8699,-37.6489,-33.0163,-38.5794,-32.0616,-29.9342,-48.8573,-36.5364,-42.6933,-44.9545,-41.6391,-34.4996,-37.957,-35.4319,-33.1682,-27.6836,-39.5786,-38.2421,-36.8401,-45.9292,-46.3991,-34.2633,-35.1057,-32.2685,-36.1259,-39.9794,-46.8296,-45.794,-43.998,-42.2373,-46.8452,-51.1225,-26.8091,-31.4656,-42.0755,-39.5214,-32.1154,-34.5276,-39.3975,-33.4958,-29.6938,-36.4442,-35.5246,-43.5007,-29.5221,-32.5417,-41.1088,-40.7548,-32.0754,-38.6683,-40.1005,-42.1274,-28.2673,-42.9078,-52.3266,-45.1357,-39.8929,-39.5481,-38.4311,-39.807,-44.2948,-43.9217,-38.6471,-41.213,-36.8513,-34.7073,-35.7305,-39.3078,-32.8987,-38.2687,-31.3174,-30.8318,-32.4836,-30.2662,-41.0116,-38.5689,-33.7568,-40.7293,-46.5673
-4216.74,0.974125,0.302723,4,15,0,4226.02,65.9562,28.1234,190.633,55.5974,63.6624,54.6251,17.4364,44.4056,17.1717,87.7812,111.197,31.9402,269.238,0.0605234,0.0630974,2.35841,-35.2795,-37.652,-33.621,-46.6593,-38.6387,-38.0913,-40.8602,-47.7053,-38.9929,-34.4247,-49.0086,-38.5088,-39.9996,-38.3834,-41.005,-49.4161,-45.4623,-35.3589,-40.2829,-46.2926,-34.8794,-44.7876,-43.2625,-40.8329,-40.7207,-33.7045,-33.9672,-38.5281,-43.5715,-31.9861,-33.321,-39.2364,-37.0925,-34.4913,-40.0418,-33.349,-29.3459,-47.3518,-37.261,-45.3563,-43.0164,-41.6728,-35.2704,-37.9519,-34.7787,-33.6033,-29.9453,-39.571,-37.6161,-36.6897,-44.2953,-47.151,-34.8663,-35.5719,-32.963,-36.3988,-39.837,-45.7707,-44.2811,-42.0723,-43.1983,-43.5076,-50.1198,-28.0695,-31.8776,-41.128,-39.3055,-32.1735,-36.13,-38.4199,-34.837,-30.6894,-37.9878,-34.7747,-42.1062,-32.1003,-33.9177,-40.738,-41.2116,-32.9459,-37.9476,-41.0176,-42.5749,-27.4814,-42.3066,-51.5419,-44.8567,-42.3664,-39.1553,-37.4887,-39.3709,-43.2907,-42.397,-38.3983,-40.604,-39.19,-35.1705,-34.8343,-40.3022,-33.0246,-38.7255,-32.272,-31.4397,-33.0998,-30.6252,-42.095,-37.6619,-34.1542,-41.7199,-44.7283
-4208.04,1,0.302723,4,15,0,4223.05,65.2963,35.1017,227.438,44.626,89.7364,63.6701,24.802,54.5607,19.805,110.517,121.855,34.234,133.041,0.0844987,0.0335475,2.03055,-35.104,-38.1151,-33.1253,-47.4664,-39.2069,-37.6615,-40.3656,-46.8763,-39.1301,-34.9409,-49.4266,-38.5148,-40.9497,-37.4388,-41.068,-50.7057,-44.2747,-36.0831,-41.2397,-50.9214,-34.1715,-44.3538,-42.399,-39.8041,-39.7328,-33.0229,-33.8603,-38.1635,-42.5878,-32.3676,-32.435,-39.2856,-36.5838,-33.1616,-39.5505,-32.5703,-30.3801,-50.7031,-36.7621,-46.4396,-42.6349,-39.9448,-34.0685,-38.9966,-33.8618,-33.4596,-29.549,-38.6715,-36.2263,-35.7577,-44.2754,-46.3287,-33.9605,-35.7339,-32.2996,-35.3755,-39.9678,-48.6296,-45.9187,-43.7836,-44.0248,-45.0362,-50.0276,-28.0965,-30.4325,-41.8175,-38.6526,-31.4419,-34.8765,-39.1704,-35.4226,-30.6228,-38.1748,-34.0628,-42.8121,-31.3365,-33.9276,-40.6318,-39.9125,-32.3938,-37.8562,-40.0617,-42.9623,-29.0097,-43.0117,-51.8982,-44.3868,-43.9415,-38.1849,-36.9266,-38.7889,-44.7381,-43.0228,-37.7521,-40.9635,-37.8463,-34.5352,-34.2332,-39.8922,-32.4452,-37.7977,-31.4973,-30.1973,-32.4608,-30.6265,-41.8612,-37.6293,-33.7387,-41.5446,-44.5978
