lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,mu_gamma,sigma_gamma,a,b,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.0770095
# Diagonal elements of inverse mass matrix:
# 0.0198293, 0.00636975, 0.0499694, 0.0159952, 0.00755653, 0.0141658, 0.00915834, 0.00458811, 0.0419912, 0.0128231, 0.0278902, 0.0104354, 0.547864, 0.573417, 0.185198, 0.104667, 0.074855, 0.0446485, 0.371521, 0.623965, 0.0388724, 0.289308, 0.278401, 0.155481, 0.17764, 0.815055, 2.54017, 0.137675, 1.29003, 6.74171
-4178.12,0.964401,0.0770095,5,31,0,4193.47,76.8991,37.5164,224.968,52.8522,84.314,73.0068,24.2123,61.4852,20.3936,138.762,160.961,34.472,176.553,0.0263471,0.151415,0.106306,0.162596,0.136576,0.0475658,0.0863042,0.243614,0.20395,0.0198341,0.0478056,0.185898,0.0166618,-1.8385,1.15194,0.10305,2.04634,-33.6458,-36.9834,-32.281,-45.9352,-38.8361,-39.7868,-39.0023,-48.1892,-38.3971,-35.6251,-48.5736,-38.8438,-39.1786,-36.2593,-42.2699,-49.014,-43.8696,-34.9323,-42.0979,-46.0448,-35.2063,-41.2152,-44.2061,-40.0173,-39.3821,-32.6041,-32.8671,-37.9704,-41.8663,-32.2847,-31.6766,-38.0527,-37.8358,-32.5812,-38.4727,-32.3359,-28.6312,-49.2751,-37.4907,-44.4371,-44.5835,-41.776,-35.2749,-38.9531,-34.7811,-33.8314,-29.4459,-38.955,-36.8223,-36.2031,-44.6177,-45.8906,-33.97,-35.2929,-32.2365,-34.7717,-39.7753,-45.1003,-45.3826,-42.841,-41.6249,-46.0417,-50.7658,-28.0505,-30.9651,-42.0553,-39.4352,-31.5977,-34.0046,-35.8716,-34.857,-29.9867,-36.8507,-34.2203,-43.9292,-30.7012,-33.4667,-41.478,-40.4852,-32.669,-42.5458,-38.9153,-41.1877,-27.6167,-42.7878,-51.733,-43.0819,-40.9302,-38.5912,-38.127,-39.3698,-44.6864,-43.4559,-37.7495,-40.7317,-36.1976,-34.3805,-36.1003,-37.5041,-32.3137,-37.6353,-31.7939,-30.1707,-33.7325,-29.902,-38.4974,-38.0693,-33.9462,-39.4714,-43.6249
-4182.32,0.976422,0.0770095,5,63,0,4196.67,73.2192,28.0275,230.817,59.8405,86.8288,75.8078,21.2272,58.1425,15.5984,137.177,159.499,34.0835,181.685,0.065217,0.192124,0.10217,0.101329,0.144749,0.0483359,0.10842,0.26098,0.106619,0.0274705,0.0407855,0.100054,0.0706876,-1.89002,0.862594,0.077099,2.00853,-33.6723,-37.0562,-32.365,-45.6995,-39.7996,-40.7313,-39.1623,-47.5174,-39.3578,-35.2255,-48.9594,-37.9316,-39.6957,-36.8729,-42.8868,-49.0769,-44.2424,-35.3118,-40.9098,-46.1615,-34.237,-41.5353,-44.8761,-40.0626,-39.4717,-32.7389,-32.9408,-37.8811,-42.002,-32.0835,-31.9112,-38.5396,-36.8093,-32.7533,-38.5804,-32.0723,-29.4764,-48.7172,-36.8561,-42.9198,-44.2463,-41.2616,-35.2228,-37.4576,-34.8769,-33.6219,-28.5387,-38.807,-36.6773,-36.609,-45.082,-46.2173,-34.1455,-34.6317,-31.7373,-35.1328,-39.9573,-44.8399,-44.4174,-43.5236,-41.0245,-47.0593,-50.3792,-27.7956,-31.0132,-41.9414,-39.132,-31.4218,-34.084,-36.2853,-35.7131,-29.2398,-37.4312,-33.9863,-42.7727,-30.6633,-33.0906,-41.8926,-40.4645,-32.4635,-42.5935,-39.1585,-42.1487,-28.9053,-43.0152,-53.6921,-44.1442,-41.5225,-38.6259,-38.453,-39.5761,-45.1092,-43.9328,-37.5535,-40.9708,-36.1212,-35.0017,-37.0113,-37.6268,-32.0493,-37.7127,-31.1605,-30.3122,-33.2031,-29.9199,-38.6399,-38.3657,-33.8184,-39.3247,-44.3827
-4185.06,0.991488,0.0770095,6,63,0,4200.21,75.2564,37.2725,202.758,48.3102,80.8614,68.9278,26.0322,56.7692,20.1364,104.127,137.326,33.4061,206.707,0.0395613,0.058691,0.174471,0.199463,0.110219,0.0307248,0.0283917,0.243256,0.22563,0.118217,0.0629242,0.146394,0.0140098,-1.85754,1.22772,0.261524,3.41991,-34.0357,-37.4834,-32.9369,-47.5168,-39.7359,-39.4753,-39.8664,-48.6108,-38.2212,-34.8638,-48.7491,-37.9955,-39.9237,-36.5836,-41.5605,-49.3317,-43.8472,-35.4022,-40.9949,-47.2377,-35.0372,-41.2214,-44.0476,-40.2201,-40.4814,-32.7293,-33.341,-38.0903,-42.3941,-32.1054,-32.0302,-38.4078,-37.2745,-32.9706,-39.2904,-33.1159,-27.3497,-49.026,-37.4406,-44.8472,-43.5657,-41.292,-34.9794,-38.0333,-34.7415,-33.991,-29.9778,-38.9114,-36.848,-36.4839,-44.7225,-46.5466,-34.1386,-36.2249,-32.9249,-35.0692,-39.6064,-45.5982,-44.419,-42.4946,-41.901,-45.2417,-50.0111,-27.7242,-31.1976,-42.1709,-40.0268,-32.3314,-34.4087,-35.2419,-33.8741,-31.1114,-37.4087,-34.5141,-44.772,-30.8955,-34.1522,-40.9742,-40.5944,-32.7052,-41.8657,-38.8312,-40.7679,-26.9102,-42.7391,-51.0579,-42.9225,-41.1598,-38.892,-37.4739,-39.4749,-44.0248,-43.0091,-38.4015,-40.4264,-36.9057,-34.582,-36.3399,-37.9509,-32.5821,-37.6212,-32.3803,-30.7493,-33.8992,-30.5217,-38.9194,-38.0055,-34.1935,-39.5299,-43.3118
-4183.88,0.939667,0.0770095,6,63,0,4200.31,78.626,30.5733,191.131,55.9724,84.5934,69.9338,22.5267,56.0504,20.3938,106.407,141.285,35.0917,195.616,0.0162012,0.0522767,0.208877,0.1962,0.141182,0.0202313,0.00838805,0.271618,0.0953833,0.0961807,0.0467555,0.0976686,0.01612,-1.8208,1.60706,0.0702707,2.06638,-33.0002,-37.4793,-32.1834,-46.8618,-40.186,-40.4539,-39.0569,-48.9429,-38.9264,-34.5261,-48.9231,-37.7759,-40.1574,-36.4122,-42.2055,-48.6318,-44.2326,-35.1806,-40.244,-46.3065,-34.4608,-40.7614,-44.5499,-40.3512,-40.0804,-32.4656,-32.6168,-38.1209,-42.0608,-32.3932,-31.7374,-38.9912,-36.268,-32.9322,-39.3006,-32.862,-27.5626,-48.3786,-37.2895,-43.0231,-43.132,-41.527,-34.8881,-36.8339,-34.8045,-33.4705,-28.4318,-38.9299,-36.3653,-37.1601,-45.0155,-46.7345,-33.9114,-35.6519,-32.5672,-35.3019,-39.2052,-44.8243,-43.9538,-43.5404,-41.6558,-47.1414,-49.8576,-26.6877,-31.0456,-42.5187,-39.9076,-32.6715,-34.196,-34.9594,-33.2137,-30.4439,-37.8655,-34.285,-44.0811,-29.9005,-33.8569,-41.4909,-40.4218,-32.0964,-42.7476,-39.2313,-40.8168,-27.3076,-42.2483,-51.3925,-43.7593,-40.342,-39.3302,-38.3727,-39.5423,-44.6798,-44.277,-38.2705,-40.1569,-36.6437,-35.415,-37.5532,-37.8157,-32.1588,-37.7734,-31.9241,-31.229,-33.6341,-30.6688,-38.8031,-38.5114,-34.3276,-38.9983,-44.6444
-4179.4,0.989373,0.0770095,6,63,0,4194.29,76.5147,27.4805,211.468,51.0101,77.0468,66.259,23.8758,54.0076,16.4476,121.175,136.224,32.9174,196.205,0.0437664,0.171784,0.0575222,0.149356,0.190557,0.0534799,0.078825,0.246534,0.285738,0.0347795,0.0624663,0.127537,0.0269688,-1.63796,1.37683,0.0893988,2.045,-33.9602,-37.1938,-32.2136,-46.0855,-39.0307,-40.0514,-38.4844,-48.0063,-38.9802,-35.886,-48.8891,-38.349,-39.1885,-37.194,-41.5621,-48.5057,-44.2047,-34.9698,-41.832,-44.7473,-35.1968,-42.1749,-44.207,-40.6927,-39.5713,-32.6833,-33.3514,-38.4378,-42.566,-32.5285,-32.1532,-38.7405,-37.2825,-32.7831,-38.406,-32.0804,-28.7821,-48.0687,-37.0551,-43.1244,-44.1595,-40.7693,-35.1515,-37.8993,-34.9317,-33.4059,-28.8152,-38.8834,-36.2854,-36.6004,-44.6921,-46.0778,-33.9835,-35.3568,-32.2091,-35.3518,-39.823,-44.8104,-43.7744,-43.8375,-41.6869,-46.8589,-50.24,-27.715,-31.0484,-42.5392,-39.1919,-31.5735,-34.2894,-36.316,-34.2331,-29.3931,-37.2763,-34.3665,-42.8968,-29.9168,-33.9381,-41.4701,-39.7481,-32.3409,-41.4906,-39.1914,-41.8745,-28.1662,-42.2204,-53.0369,-43.4237,-39.933,-39.0276,-37.8533,-39.7333,-45.1024,-44.3472,-37.8908,-40.8716,-36.5416,-34.7248,-36.4396,-37.9622,-32.5589,-37.7575,-31.6566,-30.4302,-33.7161,-30.3771,-39.0652,-38.3312,-33.5201,-39.9066,-43.6681
-4177.71,0.937161,0.0770095,6,63,0,4192.96,70.4575,35.6266,219.737,57.3907,81.7101,71.0073,24.8568,55.3414,14.9001,130.742,159.38,31.9226,163.079,0.112226,0.130785,0.164953,0.151736,0.15626,0.0629838,0.0456785,0.267742,0.137102,0.038113,0.0578686,0.077104,0.0651919,-1.96566,0.621544,0.126252,2.40056,-33.8994,-37.0327,-32.2433,-46.6433,-40.5846,-39.4086,-39.3239,-48.8715,-38.8682,-34.9539,-48.9463,-36.7315,-40.3276,-36.7664,-42.5691,-50.3415,-44.0701,-35.3732,-40.8051,-47.5876,-34.0368,-41.7606,-43.965,-39.875,-39.9839,-33.0224,-33.3639,-37.8158,-42.7654,-31.975,-31.8076,-38.1213,-37.2746,-32.8932,-38.573,-32.3554,-28.9031,-50.6234,-38.0541,-44.3483,-43.8465,-40.824,-35.0154,-38.2853,-34.4264,-33.652,-28.9592,-38.9214,-36.4886,-36.0116,-44.7853,-46.1468,-34.0604,-35.8073,-32.1161,-34.6943,-39.423,-45.5983,-45.0046,-42.7886,-41.5044,-45.4493,-50.7945,-27.6835,-30.8946,-42.4316,-38.9697,-31.5527,-34.1062,-36.8027,-35.098,-30.3254,-37.5288,-33.8457,-43.462,-30.9907,-34.5573,-40.5908,-40.4478,-32.5679,-41.2793,-38.7336,-41.4661,-27.7991,-42.3255,-52.1256,-43.847,-42.153,-38.5014,-37.7279,-39.3871,-44.5826,-43.497,-37.6134,-40.3957,-36.3728,-34.6329,-36.0316,-37.7556,-32.0163,-37.7548,-31.7705,-30.1511,-33.6831,-29.8184,-38.8433,-37.7969,-33.5409,-39.6403,-43.8403
-4177.7,0.99973,0.0770095,5,31,0,4189.3,82.3912,29.548,207.939,51.3492,86.7045,76.2548,20.7709,61.6087,18.8117,111.622,147.202,36.9677,263.275,0.0372552,0.181278,0.165726,0.19537,0.171171,0.0377616,0.11203,0.208318,0.256443,0.112558,0.0552245,0.216449,0.0390622,-1.81585,0.718474,0.129084,2.20978,-33.8245,-36.8698,-32.4396,-46.2464,-39.6861,-39.7055,-38.3051,-47.7884,-38.9617,-35.4397,-48.6751,-40.3396,-39.1878,-36.874,-41.1673,-47.1217,-43.7127,-34.9877,-41.0504,-45.4125,-36.2462,-41.4094,-44.0164,-40.6858,-39.8676,-32.707,-32.1226,-38.3471,-42.3208,-32.6082,-32.241,-38.9613,-37.1811,-32.9333,-38.7029,-32.5563,-28.7952,-47.7921,-36.5209,-41.9719,-43.9436,-42.1795,-35.179,-38.0074,-35.0393,-33.6007,-29.0578,-38.8219,-36.3591,-36.7412,-44.9376,-46.7757,-34.3001,-34.7706,-32.5672,-35.3807,-39.6379,-44.8849,-44.388,-44.0483,-41.3759,-48.0057,-49.8623,-27.443,-31.115,-42.1921,-39.3351,-31.5538,-34.2449,-35.6599,-33.7405,-29.8927,-37.0242,-34.6199,-43.727,-30.2739,-33.5511,-41.7057,-40.072,-32.4209,-41.4434,-38.9277,-41.4353,-27.6249,-42.4209,-52.5186,-43.3202,-41.5012,-39.1306,-37.8211,-40.0299,-45.1141,-44.7021,-38.0932,-40.6769,-36.5533,-34.8643,-36.4896,-38.1047,-32.4808,-37.6815,-31.7013,-30.5735,-34.0594,-30.2321,-39.0572,-38.8731,-33.9425,-39.4604,-43.3886
-4177.5,0.971637,0.0770095,5,63,0,4191.96,94.4287,33.3598,215.318,47.5202,84.5931,76.3181,23.2276,60.084,13.8302,113.699,156.086,33.0304,153.192,0.045688,0.191427,0.160527,0.168572,0.158196,0.0303075,0.134062,0.200252,0.240696,0.106247,0.0506579,0.126691,0.0301577,-1.97178,0.928763,0.133267,2.40946,-34.4049,-37.1307,-32.6415,-46.7112,-40.4454,-39.4168,-39.0128,-47.8343,-38.9381,-35.6337,-48.9292,-37.5482,-39.9963,-36.9122,-41.6134,-49.0209,-43.9056,-35.0287,-41.0119,-46.762,-34.4129,-41.8782,-43.7955,-41.0986,-40.5371,-32.6072,-32.5295,-37.9229,-42.6069,-31.9222,-32.0852,-38.1565,-37.4559,-32.9019,-38.2031,-32.5591,-28.3167,-48.131,-37.0791,-43.155,-43.9945,-41.1093,-34.4384,-38.7474,-34.7693,-33.8865,-29.444,-38.4246,-36.6173,-36.0306,-45.0584,-46.6144,-34.2684,-35.9724,-32.4706,-34.9398,-39.673,-46.2746,-45.4558,-43.4771,-41.5257,-46.7786,-50.6855,-27.6235,-31.1668,-42.3677,-38.682,-31.4044,-34.3488,-35.1066,-34.8428,-30.227,-37.031,-33.8467,-43.0378,-30.8993,-33.9739,-40.8822,-40.2457,-32.7965,-40.8732,-38.7694,-41.6528,-28.3332,-42.6877,-52.9142,-44.0775,-41.0057,-38.4062,-37.5721,-39.4076,-44.6133,-43.7953,-37.6203,-40.5526,-36.7522,-34.5948,-35.8107,-38.1002,-32.2214,-37.1785,-31.4907,-30.4885,-33.6182,-29.7886,-39.0815,-38.2743,-33.8375,-39.4323,-43.8056
-4183.89,0.996327,0.0770095,5,31,0,4196.26,96.57,32.8397,216.06,44.1571,93.272,76.672,20.5179,58.5013,20.0511,121.286,144.548,30.2901,157.878,0.0575437,0.139408,0.188174,0.158453,0.148096,0.0411372,0.150411,0.217008,0.21271,0.0771409,0.0432234,0.092914,0.0546458,-1.96513,0.805195,0.0740674,2.02198,-34.0571,-37.1881,-32.284,-47.8599,-40.8433,-39.8122,-38.678,-46.7854,-38.5094,-35.044,-49.4097,-36.6238,-40.5919,-36.9943,-41.3391,-49.0085,-43.7322,-35.6282,-40.3476,-48.814,-34.0621,-41.1513,-44.1601,-40.9223,-39.5882,-32.6522,-32.5235,-37.9818,-41.6224,-32.6523,-31.9152,-39.2561,-36.6608,-32.4145,-38.8707,-32.3654,-28.8882,-47.1851,-36.707,-42.9542,-43.5715,-40.3256,-33.6396,-37.8805,-34.9857,-33.7114,-29.3561,-38.3309,-36.0412,-36.0219,-44.7354,-46.4273,-34.0722,-35.4372,-32.3804,-35.0653,-39.9186,-46.1498,-45.8375,-44.484,-41.9146,-47.1577,-50.2572,-27.8737,-31.1287,-42.2664,-39.2705,-31.8348,-34.1,-35.868,-35.0929,-30.3593,-37.6143,-34.3255,-42.9821,-30.5071,-33.1745,-41.6756,-40.0352,-32.8402,-41.891,-39.1625,-41.8243,-28.5706,-42.4437,-51.9397,-44.0333,-43.1651,-38.4963,-37.6282,-39.915,-45.3313,-44.4179,-37.8737,-41.031,-36.4149,-34.4913,-36.2688,-37.9863,-32.4831,-37.3478,-31.3447,-30.5929,-33.3966,-30.5047,-38.9824,-38.9551,-34.5638,-39.3092,-44.3503
-4180.23,0.962221,0.0770095,5,31,0,4195.53,96.364,32.5223,212.424,46.9396,88.4484,79.886,21.7592,58.5709,21.9666,123.265,145.994,30.1145,196.188,0.0519878,0.138373,0.131215,0.187236,0.139812,0.0301254,0.12258,0.246339,0.189938,0.0861661,0.0615728,0.102475,0.0299868,-1.86256,0.942763,0.11734,2.01552,-33.8648,-37.0818,-32.5372,-46.6496,-40.0824,-39.2977,-38.39,-47.5667,-38.5316,-35.7171,-49.0958,-36.9122,-39.6486,-37.0758,-40.6399,-49.1404,-43.6862,-35.3989,-42.0424,-45.8969,-34.5443,-41.0536,-43.6897,-40.7387,-39.2789,-33.1164,-33.13,-38.5118,-41.839,-32.8201,-32.0833,-39.0288,-37.2831,-32.4337,-38.6376,-32.4944,-28.5484,-47.438,-36.9601,-42.5671,-44.015,-40.4834,-34.3828,-37.9522,-34.8748,-33.6132,-29.9164,-38.8066,-36.4283,-36.3356,-45.1272,-46.28,-34.0495,-35.4407,-32.5672,-35.2193,-39.7872,-45.3448,-44.8644,-43.7429,-41.2817,-46.8093,-50.2566,-28.1667,-31.5367,-42.399,-39.4134,-31.8149,-34.1419,-35.1513,-34.2034,-30.2786,-36.9657,-34.6937,-43.7103,-30.3608,-34.0545,-41.6521,-40.622,-32.7242,-41.8207,-38.8577,-41.6826,-27.9137,-42.4988,-52.054,-43.9385,-41.1885,-38.8479,-38.0489,-40.2719,-44.9942,-44.1395,-38.1089,-40.9605,-36.3499,-34.4146,-36.3805,-37.973,-32.7997,-37.5101,-31.6713,-30.5194,-33.8533,-30.3692,-38.8394,-38.7876,-34.1947,-39.5686,-43.798
-4181.68,0.988409,0.0770095,6,127,0,4190.83,66.207,33.4135,214.303,60.6171,81.3773,67.37,25.3507,59.8204,15.2915,127.312,164.548,39.8627,193.749,0.0148156,0.173168,0.147427,0.189125,0.198122,0.0373241,0.0259719,0.235146,0.171484,0.0203452,0.034279,0.102194,0.0314517,-1.9156,1.27828,0.235818,2.88719,-33.6671,-36.7452,-31.8381,-45.5914,-39.7163,-40.6071,-38.738,-49.2488,-38.9959,-35.4016,-48.7682,-37.9832,-39.4283,-36.3225,-42.6893,-49.0229,-43.6336,-34.8086,-40.4959,-44.6347,-34.7157,-41.4557,-44.5006,-39.798,-40.4729,-32.7561,-32.7436,-38.0374,-42.5171,-32.2806,-32.0299,-37.979,-37.5729,-33.3754,-38.5729,-32.8953,-28.4843,-48.5655,-38.3535,-44.3769,-44.4159,-41.8608,-36.0534,-38.4757,-35.0217,-34.0974,-28.9056,-39.1563,-36.3234,-36.8423,-44.9792,-46.6296,-34.4542,-36.0193,-32.4706,-35.0539,-39.7877,-43.9142,-44.6845,-43.2798,-41.668,-47.1447,-50.4982,-27.6766,-30.7948,-42.9392,-39.5743,-31.2243,-34.1962,-35.208,-34.3589,-29.8348,-37.2801,-34.1111,-43.7852,-31.0896,-33.3141,-41.7089,-39.7296,-32.8551,-42.7644,-38.9507,-40.6076,-27.0029,-42.3816,-52.5708,-41.8726,-40.0745,-39.1743,-37.3955,-39.2915,-45.008,-44.4082,-37.9127,-40.4112,-36.9718,-34.9372,-36.0098,-37.5528,-32.1701,-38.0345,-32.6652,-30.2161,-34.1734,-29.9438,-38.468,-38.3972,-34.3329,-39.3852,-43.255
-4183.34,0.998407,0.0770095,5,63,0,4199.4,84.4301,29.6224,221.429,43.155,82.0021,85.9406,20.438,55.8173,21.3089,120.098,153.053,32.0332,196.113,0.132627,0.163385,0.126009,0.218053,0.18927,0.017333,0.190216,0.218593,0.204193,0.0678082,0.036024,0.118716,0.0350036,-1.81312,1.00726,0.0873837,2.0351,-34.2344,-36.4109,-32.4633,-47.2375,-40.086,-39.8063,-38.7564,-47.7809,-38.5174,-35.1051,-49.0648,-37.1226,-39.6845,-36.4379,-40.9638,-47.9771,-43.7884,-34.994,-40.3102,-46.8692,-34.6373,-41.561,-43.9318,-40.6542,-39.8326,-32.5294,-32.4101,-38.1585,-41.9621,-32.586,-32.3488,-38.924,-37.2591,-32.9535,-38.9199,-32.2758,-27.9926,-47.1608,-37.1709,-42.7125,-44.1285,-41.1064,-34.2897,-37.8566,-35.3808,-33.7223,-29.6297,-38.5202,-36.6939,-36.8298,-45.0041,-46.6845,-34.5185,-35.3058,-32.5697,-35.1727,-39.6496,-45.3575,-44.7174,-44.2027,-41.5391,-47.1094,-50.3119,-28.0303,-31.2656,-42.5702,-38.8751,-30.7135,-34.0544,-34.8824,-34.966,-29.8213,-37.7959,-34.1299,-42.8495,-30.3698,-33.3814,-41.4051,-40.4786,-32.8828,-41.8701,-39.3683,-41.662,-28.5484,-42.3417,-52.6268,-44.4743,-40.9568,-38.876,-37.8536,-40.2964,-45.5944,-44.9967,-37.8862,-40.9538,-36.9677,-34.79,-35.8506,-38.311,-32.4564,-37.5231,-31.4623,-30.1196,-33.8302,-30.5913,-39.2147,-38.9869,-34.4416,-39.7078,-44.3184
-4178.81,0.994453,0.0770095,5,31,0,4192.44,64.7672,32.7115,196.675,57.6948,79.5179,65.4513,23.5062,59.0254,15.1499,119.316,150.931,34.9416,238.658,0.029383,0.197818,0.178999,0.209104,0.163651,0.0874614,0.0452745,0.243174,0.125722,0.070043,0.0379945,0.131863,0.015907,-1.92968,1.15328,0.272861,3.08255,-33.554,-37.152,-32.2939,-45.7171,-40.0078,-40.8183,-38.594,-49.3525,-38.9298,-35.5661,-48.6331,-38.1896,-39.6123,-36.5103,-41.6666,-49.2209,-43.8009,-35.2229,-40.1129,-44.648,-34.9965,-40.8365,-44.9431,-40.0785,-39.9799,-33.04,-32.715,-38.4042,-42.2585,-32.3828,-32.0038,-38.2978,-37.8754,-33.1274,-38.6796,-32.6015,-29.8226,-48.066,-37.5467,-42.9749,-44.1059,-41.8133,-35.8757,-38.9701,-35.2913,-33.7765,-28.3883,-39.4272,-36.5819,-36.3782,-44.93,-46.4849,-34.4147,-35.1082,-32.5805,-35.2926,-39.58,-44.5111,-44.0072,-42.9014,-41.576,-46.6168,-50.6534,-27.4273,-31.0719,-42.3976,-40.0364,-31.6278,-34.078,-37.6309,-33.7641,-29.8992,-36.8379,-34.4871,-44.6469,-30.5305,-33.1417,-41.9055,-40.3213,-32.3739,-42.9659,-38.858,-40.5627,-26.57,-42.3504,-52.0658,-41.9186,-39.4697,-39.535,-37.7079,-39.5371,-44.5241,-43.8907,-38.3488,-40.3477,-36.5194,-34.805,-36.5604,-37.5022,-32.4861,-38.2483,-32.2125,-30.457,-34.158,-29.8521,-38.4524,-38.5277,-34.4374,-39.3061,-42.8944
-4175.76,0.999138,0.0770095,6,127,0,4192.89,88.6284,33.7022,229.093,58.4075,92.8764,81.6824,23.2963,59.596,17.273,134.653,161.072,34.1903,176.2,0.0474318,0.102659,0.106088,0.105157,0.161294,0.0269625,0.125613,0.293747,0.135067,0.0701808,0.0503089,0.172782,0.0278364,-1.84059,0.89371,0.115218,2.19048,-33.599,-37.3142,-32.3178,-45.5472,-39.3989,-40.3006,-38.4675,-47.5621,-38.9951,-35.7744,-48.7921,-38.9445,-39.3408,-36.7647,-42.3966,-49.0802,-43.8486,-35.118,-42.3318,-45.9232,-34.776,-40.7792,-44.8519,-40.2833,-39.5413,-32.5379,-33.0773,-37.8066,-41.6495,-32.4771,-31.4906,-38.3239,-36.663,-32.2562,-38.4927,-32.3171,-28.1715,-48.7568,-36.9411,-43.372,-44.2182,-41.3642,-34.5553,-37.1969,-34.5203,-33.6526,-29.7007,-38.4364,-36.3343,-36.6269,-45.052,-45.9942,-33.7676,-35.2005,-31.9255,-34.7272,-39.8754,-45.6458,-44.4991,-44.4386,-41.073,-47.3847,-50.2095,-28.0393,-30.6957,-42.715,-39.4119,-32.1148,-34.0379,-34.9054,-35.3202,-29.9948,-37.2139,-33.9918,-43.3108,-30.6306,-33.7045,-41.6978,-40.179,-32.522,-43.1231,-38.6759,-41.6987,-29.0634,-43.0387,-52.9232,-43.8636,-40.657,-38.3259,-38.0185,-39.6092,-45.3016,-44.334,-37.613,-41.1896,-35.7679,-34.5817,-37.2711,-37.2325,-32.1727,-37.1964,-31.2405,-30.5938,-33.8512,-30.2683,-38.1113,-38.3156,-33.8322,-38.9623,-44.2474
-4179.7,0.995205,0.0770095,6,63,0,4192.58,84.0033,36.8836,235.456,64.4325,93.1244,83.1178,23.5084,61.1552,21.6052,128.988,160.229,34.013,238.397,0.0208903,0.0775538,0.133045,0.120097,0.147814,0.0256357,0.0693938,0.300981,0.177531,0.0385837,0.0570024,0.218862,0.00996835,-1.70852,1.58112,0.101356,2.04433,-33.3437,-37.0171,-31.9957,-45.9355,-39.2859,-40.0419,-38.447,-47.784,-38.3128,-35.3663,-48.6941,-39.3285,-39.5285,-36.3591,-43.3673,-48.4392,-43.5831,-35.2649,-42.2324,-47.0058,-35.2898,-40.7659,-44.9203,-40.0519,-39.5465,-32.5427,-32.7245,-37.7122,-41.7438,-32.7996,-31.4875,-38.4421,-36.631,-32.3738,-39.0761,-32.6719,-28.1304,-49.5865,-36.9254,-44.2148,-43.503,-41.6161,-34.9784,-37.2122,-34.4309,-33.4709,-30.1383,-38.6151,-36.2046,-36.3795,-44.2399,-46.2305,-33.6016,-34.8217,-32.0415,-34.8357,-39.7482,-44.6396,-45.1713,-43.9523,-41.332,-46.7931,-49.8246,-27.8845,-30.6751,-42.2857,-39.8576,-32.6066,-34.2272,-35.1389,-34.4834,-30.2659,-37.3147,-34.4414,-44.0643,-30.6955,-34.0303,-41.5369,-40.0893,-32.6406,-43.3896,-38.8396,-41.2682,-27.8176,-42.3404,-51.6837,-43.3584,-41.3106,-38.5554,-38.125,-39.418,-44.743,-43.8368,-37.8929,-40.657,-35.7348,-34.4916,-37.5467,-37.1776,-32.32,-37.3258,-31.82,-30.7582,-34.0806,-30.4503,-38.0672,-37.9686,-33.7887,-39.0114,-43.5172
