lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,psi,gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.619439
# Diagonal elements of inverse mass matrix:
# 0.00884722, 0.00509496, 0.0234436, 0.0229117, 0.00643853, 0.00790392, 0.00664915, 0.00379913, 0.0237484, 0.00914115, 0.00583694, 0.00785478, 0.15395, 0.00724912, 0.00699226
-4229.68,0.721005,0.619439,3,7,0,4243.01,66.8395,30.868,196.164,61.0357,74.3435,60.4175,19.3035,57.6765,17.3986,107.795,118.501,27.4588,169.884,0.281675,0.146276,-36.0275,-37.7938,-33.0849,-48.3525,-39.9665,-36.9782,-39.5994,-47.7195,-39.0253,-35.5599,-49.3002,-37.7354,-39.4472,-38.6897,-40.1517,-50.9144,-43.4543,-35.4809,-41.841,-44.8079,-34.4047,-44.0459,-42.9422,-39.8362,-39.6466,-34.4792,-34.267,-38.6042,-44.3242,-32.4923,-33.344,-39.219,-39.0233,-33.6768,-39.0382,-33.0621,-32.4159,-52.6829,-38.6763,-43.756,-46.9529,-40.7482,-35.3596,-39.3116,-34.4662,-33.2552,-30.851,-39.5659,-37.7048,-35.7953,-46.1213,-46.4488,-34.3848,-35.5871,-32.3264,-35.8367,-39.5617,-47.5858,-46.8779,-42.3893,-41.0668,-45.573,-51.6874,-28.4742,-31.8991,-41.4623,-38.8776,-31.8629,-35.4435,-41.6037,-34.2359,-30.7864,-36.8274,-35.8463,-46.7194,-33.071,-36.064,-40.3759,-40.7366,-32.8592,-37.4681,-39.0514,-42.3464,-26.6308,-42.4443,-53.4254,-43.5238,-44.358,-38.7998,-36.6965,-39.805,-43.8085,-42.6603,-38.5327,-40.9083,-37.5215,-33.9661,-35.1526,-39.6227,-33.6149,-38.2259,-32.1303,-30.51,-33.7397,-30.067,-41.1117,-37.8182,-33.4421,-42.1236,-42.6521
-4230.3,0.93444,0.619439,3,7,0,4236.86,62.0722,27.3209,187.898,52.9412,67.9077,57.6725,20.343,53.6639,17.6517,98.8199,110.565,27.4174,257.259,0.268923,0.140294,-36.2417,-37.7308,-33.4536,-48.7381,-40.0251,-37.3915,-40.0853,-47.387,-38.8045,-35.2056,-49.1407,-37.9462,-39.4035,-39.4053,-39.9276,-50.1668,-43.8554,-35.5827,-40.845,-44.5938,-34.6885,-44.0733,-43.0496,-40.0198,-39.777,-34.2459,-34.5805,-38.8551,-44.2118,-32.4525,-33.5001,-39.373,-39.1345,-33.7882,-39.5789,-32.9012,-31.8282,-51.4861,-37.5506,-43.2641,-46.8123,-40.9959,-35.4867,-38.9733,-34.694,-33.4604,-30.2048,-39.5973,-38.1078,-36.4025,-45.6766,-46.5655,-34.6076,-35.2874,-32.4101,-36.0694,-39.9671,-46.4118,-45.1649,-42.3271,-41.4022,-45.2594,-51.2282,-28.2776,-32.1285,-41.1236,-39.0077,-31.5965,-35.5049,-41.3315,-34.3563,-30.4977,-37.4048,-35.9299,-45.9143,-32.5542,-35.4353,-40.5974,-40.6666,-32.9768,-37.5695,-39.2788,-42.5193,-27.0382,-42.7487,-52.7938,-43.5314,-45.6276,-38.978,-36.8218,-40.4446,-43.9268,-42.785,-38.7165,-41.2162,-37.9067,-34.19,-35.252,-39.6964,-33.6394,-38.3243,-32.1106,-30.6092,-33.7771,-30.6523,-41.1882,-38.0694,-33.4373,-41.9518,-42.5534
-4227.9,0.894579,0.619439,3,7,0,4242.82,61.5593,28.1231,180.504,53.9226,71.2448,55.7469,19.9214,56.7607,16.3135,104.963,114.529,27.2775,205.246,0.266363,0.141155,-36.0593,-38.0638,-33.1762,-48.5226,-39.8052,-37.468,-39.7941,-47.4858,-39.0829,-35.5371,-49.0183,-37.9847,-39.2271,-39.0748,-40.0723,-50.6703,-44.0181,-35.5408,-41.5893,-44.2144,-34.5162,-44.03,-43.0713,-39.8655,-39.6377,-34.4071,-34.6397,-38.8606,-44.1635,-32.26,-33.1835,-39.3267,-39.272,-33.5566,-38.9933,-32.7324,-31.5767,-52.4483,-37.7716,-43.0814,-47.6988,-41.2283,-35.3787,-39.1123,-34.6762,-33.4552,-29.6853,-39.641,-38.302,-36.3734,-46.0751,-46.2261,-34.5097,-35.2925,-32.248,-35.8562,-39.8285,-46.8474,-45.7441,-42.6111,-41.2942,-46.1196,-51.6618,-28.0278,-31.9925,-41.2278,-38.9359,-31.7147,-35.1962,-41.02,-34.2083,-30.5261,-36.9877,-35.7177,-46.3735,-32.4479,-35.3131,-40.5894,-40.6032,-32.7652,-37.5475,-39.2042,-42.3795,-27.1865,-42.9272,-52.9712,-43.6276,-44.3715,-38.7907,-36.9308,-40.0908,-44.1203,-42.9977,-38.4555,-41.1739,-37.4398,-34.3156,-35.438,-39.5725,-33.3853,-38.2914,-31.829,-30.645,-33.4454,-30.2771,-41.1507,-38.1225,-33.4167,-41.8246,-43.0238
-4229.1,0.675877,0.619439,3,7,0,4234.73,63.9522,27.4308,193.704,55.8161,67.1131,63.5799,19.1801,59.621,17.8692,96.6987,115.265,30.2689,126.961,0.307759,0.147775,-35.4382,-37.442,-33.4208,-48.1262,-40.3779,-37.2302,-40.2733,-47.1756,-39.9052,-35.3152,-49.8712,-38.152,-39.5591,-38.0986,-39.8676,-50.3208,-43.6626,-35.0666,-41.7312,-43.3161,-35.0569,-43.7345,-42.8678,-39.9362,-39.6585,-34.4998,-33.6008,-39.1369,-44.0053,-32.5039,-33.4376,-39.5814,-39.3865,-33.4657,-39.1981,-33.0638,-32.7735,-51.3941,-38.0455,-43.4741,-46.4031,-41.3181,-35.9375,-39.4221,-34.9649,-33.2998,-30.5145,-40.0711,-37.9039,-36.6539,-46.989,-46.6803,-34.3389,-35.5536,-32.66,-35.9533,-39.7256,-46.8301,-46.9795,-41.9043,-40.4504,-45.788,-51.7851,-28.0718,-32.6641,-41.9385,-38.8223,-31.4496,-35.1594,-41.7688,-33.8629,-30.307,-36.7204,-36.2114,-46.0831,-31.7655,-35.758,-40.7797,-40.6947,-32.7718,-37.879,-38.9619,-42.5245,-26.5529,-42.7686,-53.939,-43.6388,-42.2464,-39.0839,-37.4425,-39.9293,-43.7892,-42.8639,-38.6581,-41.1861,-37.7057,-34.1657,-35.2075,-39.5221,-33.5647,-38.2348,-32.1963,-30.2418,-34.1102,-30.1711,-40.917,-38.0381,-33.3295,-41.9779,-43.0544
-4234.69,0.494391,0.619439,3,7,0,4243.74,65.7572,25.5251,181.143,55.9299,80.4364,53.2226,19.978,59.8556,16.4726,105.776,113.245,27.3702,182.987,0.274104,0.167162,-35.548,-38.3716,-32.9604,-48.5944,-40.1429,-37.798,-39.0013,-47.6409,-39.5125,-35.8377,-49.2542,-38.4072,-39.3282,-39.3618,-40.1415,-50.3342,-43.8583,-35.7013,-42.1617,-44.4376,-34.5188,-44.0424,-43.011,-39.8501,-39.2989,-34.1493,-34.1464,-39.0269,-44.2318,-32.6517,-33.0463,-39.8608,-38.7782,-33.2181,-38.6657,-32.5572,-32.5413,-53.5242,-37.7923,-41.9207,-47.2964,-40.9467,-35.2684,-38.7464,-34.7748,-33.0108,-28.9788,-39.3983,-37.5693,-36.346,-46.3169,-46.209,-34.1938,-35.0631,-32.0789,-35.9346,-39.6122,-47.4308,-46.4004,-43.6769,-41.3054,-47.8602,-51.4266,-27.5512,-31.8038,-41.81,-38.8487,-32.0856,-34.9362,-41.6398,-33.4171,-30.2649,-37.1388,-35.9675,-46.8655,-31.9815,-36.0595,-40.7484,-40.0809,-32.413,-37.6697,-39.1288,-42.7482,-27.3826,-42.3755,-54.0324,-44.0231,-44.7429,-38.8214,-37.2111,-40.2572,-44.6777,-44.0038,-38.3266,-41.1174,-36.7526,-34.6216,-36.2697,-39.6029,-33.4263,-38.2599,-31.556,-30.7779,-33.7767,-30.3277,-41.2951,-38.5251,-33.62,-42.0894,-43.317
-4230.64,0.839334,0.619439,3,7,0,4243.94,62.5778,24.3705,175.107,48.5677,72.0221,65.1427,20.5498,57.9813,18.3932,101.386,107.408,28.9107,119.133,0.270709,0.126565,-36.0203,-38.4964,-33.3653,-49.0006,-39.8903,-37.8344,-40.601,-46.4377,-39.9302,-35.5763,-49.8203,-38.0584,-39.5076,-38.2371,-39.7271,-50.7293,-44.1914,-35.4695,-41.1693,-43.0817,-34.6861,-43.2011,-43.327,-39.7621,-39.3263,-34.4593,-34.5944,-39.1629,-43.2053,-32.4088,-33.1701,-39.8068,-39.4264,-33.3219,-39.351,-32.7051,-32.372,-50.2776,-37.1966,-42.7878,-48.3009,-41.4237,-35.0194,-38.7618,-34.8608,-33.5208,-29.7351,-39.8491,-38.8418,-37.2821,-46.965,-46.1729,-34.4782,-35.5643,-32.1344,-36.1415,-40.1163,-46.4115,-46.4205,-43.079,-40.8842,-46.7977,-52.0127,-28.115,-32.3576,-41.893,-39.0694,-31.4125,-34.8451,-41.4333,-34.6672,-30.1563,-37.0394,-35.9801,-46.1443,-31.9269,-33.8642,-41.2319,-40.5627,-32.8256,-38.1633,-38.9895,-42.1801,-27.8059,-43.4959,-53.3213,-43.5615,-41.5103,-38.8945,-37.1214,-40.0786,-44.5164,-43.4651,-38.743,-41.8686,-37.6723,-34.0858,-35.4127,-39.2665,-33.4614,-38.0037,-31.5673,-30.3834,-33.2706,-30.7829,-40.59,-38.4072,-33.4154,-40.9707,-44.1573
-4229.47,0.978678,0.619439,3,7,0,4236,57.4266,25.9331,175.614,50.1996,68.1046,61.179,20.9565,56.3307,17.7978,105.87,108.842,30.203,124.357,0.268929,0.125509,-36.0581,-38.2984,-33.6139,-48.8668,-39.6256,-37.703,-40.8881,-46.9751,-39.6875,-35.3203,-49.7002,-38.1696,-39.4359,-38.0615,-39.5807,-50.781,-44.2498,-35.3604,-40.9537,-43.2367,-34.7724,-43.421,-43.183,-39.6322,-39.3809,-34.3477,-34.5441,-39.0287,-43.4709,-32.2303,-33.2,-39.4391,-39.5806,-33.4999,-39.3749,-32.7202,-31.6988,-50.7751,-37.6994,-43.364,-48.2317,-41.5458,-35.4273,-39.0668,-34.8098,-33.6242,-29.7533,-39.9527,-38.9159,-37.1754,-46.9743,-46.0922,-34.5523,-35.7411,-32.2401,-36.0491,-40.0951,-46.6743,-45.6577,-42.4824,-40.9822,-46.0319,-52.0935,-28.2285,-32.205,-41.8229,-39.1002,-31.3419,-34.9752,-40.9812,-34.6609,-30.2469,-37.0642,-35.8543,-46.1728,-32.1016,-34.0649,-41.1285,-40.8276,-32.728,-37.9792,-39.0407,-42.095,-27.6397,-43.7755,-53.3754,-43.3016,-41.5882,-38.9406,-37.0041,-39.971,-44.3465,-43.1211,-38.668,-41.7734,-37.8917,-34.1562,-35.1275,-39.3133,-33.4458,-38.2526,-31.7808,-30.3337,-33.3057,-30.6558,-40.7083,-38.2366,-33.3718,-41.213,-43.9255
-4229.09,0.891915,0.619439,3,7,0,4235.57,65.5017,26.5859,178.766,52.4762,71.2847,56.6289,17.5153,56.0926,20.0385,87.6795,112.736,25.1991,136.006,0.296407,0.157957,-35.497,-37.9519,-32.6443,-48.6372,-40.0717,-37.109,-39.4422,-47.0517,-39.712,-35.6834,-49.7453,-37.5904,-39.4859,-38.3897,-39.9237,-50.2344,-43.47,-35.3687,-42.0302,-43.4182,-34.838,-44.0825,-42.6259,-40.2143,-39.656,-34.285,-33.6229,-39.1384,-44.4046,-32.9739,-33.628,-39.669,-38.8051,-33.6154,-39.138,-33.0624,-32.5013,-51.8319,-37.7644,-42.8286,-45.7717,-40.9898,-35.4419,-38.8023,-35.1242,-33.3971,-29.8927,-39.675,-37.316,-36.1912,-46.1906,-46.8342,-34.6339,-35.3877,-32.7342,-36.1464,-39.8746,-46.4354,-46.8762,-42.9253,-41.0188,-46.3627,-51.7496,-27.8767,-32.2851,-42.1478,-38.8384,-31.7529,-35.3368,-41.6369,-33.6556,-30.7023,-37.0134,-36.2251,-45.3201,-31.9994,-36.4558,-40.4402,-39.9823,-33.1009,-37.4712,-39.433,-43.0613,-26.5221,-41.7575,-52.7631,-43.7244,-42.4046,-39.128,-37.2484,-40.158,-44.03,-43.4362,-38.7944,-40.9503,-37.4407,-34.452,-35.6431,-39.9989,-33.6305,-38.4277,-32.1302,-30.7301,-34.1537,-30.3611,-41.5234,-38.3856,-33.7735,-42.4578,-43.036
-4232.61,0.80504,0.619439,3,7,0,4236.09,57.8952,27.1505,193.987,49.1189,68.7721,57.4675,18.832,54.5174,15.9471,107.48,106.354,33.7306,185.598,0.251425,0.124313,-36.7213,-38.3191,-34.0653,-49.4851,-39.6424,-38.0063,-41.6762,-46.7331,-38.9843,-34.6961,-49.5474,-38.9027,-39.8019,-38.2063,-40.1229,-50.0386,-44.0719,-35.5722,-40.01,-44.5874,-34.7872,-43.8625,-43.5503,-39.7183,-39.6351,-33.9081,-34.0708,-38.5941,-43.6874,-32.0028,-33.2594,-39.2702,-39.2562,-33.6077,-40.0435,-32.8135,-31.2229,-50.6254,-37.7227,-44.3337,-48.0851,-41.4334,-35.5213,-39.0063,-34.5351,-33.6114,-30.139,-39.7785,-38.5651,-37.0778,-46.2559,-46.2401,-34.4981,-35.3107,-32.2681,-36.0442,-40.1603,-46.8231,-45.3029,-42.1314,-41.4715,-45.6252,-51.6237,-28.5962,-31.6555,-41.0903,-39.2458,-31.3602,-35.3048,-40.6648,-34.9031,-30.2234,-37.7797,-35.7641,-46.1601,-32.308,-33.7464,-41.5273,-40.9639,-32.8167,-37.97,-39.2636,-42.13,-27.3301,-43.9316,-53.8174,-43.0256,-43.6312,-38.8204,-36.7283,-39.8491,-44.3357,-42.7597,-38.5136,-41.8391,-38.2355,-34.3325,-35.2662,-39.3591,-33.4694,-38.1739,-31.9557,-30.44,-33.4045,-30.7368,-40.8548,-38.1096,-33.294,-41.2766,-43.1259
-4231.18,0.692932,0.619439,3,7,0,4248.26,54.8927,25.1185,188.401,48.4999,71.5096,57.0877,18.8329,56.491,20.694,109.001,112.977,29.5076,129.107,0.256293,0.123621,-36.2232,-38.4759,-33.457,-49.7355,-39.508,-37.7361,-41.374,-46.297,-39.4053,-34.799,-49.8048,-37.7497,-39.8002,-37.5807,-39.9825,-50.1974,-44.1638,-35.56,-40.4874,-44.4033,-34.4339,-43.8198,-43.0817,-39.4195,-39.1651,-33.8279,-33.8923,-38.7492,-43.5988,-32.3447,-33.3237,-39.5666,-39.2417,-33.6724,-39.9287,-32.65,-31.2545,-51.4745,-37.5839,-43.5701,-48.6404,-41.6121,-35.4373,-38.5718,-34.6663,-33.7159,-29.4629,-39.8511,-38.8115,-37.1968,-46.9851,-46.2565,-34.7014,-35.2533,-32.077,-36.0832,-40.2906,-46.6142,-45.473,-42.5624,-41.1697,-46.338,-52.1404,-28.3718,-31.9694,-41.2943,-38.9809,-31.1618,-35.2021,-40.5144,-35.0169,-30.0451,-37.5921,-36.0278,-45.8431,-32.4103,-33.8985,-41.1981,-40.7789,-32.8796,-37.8485,-39.3931,-42.5112,-27.6983,-43.7263,-53.729,-43.5212,-41.9316,-38.749,-37.1088,-39.8268,-44.5704,-43.2121,-38.4768,-41.6957,-37.8253,-34.5109,-35.3876,-39.5832,-33.3624,-38.2418,-31.6519,-30.4613,-33.0129,-30.8578,-41.1326,-38.1928,-33.3327,-41.4976,-44.0037
-4232.01,0.942687,0.619439,3,7,0,4237.17,69.8316,26.285,175.608,49.4434,66.4189,53.6202,17.8903,51.7184,14.1492,80.3498,99.4655,25.4762,153.171,0.293597,0.16917,-35.8911,-38.0751,-33.0731,-48.7941,-40.7116,-37.5981,-39.5934,-47.4675,-39.7727,-35.8043,-49.9139,-38.285,-39.812,-39.101,-39.7466,-50.2521,-43.6593,-35.4669,-41.1123,-43.3884,-35.1481,-44.1021,-43.1541,-40.7853,-40.1162,-34.2449,-33.654,-39.2365,-44.5,-32.809,-33.5802,-39.5474,-38.8436,-33.5144,-39.0714,-33.0552,-32.4687,-50.4303,-37.9125,-42.9498,-44.8537,-40.5844,-35.254,-39.0825,-35.1826,-33.2444,-30.0714,-39.5771,-37.0177,-35.9818,-45.647,-46.9488,-34.5059,-35.7212,-33.0025,-36.2844,-39.888,-46.7586,-46.5584,-42.7848,-41.5049,-45.4808,-51.583,-27.8703,-32.0696,-42.3797,-39.0606,-32.063,-35.3962,-41.9885,-33.2951,-30.7269,-37.1718,-36.0966,-45.2993,-31.5293,-36.4361,-40.559,-39.9167,-33.132,-37.6381,-39.385,-42.7959,-26.2152,-41.4118,-52.9464,-43.3758,-43.1324,-39.3358,-36.9296,-40.361,-43.7455,-43.235,-38.9591,-41.0638,-37.6414,-34.3218,-35.7674,-39.8085,-33.9464,-38.3485,-32.4201,-30.8778,-34.7877,-30.3241,-41.2638,-38.2875,-33.8129,-42.2678,-42.5614
-4233.73,0.905352,0.619439,3,7,0,4238.92,47.6252,22.7894,177.373,41.1426,66.4583,52.9613,18.0424,52.4335,19.4101,100.005,101.642,28.0519,158.712,0.25831,0.125145,-36.2905,-38.518,-33.5203,-49.7881,-39.8073,-38.1677,-41.4094,-46.1025,-39.4549,-34.8477,-49.9011,-37.9642,-39.8764,-37.9201,-39.5172,-49.7966,-44.4665,-35.7416,-39.6888,-43.8116,-34.8115,-43.8703,-43.2472,-39.6692,-39.1457,-33.9008,-33.8555,-39.241,-43.6378,-32.6156,-33.5891,-39.9103,-39.2882,-33.7657,-40.1886,-32.6147,-30.8323,-50.1616,-36.7623,-43.1182,-47.9246,-41.5726,-35.5514,-38.4925,-35.0683,-33.933,-28.991,-40.0886,-38.7326,-37.4388,-46.7082,-46.4815,-34.9757,-34.8615,-32.4359,-36.4405,-40.7494,-45.8397,-44.2587,-42.7412,-41.5468,-45.9752,-51.9119,-28.3979,-32.0686,-41.3839,-39.2992,-31.0127,-35.1876,-40.446,-34.894,-29.9706,-37.7976,-36.287,-45.006,-31.7608,-33.49,-41.499,-40.5418,-33.0419,-38.0923,-39.7277,-42.7531,-27.6701,-43.7037,-53.1292,-43.018,-41.8291,-39.1911,-37.1531,-40.412,-44.7719,-43.5429,-38.8881,-41.9771,-38.0701,-34.7341,-35.5114,-39.7726,-33.6527,-38.5632,-31.881,-30.5002,-33.2479,-31.0915,-41.2864,-38.5685,-33.5847,-41.6266,-43.8023
-4230.92,0.804998,0.619439,3,7,0,4243.01,66.7156,28.3819,180.776,57.3264,66.1954,56.4968,18.2267,52.7755,18.61,87.198,108.33,24.5482,200.287,0.273343,0.136545,-36.0866,-37.9546,-33.0194,-48.8186,-39.8587,-37.2155,-39.8495,-47.4163,-39.1176,-35.5586,-49.4435,-37.4269,-39.5147,-39.063,-40.1909,-50.6195,-43.6327,-35.5172,-41.1511,-43.976,-34.7092,-43.992,-43.226,-40.2923,-40.1042,-34.5534,-34.5397,-38.9023,-44.2941,-32.7406,-33.5876,-39.3575,-39.0792,-34.0255,-39.6019,-33.2678,-31.6152,-50.6958,-38.1204,-43.8116,-46.1915,-40.942,-35.3199,-38.9928,-34.7956,-33.4108,-30.6926,-39.6896,-37.9148,-35.9987,-45.5381,-46.8734,-34.73,-35.6573,-32.6625,-36.2256,-39.7946,-46.3916,-46.472,-42.3585,-41.4109,-45.0495,-51.6638,-28.2088,-32.2898,-41.4346,-39.2126,-32.0536,-35.8568,-41.1357,-33.8774,-30.8592,-37.137,-36.1317,-45.9244,-32.853,-35.6482,-40.4253,-40.5041,-33.2905,-37.6461,-39.506,-42.3288,-26.2454,-41.8273,-52.2663,-43.3832,-43.9431,-39.1974,-36.7822,-40.1255,-43.437,-42.5336,-38.9474,-40.8084,-37.9685,-34.1374,-35.4612,-39.741,-33.8086,-38.3301,-32.4251,-31.0195,-33.9661,-30.6275,-41.1696,-37.8989,-33.5579,-41.9405,-42.5684
-4229.09,0.94248,0.619439,3,7,0,4238.16,61.4436,27.4275,173.841,49.3897,65.1702,57.7703,17.0237,53.6209,20.3354,83.7136,109.246,26.1518,173.516,0.284454,0.13525,-35.8596,-37.8858,-32.8684,-48.5995,-39.7107,-37.1865,-40.0013,-46.779,-39.3852,-35.5398,-49.5402,-37.673,-39.3276,-38.4439,-39.9658,-50.1546,-43.6707,-35.284,-41.3868,-42.8717,-34.9496,-43.9059,-42.8995,-40.2093,-39.975,-34.5177,-34.1074,-39.17,-44.1564,-32.8233,-33.7429,-39.503,-39.1826,-33.9072,-39.5968,-33.3273,-31.691,-50.2895,-37.3797,-43.549,-46.1845,-41.4076,-35.5149,-38.9876,-35.0283,-33.8341,-30.3303,-39.9715,-37.9612,-36.5702,-45.938,-46.915,-34.9431,-35.3908,-32.9519,-36.285,-40.2046,-45.6853,-46.3409,-42.5196,-41.1937,-45.5851,-51.728,-28.1811,-32.4367,-41.7375,-39.1409,-31.5989,-35.5511,-41.0201,-34.1948,-30.8474,-37.1056,-36.1931,-44.9777,-32.217,-35.3124,-40.6844,-40.2766,-33.4497,-37.6877,-39.5885,-42.6864,-26.4734,-42.3456,-51.8148,-43.2525,-42.5036,-39.2556,-37.0832,-40.2888,-43.8919,-43.0291,-39.0144,-41.2343,-38.0939,-34.3925,-35.2924,-39.9172,-33.6949,-38.4497,-32.4103,-30.7611,-33.9984,-30.5823,-41.3324,-38.3143,-33.6881,-42.0147,-42.8595
-4230.92,0.779118,0.619439,3,7,0,4237.2,58.1708,25.5346,181.378,50.0331,70.3481,57.3179,16.7807,56.4913,16.1671,97.0642,113.078,25.5247,95.5342,0.251374,0.129651,-36.4567,-38.9707,-32.8631,-50.0061,-39.8751,-37.8602,-41.1487,-46.3902,-39.9522,-35.2486,-49.9289,-37.4044,-40.1957,-37.6327,-40.6742,-50.7639,-44.2158,-35.6665,-40.9136,-44.1805,-34.3342,-44.2288,-43.5964,-39.8694,-39.6929,-34.0684,-33.8435,-38.6982,-44.0321,-32.2184,-33.2295,-39.3652,-39.1,-33.6333,-39.4008,-32.6282,-31.3696,-51.7829,-37.7152,-43.7343,-48.213,-41.4787,-35.1093,-38.4286,-34.7729,-33.5088,-29.3427,-39.6838,-38.7,-36.6347,-46.8045,-46.4724,-34.69,-35.2584,-32.0903,-35.9823,-39.9622,-46.7278,-46.5623,-42.6999,-41.1976,-46.5302,-52.6314,-27.8913,-31.8528,-41.5005,-38.8137,-31.5091,-35.18,-41.0856,-34.4897,-30.2185,-37.1607,-35.8048,-45.8216,-32.2279,-34.3606,-40.6571,-40.4066,-32.9437,-37.6634,-39.5899,-42.4012,-27.1304,-42.7498,-53.4835,-43.7189,-40.8762,-38.685,-37.0885,-39.5164,-44.1028,-43.055,-38.4133,-41.1193,-37.3435,-34.6195,-35.9072,-39.7206,-33.1693,-38.0169,-31.5271,-30.8643,-32.9105,-30.39,-41.3125,-37.9765,-33.3563,-41.5794,-44.0985
-4234.2,0.697014,0.619439,3,7,0,4241.46,64.0052,23.8353,175.432,51.1787,64.1487,51.7429,19.1579,55.5923,16.6571,89.82,97.7534,29.824,232.38,0.297033,0.167297,-35.1176,-37.5974,-33.6992,-48.2564,-40.5155,-37.9919,-39.6571,-47.5451,-39.6276,-35.3498,-49.5449,-39.1532,-39.4015,-39.7517,-39.3322,-49.4833,-44.0034,-35.2695,-40.9215,-43.1345,-35.5567,-43.4772,-43.1432,-40.2966,-39.5774,-34.3395,-33.9118,-39.5754,-43.8596,-32.6875,-33.2518,-40.0053,-39.4179,-33.2859,-39.2877,-32.7898,-32.1496,-50.5107,-37.4475,-42.1799,-45.9884,-41.3137,-35.9259,-39.395,-35.3038,-33.0979,-29.3782,-40.0619,-37.7206,-36.8728,-46.2391,-46.6362,-34.267,-35.1674,-32.8624,-36.2861,-39.8398,-46.5532,-45.6041,-42.4709,-41.1648,-46.2107,-51.1685,-27.5199,-32.5343,-41.7917,-39.2969,-31.992,-35.1363,-41.4846,-32.8812,-30.0488,-37.2152,-36.4499,-46.2965,-30.8066,-35.5806,-41.3435,-40.5001,-32.5192,-38.2314,-39.1466,-42.5332,-26.5816,-42.5356,-53.7166,-43.5565,-45.5387,-39.5212,-37.623,-40.9184,-44.0793,-43.4463,-38.826,-41.394,-37.627,-34.5726,-36.0583,-39.3469,-33.8567,-38.4991,-32.2351,-30.7035,-34.6531,-30.5841,-40.8343,-38.5921,-33.5191,-41.8094,-42.6998
-4230.47,0.899035,0.619439,3,7,0,4240.38,62.3805,27.3629,171.821,50.9345,71.1229,52.2174,17.7152,49.8392,16.1111,85.3443,108.301,27.1944,180.005,0.254385,0.129989,-36.8107,-38.9174,-32.7584,-49.1609,-39.3975,-37.5899,-40.1479,-47.1555,-39.3346,-35.6661,-49.2739,-38.1811,-39.4752,-38.7287,-40.6174,-50.4892,-43.6627,-35.6553,-41.0456,-43.4172,-34.6833,-44.5551,-43.2348,-40.2516,-40.4558,-34.1344,-34.4586,-38.7188,-44.6429,-32.3964,-33.7985,-39.0922,-38.4467,-34.2214,-39.4479,-33.4032,-31.1819,-50.53,-37.8117,-44.0035,-46.085,-41.1565,-35.136,-38.2444,-34.5353,-33.9237,-30.0852,-39.374,-37.6048,-36.3594,-45.224,-46.8428,-35.1123,-35.7851,-32.7179,-36.3889,-40.2307,-45.8503,-45.8184,-42.9338,-41.8962,-45.6044,-51.5406,-28.3054,-31.5722,-41.6467,-39.1673,-31.8245,-35.819,-40.5245,-34.5237,-31.1282,-37.6305,-35.529,-44.653,-33.1701,-35.2269,-40.5254,-39.7993,-33.6076,-37.2886,-39.8289,-42.6104,-26.7317,-42.0045,-51.7579,-42.9066,-42.5782,-39.0303,-36.2593,-39.8375,-43.8875,-42.9035,-38.8555,-40.9955,-38.2129,-34.5808,-35.4633,-40.1014,-33.6432,-38.4133,-32.4064,-31.1235,-33.9025,-30.6188,-41.6384,-38.1336,-33.8315,-42.0183,-42.7425
