lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,psi,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,mu_gamma,sigma_gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.245328
# Diagonal elements of inverse mass matrix:
# 0.0162851, 0.00535544, 0.0340903, 0.0159461, 0.0100249, 0.0160364, 0.00814843, 0.00520116, 0.0324414, 0.0143965, 0.0262255, 0.00996754, 0.487102, 0.0139038, 0.594178, 0.0537168, 0.065336, 0.0538195, 0.0343875, 0.251827, 0.161279, 0.0202536, 0.201722, 0.279137, 0.0484907, 0.0698622, 0.374306, 2.32938, 0.108153
-4195.36,0.923119,0.245328,4,15,0,4213.09,76.777,28.5512,182.83,58.4957,77.8542,66.6184,21.617,52.6131,15.7304,133.723,160.104,31.3882,260.48,0.404367,0.16365,0.186685,0.181028,0.17308,0.137423,0.0907331,0.0615555,0.359976,0.200748,0.0291682,0.0668471,0.15732,0.0204787,-1.928,1.14312,-33.6486,-37.0392,-32.6241,-46.1081,-40.3898,-40.1267,-38.2376,-49.3232,-38.8802,-35.9105,-49.2304,-37.9374,-38.9139,-36.5364,-41.3159,-48.9543,-44.3702,-34.6305,-41.6915,-41.2563,-35.0378,-40.9903,-44.1484,-40.4329,-39.7242,-33.3633,-32.6851,-39.0578,-42.3269,-32.8146,-32.1367,-38.3304,-38.0866,-32.4081,-38.3854,-32.5905,-30.9585,-48.8374,-37.7922,-41.1456,-43.7634,-42.1092,-36.2774,-38.0256,-35.4331,-33.9881,-28.5922,-40.0766,-36.7652,-36.9493,-45.7442,-46.0091,-34.7043,-35.4613,-32.904,-35.4265,-40.1922,-42.9281,-44.966,-42.6349,-40.2455,-45.843,-50.9413,-28.0861,-32.5804,-42.8864,-40.0644,-31.6201,-34.0543,-37.3009,-34.1365,-30.1102,-36.9562,-35.226,-44.4895,-30.8556,-35.2553,-42.6382,-41.2577,-33.3554,-42.5682,-38.4567,-41.9657,-27.0067,-42.0927,-52.6613,-43.6976,-38.3761,-39.5366,-38.916,-40.6215,-44.6216,-44.0288,-38.5714,-41.3878,-36.2498,-34.8105,-36.8357,-37.5106,-33.1514,-38.8139,-32.2845,-30.325,-36.3022,-29.7914,-38.3361,-38.8884,-34.3036,-39.7296,-43.046
-4197.02,0.866675,0.245328,4,31,0,4212.5,74.2998,30.2538,208.528,48.8223,76.4807,80.0003,22.5289,56.3583,19.3192,120.927,151.874,28.3423,146.923,0.316903,0.00737273,0.288158,0.232439,0.215458,0.255811,0.0365407,0.15975,0.270293,0.19074,0.0230836,0.0392739,0.297031,0.012402,-1.57782,1.49243,-34.5177,-36.6776,-31.4957,-48.8575,-41.1721,-40.3321,-38.6139,-47.8118,-38.5265,-35.4517,-49.6571,-38.2325,-40.4396,-35.9373,-41.4541,-48.64,-42.8422,-35.1213,-38.7237,-45.7213,-35.6898,-40.8608,-44.7095,-40.6754,-39.7095,-32.4642,-31.8281,-37.82,-41.7846,-33.5593,-32.2004,-38.1105,-38.5151,-32.8014,-39.5003,-32.118,-28.8885,-48.019,-37.4542,-42.6149,-45.1688,-41.7165,-35.29,-39.4134,-35.8081,-33.9075,-29.1372,-38.5374,-36.5915,-35.7932,-44.8813,-46.8541,-34.816,-35.6009,-32.0721,-35.1666,-40.4997,-44.3571,-45.6907,-44.6493,-41.7053,-46.7958,-51.9168,-28.1155,-31.2587,-43.7351,-39.5561,-30.8262,-34.2766,-35.9251,-34.6233,-29.6,-37.7918,-35.1883,-44.7162,-31.3167,-33.6861,-42.0359,-39.511,-33.6594,-43.109,-38.8687,-41.1145,-27.5458,-41.6821,-52.271,-41.5174,-40.6504,-39.0191,-36.8682,-40.3823,-45.4526,-45.2399,-38.4205,-40.9254,-36.3535,-34.2529,-36.5592,-37.4335,-32.9527,-37.8623,-32.1619,-30.4339,-35.1053,-30.6783,-38.1707,-38.9483,-34.3133,-39.1291,-42.6231
-4193.94,0.942542,0.245328,4,31,0,4213.06,88.8549,31.8261,211.929,63.3697,75.8693,71.1785,23.0587,63.1718,13.5695,121.699,174.882,34.3614,271.291,0.401079,0.0412071,0.15484,0.17073,0.18941,0.168101,0.0961016,0.0492832,0.320328,0.256854,0.119799,0.0664102,0.177825,0.0341846,-1.73603,0.762183,-33.7753,-36.2905,-32.8475,-45.6916,-40.8308,-40.435,-38.4959,-49.4958,-39.1033,-35.743,-48.9721,-38.3331,-38.7793,-36.8806,-41.9311,-48.4751,-43.9126,-34.4257,-42.4471,-42.407,-35.3607,-40.8268,-44.8179,-40.8943,-40.6622,-33.2552,-32.2917,-38.805,-42.4705,-32.4857,-31.9025,-38.1367,-38.1125,-32.448,-38.1396,-32.9708,-30.6494,-49.2334,-37.6725,-41.9363,-44.4982,-42.3242,-36.9074,-38.3891,-35.0325,-33.9045,-29.745,-39.9448,-36.5692,-36.8674,-46.8111,-46.5672,-34.3327,-35.433,-33.1812,-34.9926,-39.7962,-44.1049,-44.2348,-42.0092,-39.7598,-46.6063,-50.8223,-27.7975,-32.9528,-42.3986,-40.0419,-32.0442,-34.3996,-37.2905,-33.3451,-29.9998,-36.2651,-35.2023,-45.8536,-30.8152,-35.5685,-42.3948,-41.2761,-32.7748,-43.4337,-37.8954,-41.3034,-26.4798,-42.7745,-54.4516,-43.2967,-39.551,-39.3007,-39.2264,-40.091,-44.0672,-43.4951,-38.1524,-40.5423,-36.1893,-34.7207,-37.2598,-37.0068,-32.8347,-38.1243,-32.3482,-30.6357,-35.7031,-29.2884,-37.8401,-38.1937,-33.6959,-39.379,-42.2824
-4192.66,0.966851,0.245328,4,15,0,4206.55,80.6764,33.4643,212.206,55.475,85.1683,73.5973,23.3434,61.852,15.8855,134.715,161.208,34.8732,264.829,0.364516,0.0635977,0.159963,0.194692,0.159407,0.177778,0.108207,0.0725696,0.2624,0.33667,0.0438536,0.0657284,0.128725,0.0543308,-1.90021,0.920201,-34.729,-36.2098,-32.039,-46.884,-40.9012,-39.7078,-38.0938,-47.9899,-38.1295,-35.5535,-48.8861,-37.1008,-38.945,-37.1988,-41.7895,-49.0571,-43.5391,-34.9984,-41.3595,-44.4911,-34.7272,-41.3649,-44.2961,-40.2268,-40.0394,-33.4261,-32.8039,-38.5054,-42.3714,-32.6617,-32.2692,-38.5687,-37.979,-32.4217,-38.4081,-32.9911,-32.0448,-49.12,-37.4006,-42.5427,-44.9615,-41.2914,-35.7674,-38.5325,-34.7717,-34.2498,-30.262,-39.4178,-36.2517,-36.5448,-45.5192,-46.169,-34.4082,-35.4153,-32.644,-35.0606,-40.417,-43.4863,-45.9346,-43.2229,-40.4383,-46.6338,-50.3626,-28.7867,-32.2273,-42.4568,-39.5961,-31.4074,-34.0353,-38.602,-35.3186,-30.4025,-36.7462,-35.168,-44.5969,-31.9814,-34.537,-42.1313,-40.0373,-33.547,-42.2025,-38.0554,-41.4864,-27.2226,-42.8368,-52.5051,-42.2617,-42.5974,-38.7212,-37.5475,-40.191,-44.9976,-44.1706,-38.1877,-41.3772,-36.4702,-33.9794,-35.6255,-37.4955,-33.055,-38.0278,-32.4568,-29.8652,-35.1643,-29.7684,-38.3034,-38.6276,-34.2744,-39.7335,-42.2367
-4198.91,0.97835,0.245328,4,31,0,4211.47,72.4315,29.3379,206.785,69.4891,73.484,78.7173,24.8513,50.449,18.5526,107.624,164.264,27.4897,299.506,0.378265,0.0980877,0.240702,0.142153,0.135088,0.213583,0.042512,0.118525,0.350996,0.162291,0.13029,0.054184,0.29078,0.0219338,-1.51576,1.30335,-33.7979,-36.7297,-32.3428,-45.6218,-39.9753,-39.8813,-37.4832,-49.2126,-39.3528,-36.79,-48.7605,-39.3009,-38.6212,-36.8009,-40.8735,-48.7831,-43.4533,-34.6361,-40.9761,-42.2193,-36.2839,-40.9891,-44.5665,-40.5066,-40.3176,-33.3751,-33.2763,-38.5516,-42.5309,-33.6477,-32.5689,-37.7784,-38.2557,-33.3298,-39.0225,-32.7273,-28.9906,-48.1366,-37.2325,-41.6073,-43.2085,-42.3713,-36.1786,-38.4832,-35.424,-33.8533,-29.729,-39.3753,-36.7023,-36.2816,-45.4099,-47.258,-35.0178,-35.5053,-32.5388,-35.3802,-40.3871,-44.6638,-42.903,-43.9844,-40.4058,-45.6704,-51.2309,-28.1152,-31.9332,-44.0087,-39.8394,-31.3567,-35.0057,-35.9713,-34.0164,-29.7424,-37.0782,-35.2462,-44.0623,-31.7946,-35.4833,-41.593,-40.584,-33.4953,-42.8624,-38.4838,-41.989,-27.8059,-41.7731,-53.3746,-42.873,-38.1951,-39.5276,-37.5694,-40.7833,-44.6176,-44.526,-38.8317,-40.9165,-36.4465,-34.4243,-37.0952,-37.6018,-33.1606,-38.2824,-32.3772,-30.7331,-36.4617,-30.2254,-38.1991,-38.3781,-33.9291,-39.8474,-42.2134
-4196.75,0.897651,0.245328,4,15,0,4214.89,89.0692,32.3717,209.318,63.5271,77.1798,71.4968,24.0154,55.2992,18.0203,121.142,153.041,27.885,299.241,0.378106,0.00975196,0.176143,0.135192,0.187894,0.178486,0.0686599,0.12711,0.315641,0.156766,0.059554,0.0542012,0.238519,0.0380452,-1.80388,0.98677,-34.0393,-36.5773,-32.3422,-45.6803,-40.0105,-40.1374,-37.7839,-49.5604,-38.5856,-36.4032,-48.8935,-38.6392,-38.4901,-37.5532,-41.1409,-49.2445,-43.5107,-34.9999,-41.5688,-42.5943,-35.5223,-40.7455,-44.8743,-40.818,-39.6585,-33.3455,-33.2985,-38.6345,-42.0719,-33.4008,-32.1824,-38.19,-38.2176,-32.7863,-38.8209,-32.8122,-29.8714,-47.5212,-37.8106,-42.4203,-43.8996,-41.5554,-35.8463,-38.4397,-35.2431,-33.566,-30.5854,-39.1439,-36.5695,-36.1269,-44.9021,-46.5015,-34.29,-35.4783,-32.5746,-35.2754,-40.053,-43.8124,-43.9769,-43.2929,-40.992,-45.49,-50.6389,-28.7384,-32.1998,-42.8285,-40.2507,-32.0394,-34.8183,-36.6492,-33.6796,-30.2104,-36.7668,-35.4391,-45.5657,-31.8139,-35.0575,-42.1435,-40.7548,-33.2808,-43.6741,-38.6133,-41.1262,-26.6249,-41.5368,-52.2833,-42.2136,-40.5296,-39.5166,-37.8165,-40.6379,-44.2382,-43.8531,-38.7555,-40.6433,-36.326,-33.823,-36.7607,-37.2473,-33.5269,-38.034,-32.6614,-30.7753,-35.817,-30.2817,-37.9296,-38.4037,-34.5244,-39.7224,-42.1004
-4198.8,0.840102,0.245328,4,15,0,4214.62,86.8338,30.7882,224.896,50.8585,78.6054,77.4688,22.4982,57.9758,15.0636,129.063,155.697,25.137,297.923,0.391164,0.0192594,0.229982,0.102869,0.180172,0.174414,0.0473267,0.129977,0.296953,0.24475,0.0632368,0.0819047,0.214862,0.0217836,-1.88661,1.17261,-34.5354,-36.6312,-32.4224,-45.8738,-40.5418,-39.401,-37.865,-48.1832,-38.4881,-37.0565,-48.9547,-37.8919,-38.7449,-37.5366,-41.166,-49.352,-43.9044,-35.2061,-42.8714,-42.7856,-35.026,-42.0492,-43.9592,-41.0873,-39.5183,-33.7548,-33.3522,-38.9675,-42.7758,-33.4624,-32.5746,-38.5478,-38.5567,-32.6059,-38.4496,-32.4094,-29.3378,-49.2144,-36.7203,-41.9359,-44.598,-40.8852,-35.8403,-38.9634,-35.3077,-33.7516,-30.4409,-39.2281,-36.7137,-35.8989,-44.997,-46.428,-34.4043,-34.7851,-32.5675,-35.3303,-40.5402,-44.0836,-44.3541,-43.2699,-40.9266,-45.9764,-50.8542,-28.7848,-32.37,-42.5055,-39.4705,-31.3272,-34.581,-35.6236,-34.2942,-29.7217,-36.4697,-35.4272,-44.5461,-31.2916,-35.723,-41.8126,-40.6208,-33.3741,-42.0418,-38.5817,-42.4604,-27.4452,-42.1744,-53.1737,-43.1722,-40.0253,-39.0107,-38.2253,-40.7038,-44.7891,-44.0597,-38.312,-41.1045,-36.2435,-34.0953,-36.5098,-37.9187,-33.4719,-37.9853,-32.14,-30.3006,-35.0398,-29.7884,-38.7029,-38.4518,-33.6624,-40.3993,-42.1194
-4200.11,0.914709,0.245328,4,15,0,4217.36,79.5715,31.339,185.837,69.6322,83.9202,67.4282,20.2793,52.5163,17.6789,123.251,183.681,36.3672,297.722,0.365402,0.0690716,0.183233,0.26419,0.137451,0.169432,0.100798,0.130048,0.362315,0.232828,0.0285456,0.0378148,0.192325,0.0240417,-1.47687,1.30833,-33.7548,-36.621,-31.8079,-46.3485,-40.4916,-40.5443,-38.0164,-49.4442,-38.6899,-35.3364,-48.6458,-38.3488,-38.8059,-35.9407,-42.7108,-47.8328,-43.6378,-34.4737,-40.2241,-43.0535,-35.3205,-40.6147,-44.8773,-40.3462,-40.9237,-32.4901,-31.8131,-38.1918,-42.3143,-32.7071,-32.1155,-37.7223,-37.5516,-32.9587,-38.7566,-33.412,-31.9636,-48.0442,-37.7398,-41.8155,-43.0407,-43.5819,-36.4519,-37.7328,-35.0925,-34.7831,-28.8355,-39.5794,-36.3601,-37.2218,-45.4564,-46.9057,-35.3769,-35.6251,-32.8944,-35.1418,-40.7176,-42.1587,-44.3046,-43.4311,-40.5946,-46.2739,-50.8354,-28.0703,-32.2725,-43.4651,-39.9595,-31.7592,-34.2962,-37.998,-35.3876,-30.6681,-37.6806,-34.8257,-43.4611,-32.4798,-34.8166,-42.5607,-40.2022,-34.2441,-43.3249,-38.6351,-41.5126,-27.269,-41.9761,-51.6134,-42.3411,-39.3747,-39.1414,-37.7238,-40.1599,-44.7078,-44.5034,-38.4416,-41.0993,-36.3509,-35.0182,-36.9496,-37.3437,-32.5988,-38.6057,-32.8053,-30.8078,-36.9881,-30.0532,-38.0677,-38.843,-35.0494,-39.2102,-42.6145
-4197.87,0.999041,0.245328,4,15,0,4209.08,82.8891,29.8123,205.76,54.8496,79.9645,69.0029,20.2933,56.957,19.5083,119.358,165.47,26.5069,299.344,0.37413,0.0619674,0.23147,0.177827,0.126267,0.15743,0.0759101,0.204579,0.280493,0.176905,0.147993,0.0316589,0.248193,0.0306528,-1.88648,0.720363,-34.0747,-36.523,-32.985,-46.2599,-40.3972,-40.7103,-38.0489,-47.4469,-38.7266,-36.0217,-48.7991,-37.8875,-38.6077,-36.789,-40.0376,-48.4327,-43.5659,-34.9683,-40.0648,-43.6399,-35.2753,-40.4428,-45.042,-40.9684,-39.8833,-33.0403,-32.2755,-38.5665,-41.6338,-33.1067,-32.5085,-38.3251,-38.267,-32.9639,-38.9096,-32.7216,-30.4475,-45.8471,-36.4543,-40.8252,-44.2271,-42.2148,-35.6372,-38.5764,-35.6924,-34.4951,-29.5279,-39.1841,-36.9236,-36.1971,-46.009,-47.1407,-35.3285,-34.8902,-32.7694,-35.4144,-41.048,-44.7459,-43.1029,-43.3773,-40.2602,-45.7494,-50.9822,-28.8689,-32.7092,-42.2542,-40.1515,-31.3088,-34.8172,-37.0016,-35.2698,-29.9638,-36.7144,-35.5245,-43.9897,-32.1585,-33.4695,-42.5339,-40.8746,-33.919,-43.8411,-38.8724,-42.011,-27.9889,-42.9577,-53.6466,-42.7305,-39.6338,-39.1949,-37.957,-40.7694,-44.6294,-43.7938,-38.8652,-41.3912,-36.2649,-34.3477,-36.7795,-37.6391,-33.4401,-38.27,-32.0248,-30.7878,-35.4696,-29.9761,-38.2743,-38.9886,-35.2175,-39.7776,-42.3597
-4199.42,0.986433,0.245328,4,15,0,4211.82,81.0625,30.0937,187.229,54.588,75.1969,74.5462,17.938,55.8106,19.6432,109.28,169.556,26.0943,299.571,0.441605,0.0538452,0.215213,0.157695,0.15481,0.180077,0.082265,0.156768,0.304973,0.197286,0.0721894,0.0516877,0.229791,0.0429607,-1.60647,0.91225,-33.7182,-36.4348,-32.1668,-45.3497,-40.191,-39.6097,-37.6052,-48.0415,-39.1932,-36.9279,-49.1451,-38.3626,-38.3454,-37.1422,-40.8251,-48.5972,-43.8162,-34.8917,-42.0833,-41.3523,-35.8694,-40.8398,-44.3036,-41.2759,-40.0238,-33.7491,-32.6622,-39.3629,-42.3046,-33.9412,-32.6043,-38.5463,-38.3829,-32.8479,-38.8129,-32.7592,-30.6899,-46.7839,-36.3222,-41.2171,-43.2218,-42.4412,-36.2356,-38.6133,-35.8615,-34.3714,-29.259,-39.8249,-36.5153,-36.5168,-45.4475,-46.943,-35.3079,-34.5284,-33.471,-35.5956,-40.7558,-42.8008,-43.9956,-43.7476,-40.6856,-46.5961,-51.2541,-28.181,-32.7182,-43.2542,-40.1994,-31.4214,-34.5852,-37.6405,-34.0798,-30.2565,-36.4149,-35.6909,-43.2492,-30.6923,-34.744,-42.4913,-40.2069,-33.7427,-42.6234,-38.8847,-42.2967,-26.9547,-41.7758,-51.7219,-42.6578,-39.1355,-39.7589,-38.6347,-41.1978,-44.8378,-44.7152,-39.0625,-41.1652,-36.5178,-34.5782,-36.7826,-37.8351,-33.2342,-38.8141,-32.3563,-30.7053,-35.8449,-30.0169,-38.5245,-39.19,-34.3203,-39.871,-42.5987
-4197.38,0.883568,0.245328,4,15,0,4218.8,74.3663,33.4886,213.504,70.0113,86.5937,71.4386,22.986,55.961,14.2992,131.783,163.285,29.9995,297.775,0.350047,0.119847,0.228902,0.244721,0.159804,0.19578,0.0500113,0.129632,0.27882,0.191682,0.0872414,0.05265,0.321942,0.0132536,-1.8277,0.894411,-34.4588,-36.8485,-32.2421,-46.7733,-41.3028,-39.5888,-37.6531,-49.2387,-38.7112,-36.0018,-48.7962,-39.6955,-39.7085,-36.3451,-41.1543,-48.5917,-43.3282,-35.0727,-39.6052,-45.2583,-35.9645,-41.2227,-44.4647,-40.1673,-40.0565,-32.948,-31.9548,-37.9858,-42.6956,-33.1608,-32.3695,-38.0418,-37.95,-33.2601,-38.9253,-32.7925,-29.404,-49.3694,-38.3488,-41.7428,-44.0593,-42.1387,-35.574,-38.809,-35.0014,-33.8142,-29.871,-38.9812,-36.2275,-35.5496,-44.847,-47.0726,-34.9157,-35.5875,-32.1211,-35.1818,-40.1389,-44.9142,-45.0296,-43.9828,-40.6463,-45.6686,-50.942,-28.664,-31.4063,-42.8385,-39.649,-31.4863,-34.7465,-35.9835,-34.6319,-30.2541,-37.0874,-35.2505,-45.2672,-33.1822,-34.8797,-41.5962,-40.5053,-33.7964,-42.0606,-38.4408,-41.3993,-27.2352,-41.4158,-53.1277,-42.2505,-40.5965,-39.1126,-36.7134,-40.1079,-44.773,-44.2653,-38.569,-40.6636,-36.127,-34.0723,-36.1838,-37.6845,-33.3172,-38.2666,-32.6212,-30.4889,-36.1334,-29.8203,-38.3405,-38.3765,-34.3421,-39.7549,-41.9126
-4191.57,0.990871,0.245328,4,31,0,4210.41,72.3251,32.6872,210,67.6876,83.0744,69.1718,22.7032,55.0873,15.3268,128.694,170.349,27.1086,292.753,0.39117,0.118076,0.187214,0.193957,0.152764,0.207236,0.0858571,0.140441,0.292131,0.246161,0.110586,0.0457126,0.256493,0.0169661,-1.80137,1.12106,-34.2624,-36.4671,-32.273,-45.9415,-40.8077,-39.8549,-37.2192,-49.2162,-38.7692,-36.3619,-48.9048,-38.0118,-39.0109,-36.5545,-40.543,-48.7418,-43.7418,-34.9093,-40.2525,-44.0037,-35.3501,-40.9825,-44.7115,-40.4137,-40.0146,-33.0865,-32.226,-38.5208,-42.5093,-33.4981,-32.424,-38.2082,-37.8768,-33.1724,-38.6151,-32.729,-30.3813,-48.1743,-37.9447,-41.4703,-43.6645,-41.8537,-35.6754,-38.1579,-35.2243,-34.0045,-29.8737,-39.1924,-36.188,-35.9286,-45.514,-46.9046,-35.0413,-35.2516,-32.6261,-35.1745,-40.3231,-44.55,-43.5065,-44.0825,-40.3269,-45.8545,-50.7948,-28.7893,-31.904,-43.2732,-39.894,-31.3441,-34.6977,-37.5369,-34.5908,-30.1745,-36.6552,-35.4247,-44.3299,-32.6038,-34.6941,-41.6774,-40.3935,-33.5797,-42.6673,-38.4266,-41.5121,-27.357,-41.61,-53.388,-42.3012,-39.1395,-39.3225,-37.1572,-40.5331,-44.9571,-44.7599,-38.752,-40.8745,-36.1512,-33.9906,-36.0265,-37.5792,-33.3837,-38.479,-32.4862,-30.3568,-35.997,-29.8511,-38.2288,-38.5629,-34.518,-40.0121,-42.3615
-4191.39,0.870892,0.245328,5,47,0,4207.54,68.9753,31.2965,185.515,52.3821,81.3575,70.9691,23.1474,57.4774,15.0906,113.713,164.117,30.6597,291.994,0.343218,0.106876,0.169274,0.187296,0.269544,0.20562,0.0372989,0.0948063,0.325937,0.189196,0.105079,0.0674403,0.179099,0.0259659,-1.46527,0.870765,-34.0578,-36.8964,-31.8009,-46.3279,-40.4474,-39.9961,-37.6845,-50.3933,-38.6631,-36.2359,-48.348,-37.9249,-38.6778,-36.7567,-41.7899,-48.8659,-43.5784,-34.7735,-41.8051,-42.5312,-34.9835,-41.2258,-44.0902,-40.1302,-40.7922,-33.315,-33.0341,-38.7119,-42.8743,-32.9651,-32.1822,-38.15,-37.8421,-33.0052,-38.2378,-33.0784,-28.3008,-50.4949,-37.7263,-41.7561,-44.6248,-42.1406,-36.0138,-38.0702,-34.9177,-34.2164,-28.8661,-39.2266,-36.4546,-36.8779,-45.3959,-46.8193,-34.9284,-35.7193,-32.9525,-35.0916,-39.6374,-43.4051,-43.8006,-44.0443,-40.5601,-47.7286,-50.6341,-27.515,-31.8265,-43.5523,-39.8087,-31.3828,-34.0936,-34.8936,-33.4358,-30.3472,-36.9947,-34.6608,-45.4115,-31.2004,-35.4003,-41.7575,-40.3092,-33.2786,-42.4644,-38.4617,-41.1489,-27.0778,-41.9152,-52.1287,-42.6447,-38.7801,-39.4608,-37.9582,-40.5333,-45.3232,-45.3475,-38.4108,-40.459,-36.4826,-35.3235,-37.117,-37.8062,-32.6709,-38.232,-32.5381,-30.5494,-35.5458,-29.8619,-38.605,-38.7953,-33.8984,-39.4832,-42.542
-4191.56,0.882349,0.245328,4,15,0,4207.11,68.6355,31.7754,199.479,48.1857,77.3937,78.5519,24.9765,57.9069,12.6628,109.993,165.651,27.9667,291.843,0.343548,0.0974246,0.216022,0.189216,0.237196,0.234903,0.030959,0.0964354,0.28867,0.251481,0.0863417,0.0650342,0.260832,0.0266175,-1.91711,0.940609,-34.6969,-36.4358,-31.6847,-46.5784,-41.0813,-39.6913,-37.7627,-49.2189,-38.7346,-36.5808,-48.5249,-38.481,-38.8928,-36.8322,-41.8752,-48.6987,-43.6152,-34.7504,-41.2127,-43.3798,-35.5706,-41.8213,-44.0189,-40.6326,-41.0017,-33.2735,-32.8315,-38.6188,-43.1347,-33.1434,-32.4465,-37.9694,-38.3518,-33.0733,-38.3681,-32.7198,-28.0246,-50.2943,-36.9739,-41.999,-44.7201,-42.0711,-35.7762,-38.8289,-35.2098,-34.2779,-29.2383,-39.0306,-36.5794,-36.327,-44.9647,-47.0058,-35.0675,-35.6059,-32.7623,-35.007,-40.0803,-43.583,-44.514,-44.2871,-40.844,-47.1579,-50.9958,-27.6798,-31.7351,-43.5689,-39.3809,-30.8305,-34.2249,-34.9779,-34.0266,-30.0795,-36.9097,-34.7092,-44.4494,-31.3618,-35.2926,-41.114,-39.6662,-33.682,-41.8717,-38.4268,-41.5237,-27.4641,-41.6747,-52.1306,-42.5227,-39.3504,-39.0872,-37.4297,-40.5747,-45.342,-45.3073,-38.3594,-40.5439,-36.4775,-34.7241,-36.3644,-37.9101,-32.7254,-38.0501,-32.4061,-30.2374,-35.4097,-29.8077,-38.6747,-38.5791,-33.5894,-39.6848,-42.1606
-4195.51,0.90104,0.245328,4,15,0,4208.71,83.6602,30.4243,213.771,48.3222,83.7362,73.8398,19.4267,53.7993,20.0689,124.779,160.993,31.7976,297.577,0.349197,0.031118,0.166381,0.15384,0.249408,0.165408,0.0808443,0.137535,0.314389,0.209078,0.0784315,0.0390814,0.168948,0.0395005,-1.94349,1.18268,-34.7183,-36.5884,-32.0604,-46.952,-40.2652,-40.6505,-38.457,-48.9366,-38.0819,-35.4221,-48.6575,-37.5953,-38.6088,-36.6097,-41.1087,-48.0239,-43.4117,-34.9149,-40.3388,-43.4449,-34.7934,-40.8151,-44.7479,-40.4872,-39.925,-32.7159,-32.4337,-38.3541,-41.8974,-32.8926,-32.5328,-38.4446,-37.7166,-32.8253,-39.0035,-33.0278,-30.8838,-46.7902,-37.3831,-42.0335,-44.6493,-42.014,-35.5666,-37.7099,-35.1536,-34.2833,-30.2985,-39.2019,-36.4796,-37.1002,-45.542,-46.7824,-34.8635,-35.0094,-32.7513,-35.3058,-40.348,-43.0864,-43.3228,-43.3222,-40.7904,-46.1911,-50.4759,-29.1422,-32.2718,-42.6603,-39.8893,-30.9629,-34.3102,-37.0786,-35.0848,-30.2909,-37.5618,-35.0697,-44.6292,-32.1364,-34.1338,-42.401,-40.8643,-33.6948,-43.7548,-38.7987,-41.2583,-26.9625,-42.2524,-52.171,-42.3505,-40.6757,-39.1106,-37.6824,-40.8574,-45.1543,-44.5413,-38.4926,-41.108,-36.5754,-34.3641,-36.2965,-37.7076,-33.2097,-37.9025,-32.4332,-30.2181,-35.6091,-30.1805,-38.3853,-39.1292,-35.2944,-39.7918,-42.4396
