lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,gamma,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,mu_psi,sigma_psi,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.285945
# Diagonal elements of inverse mass matrix:
# 0.047283, 0.00808208, 0.0267171, 0.0192037, 0.00799352, 0.0141784, 0.016759, 0.00549323, 0.0383427, 0.0386746, 0.0347925, 0.0114097, 0.200294, 0.0201165, 0.197517, 0.0430466, 0.0163944, 0.0832728, 0.0371985, 0.0534652, 0.113465, 0.0492986, 0.0650308, 0.158671, 0.0409211, 0.0256407, 0.089196, 0.0233717, 0.140292
-4209.95,0.77128,0.285945,4,15,0,4224,54.9421,23.6897,181.591,50.5257,59.0544,51.9667,21.3506,54.5588,14.3434,106.49,96.1575,27.1561,125.932,0.160327,-1.37939,-1.33256,-1.28079,-1.29158,-1.44277,-1.37237,-0.923066,-1.28993,-1.22519,-0.973191,-1.26056,-1.31381,-1.31479,-1.19256,0.126031,0.251731,0.263802,0.277818,0.274837,0.236272,0.253505,0.397299,0.275291,0.293702,0.377875,0.283494,0.268795,0.268529,-35.2928,-38.5329,-33.7698,-49.3843,-40.6031,-38.2265,-40.7191,-47.1337,-40.03,-35.2552,-50.1227,-38.4514,-40.1954,-38.4217,-38.8672,-50.1403,-44.1152,-35.5576,-40.0443,-44.0777,-35.0506,-43.3542,-43.5331,-40.0651,-39.4313,-34.1014,-33.2867,-39.2619,-43.5815,-32.4447,-32.9807,-39.8542,-39.1413,-33.1526,-39.3635,-31.9616,-31.1497,-50.5014,-37.7211,-43.1437,-45.693,-40.8968,-35.4755,-38.996,-35.1061,-32.8644,-29.1183,-39.8558,-38.0662,-36.4632,-46.6058,-46.3034,-34.2157,-35.1369,-32.4952,-36.0693,-39.7038,-47.5224,-45.7336,-42.2245,-41.2399,-45.7672,-51.9479,-27.5161,-32.0669,-41.8957,-39.2581,-31.7241,-34.9815,-42.1154,-33.0149,-29.986,-37.1577,-36.4128,-46.3822,-30.5498,-34.7377,-41.1797,-40.6331,-32.07,-38.4526,-38.9839,-42.1472,-26.5635,-42.7128,-54.1904,-43.1815,-42.2719,-39.3256,-37.2183,-40.1574,-43.8578,-42.997,-38.7589,-41.2347,-37.3492,-34.2378,-35.8758,-38.9875,-33.7765,-38.1977,-31.8103,-30.4606,-33.821,-30.3852,-40.4994,-38.0983,-33.0053,-41.5927,-43.2534
-4206.41,0.977768,0.285945,5,31,0,4221.01,61.7826,24.4489,179.559,47.9101,61.5008,55.0226,22.9352,56.9823,19.3158,102.535,124.37,27.6461,114.054,0.120956,-1.25682,-1.48545,-1.31997,-1.31304,-1.62986,-1.39057,-0.782732,-1.42586,-1.16315,-0.993476,-1.18689,-1.24631,-1.46564,-1.30718,0.276539,0.284556,0.2264,0.267144,0.269001,0.195958,0.248935,0.457156,0.240303,0.312501,0.370287,0.30517,0.287565,0.230931,-34.6481,-39.0212,-32.5199,-48.9415,-39.7029,-37.6206,-40.3137,-45.8792,-40.088,-35.8766,-49.4676,-37.3831,-39.5918,-37.456,-39.5894,-50.3837,-44.1872,-35.4009,-41.6097,-43.1466,-34.3602,-43.7663,-42.5162,-39.6731,-39.8015,-34.0516,-33.8849,-38.89,-43.3804,-32.4351,-33.1182,-39.4049,-39.2664,-33.4136,-39.2878,-32.2778,-30.2476,-51.0919,-37.2571,-44.1189,-46.6757,-42.1168,-35.3576,-38.4674,-34.9191,-33.7398,-28.8473,-39.8541,-39.0318,-37.1251,-46.4291,-46.3611,-34.6418,-35.4866,-32.515,-35.8848,-40.2426,-45.5106,-46.0454,-42.9078,-40.9628,-47.2739,-51.9012,-27.3408,-32.1036,-41.6976,-39.0493,-31.0006,-35.1703,-40.3401,-33.784,-30.5593,-37.0416,-36.1639,-45.5615,-30.8046,-34.0119,-41.068,-40.3845,-32.7781,-38.0655,-39.2425,-42.5763,-27.1629,-43.2185,-51.8561,-43.7795,-40.1678,-38.8646,-37.1985,-39.7628,-44.2297,-43.316,-38.4788,-41.4903,-37.6469,-34.8484,-35.3615,-39.3492,-33.1724,-38.0143,-31.7384,-30.6656,-33.3355,-30.388,-41.0998,-38.2851,-32.7854,-41.6522,-44.2168
-4204.85,0.96923,0.285945,4,15,0,4218.61,76.571,27.9699,183.587,44.2794,60.2996,57.8794,27.2476,49.1018,14.7797,132.297,130.496,26.6247,169.462,0.124957,-0.852371,-1.10553,-1.24192,-1.53406,-1.81625,-1.43382,-0.822307,-1.63783,-1.01796,-0.660507,-1.03712,-1.39676,-1.36425,-1.18035,0.333305,0.426403,0.331036,0.288828,0.215659,0.162634,0.238397,0.439417,0.194402,0.36133,0.516589,0.354472,0.247398,0.255573,-34.6267,-39.2787,-33.1043,-50.5154,-40.3114,-36.7834,-40.4387,-46.2621,-40.0136,-36.289,-49.3369,-38.2478,-39.3848,-37.9142,-38.4922,-49.8706,-44.6292,-35.7255,-41.4755,-43.1337,-34.3759,-44.2471,-42.7179,-39.614,-39.4479,-33.1495,-34.1196,-39.0199,-43.2463,-32.2322,-32.7426,-39.1217,-38.7148,-33.1738,-38.7048,-31.9099,-29.2999,-51.8785,-36.8921,-42.3458,-45.5932,-41.5607,-35.0809,-37.2084,-34.9781,-33.1801,-30.347,-39.1741,-39.3003,-37.1233,-45.698,-45.8835,-34.3462,-35.2209,-32.1499,-35.5654,-40.0062,-45.4906,-42.3283,-43.3577,-41.6764,-47.4997,-51.1015,-27.5437,-31.4578,-41.5456,-39.0868,-31.9024,-35.1025,-41.8673,-33.4001,-30.4011,-37.7019,-35.5728,-45.3052,-30.9317,-34.2837,-41.062,-40.7342,-32.2941,-38.106,-39.2459,-42.5766,-28.0088,-43.7416,-52.6695,-44.0829,-40.4484,-38.8182,-36.6587,-40.1586,-44.5654,-43.4832,-38.5448,-41.8792,-37.6195,-33.6995,-34.2413,-39.3601,-33.7176,-38.0866,-31.4605,-30.9243,-33.0583,-30.4215,-41.3609,-38.3654,-33.0101,-42.4892,-44.1261
-4206.85,0.881888,0.285945,4,15,0,4218.61,53.4957,26.2002,173.186,59.7749,61.3485,50.7982,17.3288,49.3177,20.9926,111.571,124.438,31.819,130.909,0.132679,-1.35358,-1.35964,-1.25791,-1.01288,-1.7244,-1.44494,-1.08841,-1.57541,-0.940063,-1.0042,-1.0538,-1.33358,-1.52115,-1.25864,0.186341,0.258315,0.256754,0.284246,0.363173,0.17828,0.235761,0.33675,0.206922,0.390603,0.366336,0.34861,0.263531,0.218459,-33.9176,-39.7896,-32.8004,-47.0374,-38.9226,-36.8185,-39.2795,-46.5238,-39.994,-36.1788,-49.5166,-39.3084,-39.36,-37.544,-38.7021,-49.7849,-43.9657,-35.3388,-41.6184,-42.1208,-34.9022,-44.2064,-42.3002,-39.3384,-38.9757,-33.5029,-33.7142,-38.7985,-43.4507,-32.7154,-33.1685,-39.0935,-38.8275,-33.4357,-39.3191,-32.2904,-29.7366,-51.7253,-37.7734,-43.5813,-46.1778,-42.1139,-35.4969,-38.0258,-34.8973,-33.5428,-29.1932,-39.6953,-38.6474,-37.3824,-46.0303,-46.2716,-34.5672,-35.1974,-32.7211,-35.9873,-40.0219,-46.0903,-44.0196,-43.0882,-41.6074,-47.7266,-51.62,-27.5226,-31.1316,-41.9726,-39.2706,-31.0773,-35.1438,-41.2981,-33.0478,-30.731,-37.468,-36.1235,-45.727,-30.2908,-34.1537,-41.5438,-40.6248,-32.3082,-37.5699,-39.8369,-42.4192,-26.6903,-43.5571,-51.6245,-43.2467,-40.6501,-39.2171,-36.7365,-40.0963,-44.844,-43.8239,-38.6453,-41.8035,-37.9827,-34.987,-35.1677,-39.8657,-33.3917,-38.4698,-31.8763,-30.7664,-33.4136,-30.3751,-41.8344,-38.8561,-33.0935,-42.6675,-44.0897
-4210.18,0.788149,0.285945,4,15,0,4222.06,69.4344,28.9796,182.297,44.087,63.6689,52.2064,18.4735,48.8247,14.3268,129.887,123.243,23.9833,159.851,0.114813,-1.04322,-1.3532,-1.31116,-1.26744,-1.78991,-1.58946,-1.08169,-1.67686,-1.32474,-0.734535,-1.25778,-1.2897,-1.62158,-1.49157,0.290956,0.35232,0.258412,0.269508,0.281551,0.166975,0.204036,0.339023,0.186959,0.265871,0.479728,0.284284,0.275354,0.197587,-36.3157,-40.4096,-32.0694,-48.7384,-39.8235,-37.25,-39.1448,-45.6915,-39.9032,-36.418,-49.1484,-37.4177,-39.8919,-38.5239,-39.2763,-51.1047,-44.6957,-36.3691,-41.3971,-44.2504,-34.2251,-44.473,-43.1398,-40.0064,-40.2249,-33.9761,-34.6285,-38.7942,-43.4169,-32.6541,-32.7605,-39.1954,-38.4045,-33.1271,-39.1694,-31.8724,-28.9817,-51.3182,-37.0062,-43.7432,-45.7637,-41.7898,-34.5548,-37.3276,-34.8901,-34.0728,-29.9608,-39.3002,-39.0229,-36.7037,-45.3118,-45.9456,-34.9063,-35.2329,-32.6062,-35.3967,-40.5078,-45.8151,-43.5744,-43.6953,-42.2648,-47.4018,-51.2626,-27.9479,-31.2904,-41.2615,-39.147,-31.028,-35.0561,-40.4775,-34.4944,-31.1727,-37.4081,-35.7344,-44.1729,-30.7975,-33.5526,-41.0381,-40.6563,-32.8246,-37.7503,-39.4464,-42.5952,-27.6219,-43.703,-50.9563,-43.7821,-41.216,-38.589,-36.5385,-40.0996,-44.8284,-43.6575,-38.4429,-41.8549,-37.579,-34.2537,-34.3529,-39.3114,-33.1902,-37.9922,-31.4914,-30.7067,-32.6837,-30.411,-41.232,-38.5935,-32.7917,-41.8933,-44.2993
-4209.79,0.970877,0.285945,4,15,0,4225.19,62.955,31.8911,154.727,47.2196,54.5583,46.2306,18.6842,45.6026,16.739,111.25,117.86,28.82,102.116,0.127057,-1.06793,-0.83383,-1.37449,-1.56176,-1.75752,-1.57336,-1.04061,-1.58643,-0.924429,-0.768406,-1.09666,-1.42189,-1.38928,-1.20427,0.284453,0.343719,0.434382,0.252967,0.209767,0.172472,0.207347,0.35324,0.204656,0.396758,0.463752,0.333986,0.241257,0.249253,-34.2275,-40.2933,-32.9814,-51.0303,-39.3436,-36.3043,-41.5255,-46.6337,-40.6175,-35.761,-49.7949,-38.8241,-39.7549,-37.0886,-38.491,-49.2795,-44.2149,-35.232,-40.9781,-41.84,-34.8794,-43.8982,-42.7231,-39.7073,-39.5134,-32.6986,-32.9168,-39.1902,-43.6617,-32.0809,-33.0248,-39.1154,-38.6947,-33.6358,-38.9656,-32.6768,-27.7645,-50.7219,-37.9115,-42.8366,-45.2294,-42.0936,-35.7121,-37.5206,-35.238,-33.3029,-30.2457,-39.7699,-38.9246,-37.2381,-46.2828,-46.2225,-34.7301,-35.6432,-32.5216,-35.9028,-39.8793,-45.4638,-43.0489,-42.796,-41.7777,-47.0555,-52.2342,-27.5404,-31.7256,-42.3024,-39.2457,-32.4836,-35.384,-41.0523,-32.8975,-30.5988,-37.9288,-35.8024,-44.8394,-31.0523,-34.5447,-41.2555,-40.6025,-32.528,-37.7729,-39.9462,-42.5084,-26.8921,-43.1089,-53.3175,-43.3574,-37.8821,-39.361,-36.7872,-39.8067,-44.1299,-43.2068,-38.7988,-41.488,-38.0353,-34.26,-34.5275,-39.7729,-33.6655,-38.574,-31.9367,-31.5348,-33.4558,-30.1114,-41.71,-38.4768,-33.8407,-42.6375,-44.1529
-4207.32,0.913539,0.285945,4,15,0,4223.55,56.0171,24.9302,190.712,50.5601,55.0708,57.0178,18.3627,43.732,18.5863,109.601,108.624,26.8789,149.193,0.127465,-1.28034,-1.2286,-1.11016,-0.967117,-1.7424,-1.30676,-1.14368,-1.70496,-1.10185,-0.81603,-1.27495,-1.07716,-1.23162,-1.29621,0.254038,0.277942,0.292702,0.329507,0.380178,0.175099,0.270695,0.318645,0.18178,0.332256,0.442184,0.279445,0.34056,0.29182,-35.1482,-39.149,-32.6096,-48.4135,-39.9298,-37.2934,-39.2058,-45.8272,-39.8567,-36.0757,-50.1846,-37.7894,-40.1622,-38.079,-38.885,-50.2381,-44.6253,-36.308,-40.1205,-43.4911,-34.9772,-44.5438,-42.9761,-39.9308,-39.7296,-33.3976,-33.917,-38.8233,-43.3122,-33.1757,-33.3974,-39.0517,-38.5638,-33.615,-39.7203,-32.5131,-30.2316,-49.979,-36.5622,-42.7524,-44.8751,-41.9995,-35.3135,-37.2868,-35.2289,-33.9974,-30.0107,-39.5941,-38.8694,-37.1914,-45.8154,-46.6988,-34.8931,-35.0468,-33.0541,-36.0089,-40.3919,-45.5265,-42.4493,-42.8,-41.9037,-46.7291,-50.7179,-27.8968,-31.3797,-41.5739,-39.186,-30.7214,-35.354,-41.7955,-33.8884,-30.5796,-37.3785,-36.0246,-43.6896,-30.1039,-33.6881,-41.0196,-40.6896,-32.748,-38.1725,-39.8749,-42.5787,-27.0793,-43.2807,-51.3665,-43.8671,-40.8553,-39.1537,-36.9768,-40.4963,-44.4919,-43.7235,-38.7891,-41.616,-38.0523,-34.736,-34.5441,-39.8136,-33.6643,-38.2788,-32.0371,-30.474,-33.3921,-30.9644,-41.6456,-38.6637,-32.9767,-42.564,-44.1935
-4206.3,0.887884,0.285945,4,15,0,4218.86,81.3656,24.9696,174.184,57.717,59.6261,47.3437,24.6615,44.6368,14.5118,120.715,130.045,26.6823,137.293,0.129121,-0.852657,-1.36972,-1.19148,-1.21255,-1.73679,-1.53393,-0.647348,-1.63053,-1.00103,-0.602775,-1.02423,-1.35489,-1.5701,-1.18384,0.399446,0.426281,0.254177,0.303771,0.297439,0.176084,0.215686,0.523432,0.195825,0.367499,0.547291,0.359071,0.257976,0.208025,-34.6883,-40.3254,-32.9238,-47.821,-39.4539,-36.8629,-39.1238,-46.9889,-40.3445,-36.4576,-49.3637,-38.5536,-39.297,-38.3078,-38.5694,-50.345,-44.2463,-35.5701,-41.8767,-42.0683,-34.6059,-44.9834,-42.2146,-40.0173,-39.9423,-33.5715,-34.0991,-38.9423,-44.045,-32.3814,-33.2539,-38.8654,-38.3097,-33.6351,-38.647,-32.1596,-29.9016,-51.3604,-38.1917,-43.1846,-44.4154,-41.5602,-35.1416,-37.3196,-34.926,-33.2646,-29.8396,-39.3456,-38.3613,-36.7477,-45.5643,-46.2677,-34.6744,-35.9922,-32.5831,-35.9406,-39.7725,-45.9211,-43.2818,-42.9058,-41.9196,-46.7318,-51.5587,-27.4374,-31.4327,-41.8708,-38.9194,-31.5697,-35.5979,-40.7476,-32.7875,-31.0642,-37.5539,-35.7321,-44.8189,-31.3544,-35.3661,-40.6724,-40.413,-32.5794,-37.2536,-39.6941,-42.6592,-26.9012,-42.5412,-51.6506,-43.8666,-39.7377,-39.0064,-36.4002,-39.8615,-44.0576,-43.207,-38.545,-41.2103,-37.8736,-34.2993,-34.6709,-39.9009,-33.7461,-38.3739,-31.8283,-31.3092,-33.5344,-30.3036,-41.9268,-38.3667,-33.1436,-43.013,-43.9337
-4213.61,0.91368,0.285945,4,15,0,4220.13,74.1441,24.8199,190.902,50.5463,62.376,50.2179,23.8413,48.0187,16.3254,127.332,110.615,25.9216,144.005,0.135266,-0.760938,-1.6165,-1.28969,-0.983223,-1.77995,-1.43995,-0.572962,-1.66129,-1.07788,-0.701417,-1.17644,-1.29062,-1.70493,-1.24272,0.57448,0.467228,0.198592,0.275355,0.374103,0.168646,0.236939,0.563853,0.189894,0.340317,0.495882,0.308374,0.275101,0.181785,-34.5854,-39.8271,-32.8993,-47.8443,-40.015,-38.0033,-38.9944,-45.6552,-39.784,-36.2547,-49.6209,-38.1407,-40.3101,-38.4739,-38.232,-50.8779,-44.3274,-36.4345,-40.4061,-45.1746,-34.539,-44.1189,-42.8449,-39.6328,-39.3297,-34.1456,-34.2964,-38.6898,-42.8846,-32.988,-32.9298,-39.4827,-38.6465,-33.0313,-39.6621,-31.4577,-30.8927,-50.7633,-37.4723,-44.5106,-44.8251,-41.2793,-34.8199,-38.119,-34.9937,-33.4772,-28.6615,-39.3451,-38.4183,-36.5762,-45.1862,-46.1352,-34.5231,-35.2324,-32.7669,-35.9871,-40.2082,-46.9468,-43.6352,-43.333,-42.3288,-46.9939,-51.161,-27.4838,-30.7425,-41.6536,-39.537,-31.0022,-35.0661,-41.7884,-33.2173,-30.6199,-37.4012,-36.1741,-45.1548,-29.7076,-33.3156,-41.4955,-40.4095,-32.2534,-38.3728,-39.5355,-42.3295,-26.984,-43.3663,-51.312,-43.2857,-42.308,-39.0086,-36.4334,-40.2853,-44.8456,-43.7711,-38.6395,-41.7913,-37.5416,-34.7455,-35.5409,-39.392,-33.788,-38.1806,-31.4926,-30.9935,-33.172,-30.6668,-41.3171,-38.5952,-32.8822,-42.1509,-44.0823
-4208.29,0.985684,0.285945,4,31,0,4224.99,71.5341,23.6812,188.351,47.8044,59.5848,64.7245,24.8271,47.611,19.4377,123.765,108.825,30.8182,151.565,0.123852,-1.21177,-1.45266,-1.20172,-1.30304,-1.80209,-1.3007,-0.67332,-1.59575,-1.22632,-0.672423,-1.35004,-1.37555,-1.50152,-1.39591,0.358066,0.29767,0.233947,0.300676,0.271704,0.164953,0.272341,0.510013,0.202756,0.293371,0.51047,0.25923,0.2527,0.222792,-35.4148,-38.6741,-33.1305,-49.1811,-39.3089,-37.6605,-39.9385,-46.0144,-39.6411,-35.8201,-49.5264,-38.8009,-39.4662,-37.9219,-38.6242,-49.5568,-44.0587,-35.6082,-40.7481,-42.8943,-34.7876,-43.9759,-43.2499,-39.8948,-39.9805,-33.6959,-34.1502,-38.5449,-43.1154,-32.5515,-33.0975,-39.0902,-38.217,-33.3908,-39.6786,-31.8816,-31.206,-49.777,-37.1862,-43.2585,-45.155,-41.945,-34.9641,-37.2125,-34.7978,-33.544,-29.7031,-39.175,-38.5832,-37.4351,-45.5148,-46.2953,-34.6245,-35.5861,-32.4835,-35.8606,-40.146,-46.0875,-44.0904,-42.9667,-41.6257,-47.2018,-51.1701,-27.5774,-31.1609,-41.5789,-38.9888,-31.2019,-35.2478,-42.915,-34.177,-30.7835,-37.9479,-35.4231,-44.2906,-30.7864,-34.0354,-41.3877,-40.708,-32.4923,-38.4098,-39.2449,-42.5279,-27.6521,-43.5995,-51.5087,-43.9425,-41.6606,-38.8354,-36.6635,-40.0162,-44.5352,-43.3984,-38.5647,-41.8892,-38.166,-34.1606,-34.9046,-39.3119,-33.5447,-37.9543,-31.5584,-30.7169,-33.5203,-31.1186,-40.9757,-38.5857,-32.7366,-41.8831,-44.111
-4213.81,0.817611,0.285945,4,15,0,4226.05,81.8754,31.2722,175.417,44.3969,63.0519,44.4088,24.252,47.4442,14.2593,130.438,133.216,25.0272,177.445,0.117503,-0.898949,-0.935513,-1.36271,-1.5926,-1.61075,-1.71026,-0.990033,-1.69066,-1.09332,-0.315466,-0.962796,-1.12885,-1.5357,-1.04646,0.581449,0.406997,0.392385,0.255967,0.203395,0.199738,0.180819,0.371564,0.184398,0.335104,0.729449,0.381824,0.323404,0.215305,-35.0946,-41.0907,-32.9418,-51.4125,-40.4795,-36.5322,-40.7804,-46.0504,-40.2197,-36.0279,-49.4168,-37.2141,-39.9048,-38.8436,-38.9288,-50.2395,-44.7261,-36.3277,-41.0668,-44.5281,-34.3188,-44.0865,-42.1452,-39.9436,-40.1388,-32.8197,-33.8681,-39.4593,-43.2534,-32.458,-32.7192,-39.5058,-38.8955,-33.2407,-39.0047,-32.7514,-28.569,-50.5441,-37.2853,-42.6929,-44.6862,-41.5322,-35.0669,-37.5601,-35.0065,-33.3645,-30.9509,-39.4455,-39.1176,-36.7181,-45.6016,-45.7859,-34.3504,-35.8011,-32.5225,-35.7174,-39.9445,-44.8736,-42.3881,-43.3781,-42.2153,-47.0329,-50.8285,-27.8279,-32.3362,-41.5993,-39.2868,-32.1776,-35.4857,-39.0672,-33.0953,-30.6461,-37.8697,-36.3838,-45.0116,-31.4627,-34.1406,-40.8828,-40.664,-32.667,-37.6238,-39.2672,-42.4381,-27.5291,-43.1094,-53.0822,-44.1725,-39.951,-38.8646,-36.8932,-40.0758,-43.9426,-43.228,-38.5992,-41.5269,-37.7141,-33.8355,-33.6643,-39.3173,-33.7619,-37.9509,-31.877,-30.9385,-33.2887,-30.444,-41.4101,-38.0938,-33.6071,-42.1481,-44.0621
-4212.31,0.670873,0.285945,5,47,0,4236.32,69.3068,26.2751,216.277,52.1199,69.8744,59.2911,21.7398,51.3113,15.2449,151.478,145.002,24.4787,185.926,0.113546,-0.995378,-1.26306,-1.24532,-1.3211,-1.71277,-1.41368,-1.30326,-1.67007,-1.19466,-0.663551,-1.07739,-1.50697,-1.58546,-1.26497,0.321846,0.369584,0.282787,0.287848,0.266842,0.180366,0.243248,0.271644,0.188234,0.302808,0.515019,0.340483,0.221581,0.204854,-35.5872,-39.451,-33.077,-48.6516,-40.5052,-36.899,-40.1055,-45.6896,-39.9172,-35.9382,-49.1463,-37.6903,-39.6879,-38.1046,-39.3939,-50.3453,-44.8603,-36.1774,-41.1985,-44.6835,-33.8705,-45.0484,-42.9834,-39.4186,-39.4038,-33.4092,-34.6957,-38.5265,-43.4612,-32.3636,-33.0149,-39.1401,-38.4071,-33.481,-39.4132,-31.5719,-29.8978,-53.2016,-37.1011,-43.0127,-46.3714,-41.4433,-34.9923,-36.662,-34.6665,-33.2952,-30.2292,-38.9052,-39.296,-37.1103,-45.795,-46.0573,-34.6306,-34.9296,-31.7284,-35.6198,-40.2993,-45.7473,-42.5645,-43.3184,-41.8746,-47.3947,-51.4089,-28.1294,-31.5083,-40.7942,-38.9566,-31.1339,-35.487,-41.3965,-34.1516,-30.1146,-37.7707,-35.7998,-45.4076,-32.3892,-34.1202,-40.8391,-40.8964,-32.6411,-37.7408,-39.6049,-42.8581,-28.1643,-43.7546,-53.2425,-44.4548,-41.61,-38.4075,-36.5916,-39.9921,-44.7452,-43.4945,-38.3546,-41.6735,-37.4686,-33.7832,-34.4612,-39.7055,-33.6928,-37.9633,-31.1538,-30.7423,-32.3718,-30.6101,-41.737,-38.0664,-32.5845,-42.7536,-44.4148
-4221.02,0.919878,0.285945,4,15,0,4237.05,102.919,31.2216,185.438,52.778,60.1367,48.3876,20.5485,49.7045,15.1526,147.276,141.608,23.5838,248.207,0.0973841,-0.675034,-1.30866,-1.21122,-1.39035,-1.71,-1.78046,-1.00454,-1.72016,-1.20816,-0.425676,-1.08363,-1.22601,-1.38275,-1.42291,0.416543,0.509139,0.270181,0.297834,0.248987,0.180866,0.168561,0.366212,0.179038,0.298747,0.653328,0.338365,0.293462,0.250887,-35.5135,-41.1837,-32.4781,-48.8462,-39.5587,-36.8172,-38.9817,-46.3024,-39.649,-36.4567,-48.7033,-37.2546,-39.0574,-39.3036,-39.2578,-51.6975,-45.1718,-35.8957,-42.2851,-43.2642,-34.1433,-44.4098,-42.8697,-40.1626,-40.5185,-33.9307,-35.0795,-39.1785,-42.9593,-32.3195,-32.4752,-38.8891,-39.2598,-33.2045,-38.5765,-32.344,-28.9331,-51.0967,-37.1617,-43.633,-46.1254,-42.406,-34.7237,-37.9045,-35.0823,-33.6748,-31.5031,-39.691,-40.0809,-36.744,-45.2521,-45.8353,-34.5914,-35.3382,-32.5361,-35.3962,-39.9613,-45.4047,-43.5858,-43.3268,-42.2738,-47.2104,-51.1084,-27.9911,-32.3245,-40.8654,-39.3144,-31.8561,-35.6418,-38.9121,-33.8309,-31.2977,-37.1761,-36.2637,-45.5996,-31.7921,-33.7131,-40.9761,-41.9392,-32.871,-38.0786,-39.4408,-41.9481,-27.4976,-43.9905,-50.9987,-44.9171,-41.7414,-38.6037,-37.0897,-40.2705,-44.1502,-43.2035,-38.4341,-41.8742,-37.7956,-33.8667,-34.0518,-39.12,-33.555,-37.836,-31.6184,-31.2559,-32.7843,-30.0952,-41.1706,-38.3674,-32.885,-41.8741,-44.4468
-4212.95,0.999595,0.285945,4,15,0,4232.16,79.8773,28.0763,219.32,52.0626,73.1269,63.1846,25.7415,54.9951,17.7012,136.848,173.029,35.6173,148.235,0.116627,-1.11825,-1.33222,-1.24283,-1.25177,-1.70551,-1.30268,-0.61032,-1.65818,-1.1056,-0.666683,-0.774633,-1.47296,-1.62054,-1.07047,0.402065,0.326853,0.263891,0.288566,0.285999,0.181679,0.271803,0.543177,0.190486,0.331013,0.513408,0.460873,0.229245,0.197792,-35.0069,-39.2268,-33.3642,-47.6338,-39.6945,-36.3625,-40.525,-45.2331,-39.9181,-35.9283,-49.1017,-39.5893,-39.0523,-36.9683,-39.8367,-48.9998,-43.9811,-35.0785,-42.8259,-42.8243,-34.065,-45.3623,-41.775,-39.4207,-39.6443,-33.0221,-33.509,-38.0474,-43.5724,-32.1682,-33.0019,-38.7594,-38.5748,-33.0859,-39.4951,-32.1489,-30.5519,-53.3664,-37.6,-44.4951,-46.149,-42.0635,-35.2583,-37.294,-34.4081,-33.3516,-30.4444,-38.8503,-38.7534,-37.7531,-45.6098,-45.9945,-34.0803,-35.4498,-32.3159,-35.4366,-40.2194,-45.3755,-44.677,-43.3527,-41.2938,-48.9445,-51.2929,-27.9123,-31.0606,-41.3801,-38.7726,-31.0675,-35.3627,-40.9227,-33.5708,-30.7684,-38.143,-35.6233,-45.919,-31.5988,-34.7026,-41.619,-40.6364,-32.6979,-37.1143,-39.2381,-43.2012,-27.6957,-44.2007,-52.9749,-44.5291,-40.8202,-38.1894,-36.717,-39.4095,-44.9791,-43.6413,-37.9098,-42.2603,-37.9195,-34.0468,-34.1308,-39.8477,-33.3544,-37.6258,-31.6057,-30.4797,-33.4098,-30.3848,-42.1149,-38.3953,-32.5668,-43.0909,-44.1781
