core,Sample,Cupressaceae,Picea,Abies,Larix,Pinus total,Pinus undiff,Pinus haploxylon,Pinus diploxylon,Tsuga,Taxus,Populus,Salix,Betula,Betula - small,Ostrya-Carpinus,Fraxinus nigra,Fraxinus americana,Quercus,Ulmus,Acer saccharum,Acer rubrum,Acer undifferentiated,Tilia,Juglans nigra,Juglans cinerea,Carya,Platanus,Celtis,Fagus,Castanea,Nyssa,Liquidambar,Fraxinus undifferentiated,Morus,Ilex,Alnus rugosa,Alnus crispa,Corylus,Myrica-Comptonia,Rhamnus-Vitis,Ericaceae,Viburnum,Hammamelis,Cornus,Cephalanthus,Poaceae,Zea,Artemisia,Ambrosia,Urtica spp.,Tubuliflorae,Liguliflorae,Chenopodiaceae,Polygonum bistoides,Polygonaceae,Umbelliferae,Rumex,Plantago,Rosaceae,Cyperaceae,Sambucus,Humulus,Stellaria,Caryophyllaceae,Ranunculaceae,Apiaceae,Galium,Fabaceae,Thalictrum,Iva ciliata,Denstaedtia,Pteridium,Botrychium,Lycopodium lucidulum,Lycopodium annotinum,Lycopodium obscurum,Lycopodium complanatum,Lycopodium inundatum,Lycopodium undiff.,Osmunda,Woodsia,Monolete spore,Trilete spore,Ruppia,Polypodium,Dryopteris thelypteris,Brasenia,Myriophyllum,Sphagnum,Typha,Nuphar,Nymphaea,Isoetes,Potamogeton,Indetermined crumpled,Indetermined broken,Indetermined coroded,Indetermined obscured,Unidentified,Unknown,Exotic,Charcoal:Pollen,trees and shrubs,herbs,ferns,aquatics,indeterminable,upland pollen sum,pollen sum + aquatics,total pollen sum
surface,104.5,0,0,0,0,53,35,14,4,98,0,1,0,97,1,3,0,4,78,6,15,9,1,1,0,2,4,3,0,117,11,0,0,3,0,4,1,0,1,2,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,5,1,0,0,3,0,2,0,3,2,0,0,187,51,519,3,6,10,7,528,538,545
surface,106.5,0,0,0,0,35,28,5,2,143,0,0,0,110,1,2,1,9,61,4,13,10,3,1,0,1,7,2,0,96,8,0,0,1,0,6,3,0,0,6,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,9,5,0,1,0,0,178,31,527,3,6,1,15,536,537,552
surface,108.5,3,0,0,0,40,29,8,3,153,0,0,0,103,1,2,4,4,66,4,13,6,4,2,0,2,3,0,0,84,9,0,0,1,0,4,2,0,0,7,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,2,0,9,2,3,2,0,1,162,29,522,2,7,4,17,531,535,552
surface,110.5,2,2,0,0,31,12,11,8,120,0,0,0,166,0,2,0,11,55,3,13,12,1,2,0,3,3,0,0,121,2,0,0,2,0,3,3,0,0,9,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,3,2,2,2,0,1,167,32,576,3,8,2,10,587,589,599
surface,112.5,1,0,0,0,55,39,14,2,107,0,0,0,115,0,1,1,6,55,4,11,5,1,1,0,3,6,0,0,128,6,0,0,3,0,5,1,0,1,11,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,8,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,2,0,5,4,1,1,0,0,174,23,530,6,16,4,11,552,556,567
surface,114.5,1,0,0,0,42,31,10,1,95,0,0,0,152,0,4,2,6,47,2,17,9,2,2,0,0,8,0,0,129,4,0,0,2,0,7,1,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,2,0,0,170,29,540,1,5,1,14,546,547,561
surface,116.5,1,2,1,2,39,25,11,3,133,0,0,0,100,2,1,2,5,63,5,13,3,1,1,0,1,11,2,0,112,2,0,0,1,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0,2,4,2,3,0,0,150,15,521,3,7,2,11,531,533,544
surface,119.5,0,1,0,0,32,25,6,1,144,0,0,0,111,0,2,6,8,55,5,10,3,1,1,0,0,6,4,0,127,4,0,0,3,0,6,2,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,6,1,4,0,1,105,29,546,0,2,5,20,548,553,573
Drive 1,124,2,2,0,0,26,18,5,3,130,0,0,0,112,0,1,1,5,51,4,13,2,0,0,0,1,3,1,0,155,3,0,0,0,0,6,1,0,0,7,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,11,0,0,167,0,530,1,5,4,14,536,540,554
Drive1 ,128,0,3,0,0,24,17,6,1,120,0,0,0,108,0,2,4,3,55,5,14,3,0,3,0,2,11,2,0,136,7,0,0,0,0,2,3,0,0,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,153,0,518,3,2,3,1,523,526,527
Drive 1,132,2,1,0,0,37.5,24.5,12,1,103,0,0,1,91,0,3,5,8,63,4,5,3,0,0,0,0,8,1,0,144,10,0,0,0,0,8,10,0,0,6,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,162,0,517.5,3,0,3,2,520.5,523.5,525.5
Drive 1,136,1,1,0,0,40,22,16,3,123,0,0,0,96,0,3,5,2,70,9,12,0,0,2,0,1,5,0,0,138,2,0,0,0,0,4,2,0,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,530,2,3,0,0,535,535,535
Drive 1,140,3,2,0,0,29.5,15.5,12,2,105,0,0,0,72,0,4,2,12,62,11,15,3,0,3,0,2,7,3,0,172,3,0,0,0,0,4,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,175,0,532.5,1,1,0,2,534.5,534.5,536.5
Drive 2,145,1,3,0,0,39.5,17.5,22,0,115,0,0,0,108,0,6,0,7,57,10,13,1,0,2,0,1,5,0,0,149,7,0,0,0,0,5,1,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,0,0,155,0,546.5,3,2,1,6,551.5,552.5,558.5
Drive 2,148,1,0,0,0,43.5,24.5,16,3,118,0,0,0,113,0,1,4,6,71,4,19,4,0,1,0,2,6,3,0,123,5,0,0,0,0,4,1,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,160,0,544.5,0,7,1,2,551.5,552.5,554.5
Drive 2,152,1,2,0,0,40.5,30.5,10,0,109,0,0,0,122,0,3,1,8,57,11,9,1,0,2,0,2,6,1,0,154,3,0,0,0,0,1,3,0,2,8,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,137,0,549.5,3,2,3,0,554.5,557.5,557.5
Drive 2,156,0,1.5,0,0,52.5,24.5,22,6,154,0,0,2,108,0,0,1,3,91,9,16,2,0,1,0,0,6,1,0,139,4,0,0,0,0,5,3,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,157,0,616,1,8,3,0,625,628,628
Drive 2,160,0,1,0,0,37,26,11,0,124,0,0,0,117,0,2,1,10,107,8,11,1,0,1,0,3,3,0,0,134,2,0,0,0,0,3,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,144,0,574,3,5,3,1,582,585,586
Drive 2,164,1,0,0,0,29,17,8,4,119,0,0,0,91,0,7,0,7,66,1,17,0,0,0,0,3,8,3,0,144,3,0,0,0,0,1,7,0,0,7,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,149,0,518,1,7,7,1,526,533,534
Drive 2 ,168,3,0,0,0,41.5,23.5,14,4,134,0,0,0,70,0,4,2,4,73,5,11,6,0,0,0,1,6,1,0,126,3,0,0,0,0,1,4,0,1,14,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,169,0,515.5,1,5,3,0,521.5,524.5,524.5
Drive 2,172,0,2,0,0,28.5,20.5,8,0,123,0,0,0,101,0,2,1,7,56,3,11,2,0,2,0,0,4,0,0,143,4,0,0,0,0,4,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,5,0,0,145,0,501.5,1,4,2,6,506.5,508.5,514.5
Drive 2,176,0,1,0,0,36,27,9,0,156,0,0,0,110,0,1,2,2,75,1,14,0,0,0,0,1,5,3,0,167,2,0,0,0,0,0,3,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,172,0,592,0,2,1,5,594,595,600
Drive 2,180,1,0,0,0,28.5,24.5,4,0,130,0,0,0,96,0,1,0,3,83,4,8,0,0,1,0,1,8,1,0,145,1,0,0,0,0,1,5,0,2,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,163,0,528.5,1,4,1,4,533.5,534.5,538.5
Drive 2,184,0,4,0,0,67,48,15,4,92,0,1,0,99,0,3,1,8,81,5,17,2,0,1,0,1,7,0,0,177,4,0,0,0,0,7,3,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,6,0,0,154,154,592,1,5,3,7,598,601,608
