"ages","pollen.Ash","pollen.Beech","pollen.Birch","pollen.Hemlock","pollen.Hickory","pollen.Maple","pollen.Oak","pollen.Other_conifer","pollen.Other_hardwood","pollen.Pine","pollen.Spruce"
110,2,21,45,32,17,4,92,0,39,28,0
