"","meters.east","meters.north","Ash","Atlantic white cedar","Basswood","Beech","Birch","Cherry","Chestnut","Dogwood","Elm","Fir","Hemlock","Hickory","Ironwood","Maple","Oak","Pine","Spruce","Tamarack","Walnut","Other hardwood","Black gum/sweet gum","Cedar/juniper","Poplar/tulip poplar"
"15897",1597000,486000,0.005,2e-07,0.00055,0.001,0.00875,5e-04,0.052,0.00205,2e-04,2e-07,0.0558,0.01755,7e-04,0.0208,0.2861,0.3505,2e-07,2e-07,2e-04,3e-04,0.0092,2e-07,0.00545
"15898",1605000,486000,0.0035,2e-07,0.00065,0.00075,0.00875,2e-04,0.04295,0.001,1e-04,2e-07,0.05665,0.0164,0.0011,0.017,0.3404,0.4096,2e-07,2e-07,2e-04,2e-04,0.00455,2e-07,0.0025
"15899",1613000,486000,0.0022,2e-07,6e-04,3e-04,0.0088,2e-04,0.046,8e-04,1e-04,2e-07,0.01675,0.0295,0.0016,0.0101,0.5639,0.24015,2e-07,2e-07,1e-04,1e-04,0.0025,2e-07,0.001
"15900",1621000,486000,0.0023,2e-07,4e-04,3e-04,0.0043,4e-04,0.08195,0.0011,1e-04,2e-07,0.00895,0.0378,0.0036,0.0088,0.75865,0.03595,2e-07,2e-07,1e-04,2e-04,0.00235,2e-07,9e-04
"15901",1629000,486000,0.0026,2e-07,4e-04,5e-04,0.003,3e-04,0.08395,7e-04,1e-04,2e-07,0.00505,0.02705,0.0031,0.0087,0.77135,0.01315,2e-07,2e-07,1e-04,2e-04,0.00305,2e-07,7e-04
"15902",1637000,486000,0.0049,2e-07,6e-04,0.0011,0.00555,4e-04,0.08165,8e-04,2e-04,2e-07,0.00505,0.0522,0.00285,0.0137,0.63985,0.023,2e-07,2e-07,3e-04,7e-04,0.00415,2e-07,0.00085
"15903",1645000,486000,0.0063,2e-07,9e-04,0.00175,0.0044,5e-04,0.09985,5e-04,3e-04,2e-07,0.0055,0.05955,0.00345,0.0172,0.6039,0.0178,2e-07,2e-07,3e-04,0.001,0.00375,2e-07,0.001
"15904",1653000,486000,0.0067,2e-07,8e-04,0.0019,0.0043,3e-04,0.0563,4e-04,0.00045,2e-07,0.00275,0.083,0.00455,0.01675,0.59625,0.01405,2e-07,2e-07,3e-04,0.00105,0.00605,2e-07,0.001
"15905",1661000,486000,0.0089,2e-07,7e-04,0.0018,0.00405,4e-04,0.03495,3e-04,5e-04,2e-07,0.0018,0.1151,0.0039,0.019,0.61125,0.00805,2e-07,2e-07,3e-04,0.0012,0.0053,2e-07,0.0011
"15906",1669000,486000,0.00825,2e-07,7e-04,0.0012,0.00405,3e-04,0.0281,2e-04,7e-04,2e-07,0.0012,0.1197,0.00315,0.019,0.6597,0.0032,2e-07,2e-07,0.00025,0.00105,0.0035,2e-07,0.001
"15907",1677000,486000,0.0089,2e-07,7e-04,0.00135,0.0033,2e-04,0.0203,2e-04,0.001,2e-07,9e-04,0.1878,0.0022,0.0165,0.6209,0.00365,2e-07,2e-07,3e-04,0.0012,0.00285,2e-07,0.0012
"15908",1685000,486000,0.0078,2e-07,5e-04,0.0012,0.0029,2e-04,0.0194,2e-04,0.00105,2e-07,0.00075,0.2552,0.00125,0.0125,0.56215,0.00165,2e-07,2e-07,3e-04,0.00155,0.0019,2e-07,0.0013
"15909",1693000,486000,0.0073,2e-07,4e-04,0.001,0.0042,1e-04,0.0144,1e-04,0.0014,2e-07,3e-04,0.2256,0.00085,0.01345,0.6172,0.0011,2e-07,2e-07,2e-04,0.0015,0.00115,2e-07,0.00125
"15910",1701000,486000,0.00755,2e-07,5e-04,0.00235,0.00645,1e-04,0.01425,1e-04,0.0021,2e-07,4e-04,0.18495,8e-04,0.0168,0.6309,0.00145,2e-07,2e-07,4e-04,0.0022,0.00185,2e-07,0.002
"15911",1709000,486000,0.00715,2e-07,5e-04,0.00345,0.00785,1e-04,0.012,1e-04,0.0021,2e-07,3e-04,0.13655,9e-04,0.01705,0.67125,0.00095,2e-07,2e-07,8e-04,0.0027,0.0015,2e-07,0.00245
"15912",1717000,486000,0.0106,2e-07,6e-04,0.0076,0.01715,1e-04,0.01425,2e-04,0.0033,2e-07,2e-04,0.1269,0.00085,0.02465,0.64225,0.00195,2e-07,2e-07,0.0013,0.0043,0.0022,2e-07,0.00285
"15913",1725000,486000,0.01195,2e-07,7e-04,0.01715,0.0258,2e-04,0.01155,1e-04,0.0041,2e-07,2e-04,0.1296,0.0011,0.0242,0.61605,0.0015,2e-07,2e-07,0.0022,0.00805,0.00305,2e-07,0.0046
"15914",1733000,486000,0.0106,2e-07,6e-04,0.017,0.01895,2e-04,0.0097,2e-07,0.00325,2e-07,1e-04,0.10205,8e-04,0.02095,0.6821,0.0016,2e-07,2e-07,0.0027,0.00715,0.0032,2e-07,0.00455
"15915",1741000,486000,0.0085,2e-07,5e-04,0.00535,0.00975,1e-04,0.0194,2e-07,0.0022,2e-07,2e-07,0.0684,4e-04,0.0198,0.75985,9e-04,2e-07,2e-07,0.0026,0.00535,0.00215,2e-07,0.0037
"15916",1749000,486000,0.00975,2e-07,4e-04,0.00255,0.0059,1e-04,0.04405,2e-07,0.00195,2e-07,2e-07,0.0502,2e-04,0.0199,0.7425,0.0011,2e-07,2e-07,0.00285,0.00405,0.00225,2e-07,0.0028
"15917",1757000,486000,0.0092,2e-07,3e-04,0.00165,0.0036,1e-04,0.06115,2e-07,0.00195,2e-07,2e-07,0.05115,2e-04,0.02025,0.75195,0.0015,2e-07,2e-07,0.002,0.00375,0.0024,2e-07,0.0025
"15918",1765000,486000,0.0085,2e-07,3e-04,0.0012,0.0037,1e-04,0.05595,2e-07,0.00135,2e-07,2e-07,0.046,1e-04,0.0167,0.7409,0.00305,2e-07,2e-07,0.0011,0.0054,0.00185,2e-07,0.0022
"15919",1773000,486000,0.01005,2e-07,2e-04,0.00105,0.00495,1e-04,0.0402,2e-07,0.0011,2e-07,2e-07,0.0598,2e-04,0.019,0.7019,0.00515,2e-07,2e-07,0.0011,0.00995,0.00225,2e-07,0.0025
"16145",1213000,494000,0.0529,2e-07,0.0024,0.50685,2e-04,0.00045,0.0016,0.0011,0.0168,2e-07,1e-04,0.0065,0.00785,0.1853,0.0494,2e-07,2e-07,2e-07,0.07795,0.00445,0.0012,2e-07,0.01625
"16146",1221000,494000,0.0654,2e-07,0.0079,0.2052,0.00065,0.0015,0.005,0.0063,0.07095,2e-07,2e-04,0.0464,0.0201,0.21975,0.1103,2e-07,2e-07,2e-07,0.0159,0.01625,0.00575,2e-07,0.0138
"16147",1229000,494000,0.06135,2e-07,0.01415,0.07195,8e-04,0.00295,0.01505,0.0132,0.12365,2e-07,2e-04,0.1204,0.01695,0.18335,0.1666,2e-07,2e-07,2e-07,0.0053,0.0225,0.00855,2e-07,0.00705
"16148",1237000,494000,0.01975,2e-07,0.0053,0.00415,3e-04,0.002,0.0589,0.00985,0.0186,2e-07,2e-07,0.08005,0.0049,0.0594,0.63335,2e-07,2e-07,2e-07,7e-04,0.008,0.00355,2e-07,0.0023
"16149",1245000,494000,0.00885,2e-07,0.002,9e-04,2e-04,0.00425,0.04515,0.0063,0.007,2e-07,2e-07,0.0766,0.0036,0.03175,0.7162,2e-07,2e-07,2e-07,3e-04,0.0074,0.003,2e-07,0.00125
"16150",1253000,494000,0.007,2e-07,0.00155,6e-04,3e-04,0.00835,0.02465,0.0059,0.0047,2e-07,2e-07,0.09695,0.00435,0.0246,0.74105,2e-07,2e-07,2e-07,3e-04,0.01555,0.0037,2e-07,0.0012
"16151",1261000,494000,0.0083,2e-07,0.0015,9e-04,5e-04,0.0136,0.02275,0.0031,0.0043,2e-07,1e-04,0.0732,0.0066,0.0347,0.70665,5e-05,2e-07,2e-07,3e-04,0.0218,0.0049,2e-07,0.0018
"16152",1269000,494000,0.0092,2e-07,0.0015,0.00195,7e-04,0.0124,0.02665,0.0017,0.0024,2e-07,1e-04,0.05885,0.0099,0.04335,0.69105,1e-04,2e-07,2e-07,3e-04,0.01905,0.00455,2e-07,0.003
"16153",1277000,494000,0.0068,2e-07,9e-04,0.0015,5e-04,0.0148,0.0605,7e-04,0.00115,2e-07,1e-04,0.04905,0.00965,0.03695,0.7214,1e-04,2e-07,2e-07,3e-04,0.01945,0.00485,2e-07,0.0036
"16154",1285000,494000,0.00705,2e-07,8e-04,0.0011,6e-04,0.0126,0.06525,7e-04,8e-04,2e-07,1e-04,0.0619,0.00995,0.03575,0.69695,1e-04,2e-07,2e-07,2e-04,0.01755,0.0065,2e-07,0.0046
"16155",1293000,494000,0.0075,2e-07,0.00095,7e-04,7e-04,0.00835,0.05825,0.0012,0.00065,2e-07,2e-04,0.0542,0.00745,0.03685,0.65815,2e-04,2e-07,2e-07,1e-04,0.01285,0.0059,2e-07,0.00525
"16156",1301000,494000,0.0061,2e-07,0.001,4e-04,7e-04,0.00515,0.0597,0.00185,6e-04,2e-07,3e-04,0.06135,0.0065,0.03375,0.648,9e-04,2e-07,2e-07,1e-04,0.0092,0.0042,2e-07,0.0054
"16157",1309000,494000,0.0054,2e-07,0.00095,2e-04,5e-04,0.00255,0.0692,0.0021,0.00045,2e-07,2e-04,0.06175,0.00645,0.03495,0.6402,0.00135,2e-07,2e-07,2e-07,0.00625,0.0038,2e-07,0.0064
"16158",1317000,494000,0.00595,2e-07,9e-04,1e-04,6e-04,0.0011,0.11535,0.00395,4e-04,2e-07,2e-04,0.06875,0.0053,0.0352,0.6647,0.0021,2e-07,2e-07,2e-07,0.0034,0.00325,2e-07,0.00845
"16159",1325000,494000,0.00945,2e-07,0.0013,1e-04,0.0012,0.001,0.1374,0.01655,6e-04,2e-07,3e-04,0.0948,0.00985,0.0487,0.56,0.008,2e-07,2e-07,2e-07,0.00605,0.0055,2e-07,0.0191
"16160",1333000,494000,0.0101,2e-07,0.0018,3e-04,0.002,0.0013,0.11485,0.0413,5e-04,2e-07,4e-04,0.13635,0.01835,0.0513,0.4531,0.0229,2e-07,2e-07,1e-04,0.0072,0.00845,2e-07,0.02365
"16161",1341000,494000,0.00985,2e-07,0.00155,0.00105,0.0026,0.0021,0.05845,0.09445,3e-04,2e-07,0.0012,0.16835,0.0348,0.0472,0.4118,0.034,2e-07,2e-07,2e-07,0.01175,0.00905,2e-07,0.01605
"16162",1349000,494000,0.00835,2e-07,0.0013,0.0063,0.00465,0.0035,0.0419,0.088,3e-04,2e-07,0.005,0.1239,0.0284,0.04975,0.44615,0.0403,2e-07,2e-07,1e-04,0.0136,0.00445,2e-07,0.00815
"16163",1357000,494000,0.01375,2e-07,0.0031,0.02705,0.0256,0.01545,0.06405,0.07215,5e-04,2e-07,0.08065,0.0863,0.0159,0.0966,0.30885,0.02835,2e-07,2e-07,2e-04,0.01815,0.0024,2e-07,0.0063
"16164",1365000,494000,0.01355,2e-07,0.00475,0.07535,0.0283,0.0163,0.01235,0.13405,6e-04,2e-07,0.1445,0.0429,0.02365,0.12265,0.15265,0.0174,2e-07,2e-07,3e-04,0.0275,0.0034,2e-07,0.0077
"16165",1373000,494000,0.01555,2e-07,0.00555,0.1509,0.02755,0.0083,0.00805,0.0825,9e-04,2e-07,0.1271,0.0446,0.01205,0.15275,0.1406,0.01595,2e-07,2e-07,4e-04,0.0358,0.00395,2e-07,0.0124
"16166",1381000,494000,0.02245,2e-07,0.00785,0.1255,0.0254,0.00315,0.0159,0.01555,0.0018,2e-07,0.1509,0.1157,0.00525,0.16345,0.15315,0.01065,2e-07,2e-07,8e-04,0.03835,0.0031,2e-07,0.00875
"16167",1389000,494000,0.02945,2e-07,0.00495,0.02415,0.0263,0.0026,0.0169,0.03175,0.0014,2e-07,0.16985,0.1264,0.0027,0.1202,0.2252,0.02065,2e-07,2e-07,0.00045,0.03225,0.004,2e-07,0.00315
"16168",1397000,494000,0.03555,2e-07,0.00255,0.014,0.0418,0.0045,0.01755,0.0225,0.0013,2e-07,0.13875,0.09935,0.00175,0.1179,0.2328,0.14515,2e-07,2e-07,3e-04,0.02505,0.0043,2e-07,0.0023
"16169",1405000,494000,0.0284,2e-07,0.00145,0.01145,0.03565,0.00435,0.02395,0.00595,0.0015,2e-07,0.08775,0.07295,0.0012,0.13395,0.232,0.2012,2e-07,2e-07,3e-04,0.02135,0.00305,2e-07,0.0013
"16170",1413000,494000,0.01835,2e-07,0.0011,0.0039,0.0235,0.0034,0.08025,0.00195,0.0013,2e-07,0.06965,0.03045,8e-04,0.1319,0.34555,0.16495,2e-07,2e-07,2e-04,0.01885,0.0023,2e-07,6e-04
"16171",1421000,494000,0.0144,2e-07,0.0016,0.0016,0.0231,0.00505,0.066,0.002,0.0013,2e-07,0.0895,0.02235,0.001,0.1247,0.3095,0.192,2e-07,2e-07,2e-04,0.0208,0.0012,2e-07,4e-04
"16172",1429000,494000,0.0158,2e-07,0.00305,0.0013,0.02405,0.0133,0.0291,0.00275,0.0013,2e-07,0.15885,0.0201,0.0023,0.10875,0.2369,0.18345,2e-07,2e-07,5e-04,0.02055,0.0014,2e-07,4e-04
"16173",1437000,494000,0.0101,2e-07,0.00415,0.00165,0.01265,0.0043,0.03035,0.0034,0.0016,2e-07,0.0364,0.0232,0.00335,0.11825,0.3891,0.21085,2e-07,2e-07,0.00095,0.0136,0.001,2e-07,3e-04
"16174",1445000,494000,0.007,2e-07,0.0042,0.0029,0.00705,0.00165,0.0227,0.0032,0.0043,2e-07,0.004,0.06025,0.0135,0.0942,0.5378,0.1599,2e-07,2e-07,0.0023,0.0048,0.00145,2e-07,2e-04
"16175",1453000,494000,0.00505,2e-07,0.0021,0.0011,0.008,8e-04,0.0177,0.0018,0.0047,2e-07,0.0014,0.11765,0.0088,0.03055,0.53265,0.1708,2e-07,2e-07,0.002,0.0034,0.00135,2e-07,1e-04
"16176",1461000,494000,0.0025,2e-07,7e-04,3e-04,0.00535,5e-04,0.00625,8e-04,0.0018,2e-07,8e-04,0.14385,0.0028,0.01265,0.54965,0.2475,2e-07,2e-07,8e-04,0.0024,0.0013,2e-07,2e-07
"16177",1469000,494000,0.005,2e-07,0.00115,6e-04,0.003,8e-04,0.0084,9e-04,0.0025,2e-07,0.0033,0.10045,0.0029,0.0224,0.4164,0.34725,2e-07,2e-07,7e-04,0.00325,0.00255,2e-07,2e-07
"16178",1477000,494000,0.01795,2e-07,0.00545,0.00285,0.00595,0.0026,0.02055,0.0024,0.01335,2e-07,0.07625,0.09045,0.00485,0.0839,0.3834,0.1761,2e-07,2e-07,0.00315,0.00825,0.0056,2e-07,2e-04
"16179",1485000,494000,0.0127,2e-07,0.005,0.0017,0.008,0.00185,0.03295,0.0028,0.01215,2e-07,0.10795,0.06845,0.0031,0.0815,0.42465,0.13425,2e-07,2e-07,0.00465,0.00775,0.00495,2e-07,2e-04
"16180",1493000,494000,0.0082,2e-07,0.00345,4e-04,0.01065,0.0017,0.06615,0.0056,0.00455,2e-07,0.0488,0.04205,0.0044,0.0575,0.353,0.22735,2e-07,2e-07,0.0016,0.0088,0.01545,2e-07,2e-04
"16181",1501000,494000,0.00525,2e-07,0.0014,1e-04,0.0063,0.00145,0.1499,0.0272,0.0047,2e-07,0.0344,0.0417,0.0028,0.03655,0.19665,0.3238,2e-07,2e-07,6e-04,0.0071,0.01565,2e-07,2e-04
"16182",1509000,494000,0.0049,2e-07,8e-04,1e-04,0.00595,0.00095,0.1216,0.02325,0.00385,2e-07,0.0163,0.0561,0.0034,0.04735,0.32595,0.2586,2e-07,2e-07,4e-04,0.0098,0.0126,2e-07,2e-04
"16183",1517000,494000,0.0084,2e-07,8e-04,2e-04,0.01295,0.0011,0.05295,0.01005,0.0036,2e-07,0.0094,0.0706,0.01305,0.10655,0.4751,0.1282,2e-07,2e-07,7e-04,0.0178,0.01805,2e-07,5e-04
"16184",1525000,494000,0.0081,2e-07,5e-04,2e-04,0.0102,8e-04,0.02535,0.00465,0.00185,2e-07,0.00515,0.05655,0.01085,0.06335,0.5622,0.104,2e-07,2e-07,4e-04,0.0131,0.01585,2e-07,5e-04
"16185",1533000,494000,0.0075,2e-07,5e-04,2e-04,0.00495,4e-04,0.0188,0.0032,7e-04,2e-07,0.0023,0.05995,0.0045,0.0304,0.5251,0.11495,2e-07,2e-07,3e-04,0.00545,0.01175,2e-07,5e-04
"16186",1541000,494000,0.00655,2e-07,4e-04,2e-04,0.00395,0.00025,0.01475,0.00255,4e-04,2e-07,0.002,0.06505,0.0023,0.0188,0.56165,0.14685,2e-07,2e-07,3e-04,0.00235,0.0085,2e-07,7e-04
"16187",1549000,494000,0.00365,2e-07,4e-04,2e-04,0.00235,2e-04,0.0299,0.00145,2e-04,2e-07,0.0013,0.05795,0.001,0.0186,0.55625,0.125,2e-07,2e-07,2e-04,0.0011,0.00445,2e-07,6e-04
"16188",1557000,494000,0.0032,2e-07,3e-04,2e-04,0.0021,1e-04,0.032,9e-04,1e-04,2e-07,0.00115,0.0484,0.00045,0.01505,0.64285,0.12235,2e-07,2e-07,1e-04,5e-04,0.0037,2e-07,9e-04
"16189",1565000,494000,0.00465,2e-07,4e-04,4e-04,0.00395,2e-04,0.05025,0.00115,1e-04,2e-07,0.002,0.0519,4e-04,0.0308,0.6178,0.18395,2e-07,2e-07,2e-04,7e-04,0.00935,2e-07,0.0028
"16190",1573000,494000,0.0043,2e-07,3e-04,3e-04,0.00615,2e-04,0.0456,7e-04,2e-04,2e-07,0.004,0.0277,4e-04,0.03765,0.47275,0.35405,2e-07,2e-07,2e-04,5e-04,0.0093,2e-07,0.00295
"16191",1581000,494000,0.0041,2e-07,3e-04,4e-04,0.0064,3e-04,0.04325,0.0012,1e-04,2e-07,0.01885,0.01725,3e-04,0.03525,0.2926,0.46585,2e-07,2e-07,1e-04,5e-04,0.00915,2e-07,0.00355
"16192",1589000,494000,0.00465,2e-07,0.00055,0.00055,0.01035,4e-04,0.029,0.0023,2e-04,2e-07,0.06435,0.01245,4e-04,0.03055,0.238,0.47525,2e-07,2e-07,2e-04,4e-04,0.00935,2e-07,0.0067
"16193",1597000,494000,0.0078,2e-07,7e-04,0.0013,0.018,6e-04,0.0706,0.0036,2e-04,2e-07,0.0325,0.0087,6e-04,0.0268,0.14975,0.5304,2e-07,2e-07,3e-04,0.00045,0.01785,2e-07,0.0102
"16194",1605000,494000,0.0051,2e-07,8e-04,0.0017,0.01625,6e-04,0.07985,0.00215,1e-04,2e-07,0.0347,0.00875,7e-04,0.02375,0.1224,0.5855,2e-07,2e-07,2e-04,4e-04,0.0148,2e-07,0.00615
"16195",1613000,494000,0.00475,2e-07,8e-04,0.0011,0.0106,6e-04,0.06805,0.0012,1e-04,2e-07,0.07475,0.0138,9e-04,0.0194,0.2381,0.47305,2e-07,2e-07,1e-04,4e-04,0.00695,2e-07,0.0032
"16196",1621000,494000,0.002,2e-07,2e-04,3e-04,0.0032,5e-04,0.0631,3e-04,2e-07,2e-07,0.00755,0.0146,6e-04,0.00865,0.35815,0.5014,2e-07,2e-07,1e-04,1e-04,0.002,2e-07,5e-04
"16197",1629000,494000,0.0024,2e-07,3e-04,6e-04,0.0044,6e-04,0.0885,2e-04,1e-04,2e-07,0.0096,0.01595,0.00115,0.01115,0.58395,0.19265,2e-07,2e-07,1e-04,2e-04,0.00235,2e-07,6e-04
"16198",1637000,494000,0.00425,2e-07,5e-04,0.0013,0.0058,0.00055,0.0981,3e-04,2e-04,2e-07,0.01025,0.02595,0.00225,0.0202,0.51685,0.11755,2e-07,2e-07,1e-04,6e-04,0.0039,2e-07,0.001
"16199",1645000,494000,0.0066,2e-07,6e-04,0.00195,0.0064,5e-04,0.09265,4e-04,3e-04,2e-07,0.01105,0.03385,0.0035,0.02845,0.5278,0.07505,2e-07,2e-07,2e-04,0.00115,0.0043,2e-07,9e-04
"16200",1653000,494000,0.00835,2e-07,9e-04,0.00235,0.0069,5e-04,0.04295,3e-04,3e-04,2e-07,0.0084,0.05425,0.006,0.0311,0.5553,0.03745,2e-07,2e-07,3e-04,0.0012,0.00515,2e-07,0.001
"16201",1661000,494000,0.0085,2e-07,9e-04,0.00215,0.0057,0.00045,0.02425,3e-04,4e-04,2e-07,0.00375,0.08035,0.0109,0.02975,0.61225,0.01645,2e-07,2e-07,0.00035,0.00165,0.00475,2e-07,9e-04
"16202",1669000,494000,0.00965,2e-07,8e-04,0.0017,0.0053,4e-04,0.01925,3e-04,8e-04,2e-07,0.00355,0.1072,0.0074,0.02525,0.641,0.0113,2e-07,2e-07,3e-04,0.0013,0.00495,2e-07,0.0012
"16203",1677000,494000,0.0096,2e-07,6e-04,0.00155,0.0049,2e-04,0.01765,2e-04,8e-04,2e-07,0.0017,0.19825,0.00345,0.02,0.57935,0.0035,2e-07,2e-07,2e-04,0.0021,0.0025,2e-07,0.0012
"16204",1685000,494000,0.0074,2e-07,5e-04,0.0014,0.0039,2e-04,0.02265,3e-04,9e-04,2e-07,0.00185,0.3108,0.0019,0.0152,0.5219,0.00245,2e-07,2e-07,3e-04,0.002,0.00115,2e-07,0.0015
"16205",1693000,494000,0.0066,2e-07,4e-04,0.0012,0.0041,1e-04,0.0223,2e-04,0.00125,2e-07,9e-04,0.2687,0.00095,0.01525,0.546,0.0014,2e-07,2e-07,3e-04,0.00255,0.00105,2e-07,0.0011
"16206",1701000,494000,0.00745,2e-07,4e-04,0.0018,0.0052,1e-04,0.01825,2e-04,0.0015,2e-07,6e-04,0.20825,0.00075,0.0158,0.61375,0.0012,2e-07,2e-07,5e-04,0.00255,0.00095,2e-07,0.0016
"16207",1709000,494000,0.00775,2e-07,5e-04,0.00395,0.00825,1e-04,0.0215,2e-04,0.0024,2e-07,3e-04,0.16705,6e-04,0.01975,0.6318,0.001,2e-07,2e-07,0.00125,0.0036,0.0011,2e-07,0.00215
"16208",1717000,494000,0.00985,2e-07,5e-04,0.0078,0.01525,0.00015,0.0191,2e-04,0.00295,2e-07,2e-04,0.12165,7e-04,0.02285,0.65395,0.0019,2e-07,2e-07,0.0019,0.0045,0.0021,2e-07,0.00275
"16209",1725000,494000,0.0106,2e-07,8e-04,0.02085,0.02415,3e-04,0.0145,1e-04,0.0041,2e-07,0.00015,0.13285,6e-04,0.0273,0.6136,0.0015,2e-07,2e-07,0.0038,0.0067,0.0039,2e-07,0.00435
"16210",1733000,494000,0.0134,2e-07,9e-04,0.02085,0.02175,4e-04,0.017,1e-04,0.0052,2e-07,1e-04,0.1095,0.001,0.0303,0.61625,0.0011,2e-07,2e-07,0.00645,0.0059,0.00445,2e-07,0.0048
"16211",1741000,494000,0.01525,2e-07,0.00105,0.015,0.0137,3e-04,0.0343,2e-07,0.00425,2e-07,2e-07,0.09375,6e-04,0.03255,0.63205,0.00095,2e-07,2e-07,0.01,0.0057,0.0028,2e-07,0.00425
"16212",1749000,494000,0.02145,2e-07,0.0012,0.0112,0.00665,2e-04,0.08425,2e-07,0.00385,2e-07,2e-07,0.1177,4e-04,0.04195,0.60555,0.00055,2e-07,2e-07,0.0167,0.0036,0.0038,2e-07,0.0046
"16213",1757000,494000,0.0182,2e-07,7e-04,0.0069,0.00505,2e-04,0.08965,2e-07,0.00355,2e-07,2e-07,0.1013,2e-04,0.0333,0.65945,6e-04,2e-07,2e-07,0.00785,0.0033,0.0031,2e-07,0.0034
"16214",1765000,494000,0.01315,2e-07,5e-04,0.0045,0.0045,1e-04,0.07395,2e-07,0.0019,2e-07,2e-07,0.0853,2e-04,0.02495,0.672,0.0012,2e-07,2e-07,0.00315,0.004,0.0026,2e-07,0.0024
"16215",1773000,494000,0.0103,2e-07,4e-04,0.003,0.00595,1e-04,0.04645,2e-07,0.0013,2e-07,2e-07,0.06825,2e-04,0.01685,0.70585,0.002,2e-07,2e-07,0.0016,0.00695,0.00255,2e-07,0.0022
"16216",1781000,494000,0.0073,2e-07,2e-04,0.00135,0.0044,1e-04,0.0329,2e-07,8e-04,2e-07,2e-07,0.0758,1e-04,0.0122,0.6784,0.0031,2e-07,2e-07,9e-04,0.0089,0.002,2e-07,0.0022
"16217",1789000,494000,0.00655,2e-07,2e-04,4e-04,0.0042,1e-04,0.02145,2e-07,5e-04,2e-07,2e-07,0.09075,1e-04,0.01095,0.7539,0.0027,2e-07,2e-07,4e-04,0.0078,0.0014,2e-07,0.00225
"16441",1213000,502000,0.04345,2e-07,0.0014,0.5154,2e-04,5e-04,0.00265,6e-04,0.0107,2e-07,2e-04,0.0065,0.00625,0.1899,0.1107,2e-07,2e-07,2e-07,0.0211,0.00565,6e-04,2e-07,0.01065
"16442",1221000,502000,0.0614,2e-07,0.0052,0.2238,7e-04,0.00175,0.00695,0.0044,0.03995,2e-07,4e-04,0.06185,0.01045,0.20425,0.12945,2e-07,2e-07,2e-07,0.01255,0.01875,0.0022,2e-07,0.00885
"16443",1229000,502000,0.07765,2e-07,0.0072,0.1409,9e-04,0.00415,0.011,0.01935,0.08895,2e-07,2e-04,0.1598,0.00845,0.19915,0.1004,1e-04,2e-07,2e-07,0.0052,0.05195,0.00365,2e-07,0.005
"16444",1237000,502000,0.03665,2e-07,0.0038,0.0052,5e-04,0.0034,0.0331,0.049,0.0233,2e-07,1e-04,0.1625,0.0037,0.0967,0.5017,2e-07,2e-07,2e-07,0.0012,0.02565,0.00305,2e-07,0.0022
"16445",1245000,502000,0.02175,2e-07,0.0035,0.004,9e-04,0.0079,0.0415,0.0208,0.0145,2e-07,1e-04,0.0766,0.00455,0.04195,0.66535,5e-05,2e-07,2e-07,5e-04,0.01345,0.0085,2e-07,0.00335
"16446",1253000,502000,0.01905,2e-07,0.00285,0.00485,0.0015,0.01125,0.03605,0.01085,0.00845,2e-07,1e-04,0.061,0.00635,0.0369,0.6692,1e-04,2e-07,2e-07,6e-04,0.01295,0.02195,2e-07,0.0073
"16447",1261000,502000,0.02435,2e-07,0.0031,0.00785,0.0026,0.0182,0.04605,0.0089,0.0088,2e-07,3e-04,0.05735,0.01655,0.05365,0.56215,4e-04,2e-07,2e-07,6e-04,0.02225,0.02105,2e-07,0.0102
"16448",1269000,502000,0.01645,2e-07,0.002,0.0086,0.0021,0.01915,0.0392,0.0047,0.0051,2e-07,4e-04,0.04985,0.0162,0.07545,0.5595,4e-04,2e-07,2e-07,5e-04,0.02155,0.01015,2e-07,0.00715
"16449",1277000,502000,0.0115,2e-07,0.00145,0.0041,0.0014,0.02625,0.07225,0.00215,0.0018,2e-07,3e-04,0.0466,0.0145,0.0675,0.60585,3e-04,2e-07,2e-07,3e-04,0.0251,0.00885,2e-07,0.00785
"16450",1285000,502000,0.0095,2e-07,0.0013,0.0023,9e-04,0.02295,0.08975,0.001,0.0011,2e-07,0.00035,0.05435,0.0147,0.06035,0.61015,3e-04,2e-07,2e-07,2e-04,0.02,0.00995,2e-07,0.00755
"16451",1293000,502000,0.00825,2e-07,0.00115,9e-04,0.00105,0.0121,0.05995,0.0016,7e-04,2e-07,5e-04,0.05115,0.00885,0.05335,0.6234,0.0011,2e-07,2e-07,1e-04,0.01535,0.00645,2e-07,0.0073
"16452",1301000,502000,0.00535,2e-07,0.001,5e-04,9e-04,0.00425,0.06165,0.0017,4e-04,2e-07,6e-04,0.04505,0.00565,0.04105,0.67085,0.0023,2e-07,2e-07,1e-04,0.0091,0.00495,2e-07,0.0042
"16453",1309000,502000,0.00475,2e-07,7e-04,3e-04,8e-04,0.0025,0.07855,0.0017,0.00035,2e-07,4e-04,0.04385,0.0043,0.0398,0.66355,0.00385,2e-07,2e-07,1e-04,0.00645,0.0036,2e-07,0.00485
"16454",1317000,502000,0.00475,2e-07,0.00065,1e-04,7e-04,0.0014,0.1068,0.0018,3e-04,2e-07,2e-04,0.0523,0.0036,0.03775,0.6589,0.0029,2e-07,2e-07,2e-07,0.0039,0.003,2e-07,0.0057
