"","meters.east","meters.north","Ash","Atlantic white cedar","Basswood","Beech","Birch","Cherry","Chestnut","Dogwood","Elm","Fir","Hemlock","Hickory","Ironwood","Maple","Oak","Pine","Spruce","Tamarack","Walnut","Other hardwood","Black gum/sweet gum","Cedar/juniper","Poplar/tulip poplar"
"10285",1693000,334000,0.00245,2e-07,2e-04,9e-04,0.0019,5e-05,0.00695,2e-07,4e-04,2e-07,2e-07,0.05705,1e-04,0.027,0.6439,0.00695,2e-07,2e-07,2e-04,0.00325,0.01335,2e-07,0.00745
"10286",1701000,334000,0.0027,2e-07,2e-04,0.00055,0.0018,1e-04,0.00965,2e-07,3e-04,2e-07,2e-07,0.0717,1e-04,0.0246,0.64735,0.01235,2e-07,2e-07,2e-04,0.00405,0.0105,2e-07,0.00665
"10287",1709000,334000,0.00285,2e-07,1e-04,7e-04,0.0016,1e-04,0.00905,2e-07,4e-04,2e-07,2e-07,0.06515,1e-04,0.02635,0.60075,0.0134,2e-07,2e-07,2e-04,0.00555,0.01285,2e-07,0.00535
"10288",1717000,334000,0.00305,2e-07,1e-04,9e-04,0.00165,2e-07,0.01215,2e-07,3e-04,2e-07,2e-07,0.05805,1e-04,0.02645,0.5738,0.02285,2e-07,2e-07,2e-04,0.005,0.00935,2e-07,0.0043
"10289",1725000,334000,0.0033,2e-07,1e-04,0.0011,0.00205,1e-04,0.0051,2e-07,0.00035,2e-07,2e-07,0.0564,1e-04,0.02485,0.58565,0.0217,2e-07,2e-07,0.00015,0.00465,0.0067,2e-07,0.00555
"10290",1733000,334000,0.00285,2e-07,1e-04,8e-04,0.002,1e-04,0.0046,2e-07,0.00025,2e-07,2e-07,0.0469,1e-04,0.02615,0.60575,0.0219,2e-07,2e-07,1e-04,0.0054,0.00785,2e-07,0.00485
"10291",1741000,334000,0.0028,2e-07,1e-04,6e-04,0.00185,5e-05,0.00565,2e-07,3e-04,2e-07,2e-07,0.04545,1e-04,0.0226,0.5779,0.0357,2e-07,2e-07,1e-04,0.00585,0.0086,2e-07,0.0063
"10580",1685000,342000,0.003,2e-07,0.00015,7e-04,0.00175,1e-04,0.0066,2e-07,3e-04,2e-07,2e-07,0.05815,1e-04,0.0286,0.68375,0.00435,2e-07,2e-07,2e-04,0.0035,0.01335,2e-07,0.0084
"10581",1693000,342000,0.0029,2e-07,1e-04,8e-04,0.00165,5e-05,0.00605,2e-07,3e-04,2e-07,2e-07,0.05795,0.00015,0.0264,0.6732,0.0061,2e-07,2e-07,2e-04,0.0031,0.01235,2e-07,0.0071
"10582",1701000,342000,0.0029,2e-07,1e-04,4e-04,0.00185,2e-07,0.0094,2e-07,3e-04,2e-07,2e-07,0.05085,1e-04,0.02635,0.6939,0.00855,2e-07,2e-07,2e-04,0.0045,0.01155,2e-07,0.0086
"10583",1709000,342000,0.003,2e-07,1e-04,0.00075,0.0015,2e-07,0.0063,2e-07,0.00025,2e-07,2e-07,0.0599,1e-04,0.02555,0.679,0.0114,2e-07,2e-07,2e-04,0.0037,0.0104,2e-07,0.0068
"10584",1717000,342000,0.0026,2e-07,1e-04,8e-04,0.0017,1e-04,0.0059,2e-07,4e-04,2e-07,2e-07,0.05565,1e-04,0.0294,0.6333,0.01545,2e-07,2e-07,3e-04,0.0058,0.0081,2e-07,0.00585
"10585",1725000,342000,0.00255,2e-07,1e-04,7e-04,0.0022,2e-07,0.0067,2e-07,3e-04,2e-07,2e-07,0.04435,1e-04,0.0208,0.6236,0.02695,2e-07,2e-07,2e-04,0.0054,0.00875,2e-07,0.00435
"10586",1733000,342000,0.0032,2e-07,1e-04,0.00045,0.0015,2e-07,0.0051,2e-07,2e-04,2e-07,2e-07,0.04885,1e-04,0.02335,0.6379,0.02695,2e-07,2e-07,1e-04,0.0055,0.0065,2e-07,0.00485
"10587",1741000,342000,0.0029,2e-07,1e-04,4e-04,0.0015,1e-04,0.0051,2e-07,2e-04,2e-07,2e-07,0.04765,1e-04,0.02365,0.60705,0.03205,2e-07,2e-07,1e-04,0.00585,0.0062,2e-07,0.00485
"10875",1677000,350000,0.00305,2e-07,1e-04,7e-04,0.00185,1e-04,0.00505,1e-04,2e-04,2e-07,2e-07,0.05525,1e-04,0.0279,0.69935,0.00215,2e-07,2e-07,0.00045,0.0031,0.0185,2e-07,0.00955
"10876",1685000,350000,0.00315,2e-07,1e-04,0.00075,0.002,1e-04,0.0062,2e-07,3e-04,2e-07,2e-07,0.0608,1e-04,0.02695,0.6933,0.00305,2e-07,2e-07,3e-04,0.0024,0.0132,2e-07,0.00885
"10877",1693000,350000,0.0033,2e-07,1e-04,8e-04,0.0023,1e-04,0.00605,2e-07,3e-04,2e-07,2e-07,0.0567,1e-04,0.0289,0.7017,0.00425,2e-07,2e-07,3e-04,0.0027,0.0133,2e-07,0.00875
"10878",1701000,350000,0.00355,2e-07,1e-04,7e-04,0.00245,1e-04,0.01085,1e-04,4e-04,2e-07,2e-07,0.06445,1e-04,0.03275,0.67375,0.00645,2e-07,2e-07,3e-04,0.0047,0.01195,2e-07,0.0065
"10879",1709000,350000,0.00385,2e-07,1e-04,7e-04,0.00285,1e-04,0.0115,1e-04,6e-04,2e-07,2e-07,0.08045,1e-04,0.03375,0.61185,0.0107,2e-07,2e-07,2e-04,0.0056,0.01125,2e-07,0.0071
"10880",1717000,350000,0.003,2e-07,1e-04,7e-04,0.0015,2e-07,0.00865,2e-07,0.00045,2e-07,2e-07,0.0653,1e-04,0.0301,0.61185,0.01805,2e-07,2e-07,2e-04,0.00615,0.00845,2e-07,0.0062
"10881",1725000,350000,0.00305,2e-07,1e-04,7e-04,0.0019,1e-04,0.00885,2e-07,3e-04,2e-07,2e-07,0.05605,0.00015,0.0279,0.59535,0.0288,2e-07,2e-07,2e-04,0.0064,0.0097,2e-07,0.0069
"10882",1733000,350000,0.00275,2e-07,1e-04,6e-04,0.00125,1e-04,0.00705,2e-07,3e-04,2e-07,2e-07,0.05785,1e-04,0.02415,0.59945,0.02495,2e-07,2e-07,1e-04,0.00655,0.0079,2e-07,0.00615
"10883",1741000,350000,0.00255,2e-07,1e-04,6e-04,0.0018,2e-07,0.00775,2e-07,2e-04,2e-07,2e-07,0.0581,1e-04,0.0234,0.61185,0.05315,2e-07,2e-07,1e-04,0.0057,0.00595,2e-07,0.0038
"10884",1749000,350000,0.00325,2e-07,1e-04,8e-04,0.0013,1e-04,0.00625,2e-07,3e-04,2e-07,2e-07,0.0589,1e-04,0.02515,0.5514,0.0554,2e-07,2e-07,1e-04,0.00625,0.00935,2e-07,0.0043
"11116",1237000,358000,0.0281,2e-07,0.0044,0.0312,4e-04,0.0015,0.00525,0.03155,0.01,2e-07,2e-07,0.0737,0.0086,0.158,0.4696,2e-07,2e-07,2e-07,0.00985,0.01505,0.03375,2e-07,0.0315
"11117",1245000,358000,0.023,2e-07,0.0061,0.0217,0.00065,0.00325,0.0082,0.07765,0.0091,2e-07,2e-07,0.11105,0.02375,0.1199,0.38105,2e-07,2e-07,2e-07,0.0177,0.02375,0.02915,2e-07,0.0427
"11118",1253000,358000,0.0149,2e-07,0.00415,0.01525,7e-04,0.004,0.01005,0.10015,0.0066,2e-07,2e-07,0.10645,0.01875,0.08845,0.4394,2e-07,2e-07,2e-07,0.01665,0.0238,0.01605,2e-07,0.0311
"11119",1261000,358000,0.01485,2e-07,0.00395,0.0153,8e-04,0.0025,0.00945,0.05615,0.0065,2e-07,2e-07,0.09025,0.00855,0.0707,0.4372,2e-07,2e-07,2e-07,0.01075,0.0211,0.0099,2e-07,0.01825
"11120",1269000,358000,0.0172,2e-07,0.0033,0.0159,9e-04,0.0015,0.0117,0.04005,0.0058,2e-07,2e-07,0.0772,0.0073,0.06105,0.4342,2e-07,2e-07,2e-07,0.0095,0.0224,0.0091,2e-07,0.0145
"11121",1277000,358000,0.0165,2e-07,0.00335,0.0176,0.002,0.0014,0.02025,0.0378,0.0061,2e-07,2e-07,0.0754,0.0057,0.051,0.45795,2e-07,2e-07,2e-07,0.00695,0.0274,0.00905,2e-07,0.0123
"11122",1285000,358000,0.0228,2e-07,0.0045,0.0303,0.0042,0.0013,0.02755,0.05365,0.0095,2e-07,1e-04,0.11425,0.0075,0.0529,0.41725,2e-07,2e-07,2e-07,0.00845,0.0413,0.0081,2e-07,0.01385
"11123",1293000,358000,0.0232,2e-07,0.0045,0.0347,0.00715,0.00115,0.05175,0.0506,0.01185,2e-07,1e-04,0.11945,0.00665,0.05115,0.5235,2e-07,2e-07,2e-07,0.0084,0.06455,0.00895,2e-07,0.0154
"11124",1301000,358000,0.01105,2e-07,0.0021,0.0067,0.00545,0.0012,0.0779,0.01555,0.0031,2e-07,1e-04,0.02835,0.00435,0.0425,0.6405,1e-04,2e-07,2e-07,0.0029,0.0366,0.00805,2e-07,0.00965
"11125",1309000,358000,0.0038,2e-07,0.0011,0.00215,0.0068,0.0016,0.1071,0.0062,9e-04,2e-07,2e-07,0.0103,0.0024,0.03645,0.7105,3e-04,2e-07,2e-07,8e-04,0.0234,0.00955,2e-07,0.0055
"11126",1317000,358000,0.00395,2e-07,0.0014,0.0025,0.00605,0.0011,0.1144,0.0059,9e-04,2e-07,1e-04,0.01055,0.00125,0.0377,0.68065,4e-04,2e-07,2e-07,6e-04,0.01685,0.00665,2e-07,0.00745
"11127",1325000,358000,0.00505,2e-07,0.0025,0.0093,0.0087,6e-04,0.11435,0.01435,0.0013,2e-07,0.00025,0.02895,0.00115,0.03315,0.6287,4e-04,2e-07,2e-07,0.0012,0.02645,0.0047,2e-07,0.01335
"11170",1669000,358000,0.00255,2e-07,1e-04,7e-04,0.00145,1e-04,0.0042,1e-04,2e-04,2e-07,2e-07,0.05445,1e-04,0.029,0.74495,0.00045,2e-07,2e-07,5e-04,0.00195,0.0234,2e-07,0.0093
"11171",1677000,358000,0.003,2e-07,1e-04,0.0011,0.0026,1e-04,0.00625,1e-04,3e-04,2e-07,2e-07,0.06645,1e-04,0.0315,0.7074,0.0013,2e-07,2e-07,0.00045,0.0025,0.02215,2e-07,0.0094
"11172",1685000,358000,0.0034,2e-07,1e-04,9e-04,0.0016,2e-07,0.006,1e-04,2e-04,2e-07,2e-07,0.05935,1e-04,0.02805,0.6954,0.00245,2e-07,2e-07,4e-04,0.0033,0.0144,2e-07,0.00715
"11173",1693000,358000,0.0032,2e-07,1e-04,8e-04,0.0018,2e-07,0.0082,1e-04,3e-04,2e-07,2e-07,0.06175,1e-04,0.02845,0.6985,0.0034,2e-07,2e-07,3e-04,0.0026,0.01585,2e-07,0.00835
"11174",1701000,358000,0.00305,2e-07,2e-04,0.001,0.00175,1e-04,0.0088,1e-04,3e-04,2e-07,2e-07,0.0603,1e-04,0.03145,0.66185,0.009,2e-07,2e-07,3e-04,0.00485,0.0133,2e-07,0.0083
"11175",1709000,358000,0.0032,2e-07,1e-04,6e-04,0.00185,2e-07,0.0063,2e-07,0.00035,2e-07,2e-07,0.06285,1e-04,0.0311,0.67775,0.01115,2e-07,2e-07,2e-04,0.0055,0.01185,2e-07,0.00745
"11176",1717000,358000,0.0033,2e-07,1e-04,0.001,0.00165,2e-07,0.00695,2e-07,5e-04,2e-07,2e-07,0.0564,1e-04,0.03045,0.59355,0.01805,2e-07,2e-07,2e-04,0.00575,0.0127,2e-07,0.00635
"11177",1725000,358000,0.00315,2e-07,1e-04,0.00055,0.00125,2e-07,0.00695,2e-07,4e-04,2e-07,2e-07,0.05695,1e-04,0.0299,0.5729,0.0222,2e-07,2e-07,2e-04,0.00705,0.0115,2e-07,0.00635
"11178",1733000,358000,0.00245,2e-07,1e-04,0.00075,0.0014,2e-07,0.0063,2e-07,2e-04,2e-07,2e-07,0.0584,1e-04,0.0263,0.57535,0.0229,2e-07,2e-07,1e-04,0.0083,0.00755,2e-07,0.0046
"11179",1741000,358000,0.00245,2e-07,1e-04,7e-04,0.0018,2e-07,0.0051,2e-07,3e-04,2e-07,2e-07,0.0589,1e-04,0.0243,0.6093,0.0401,2e-07,2e-07,1e-04,0.00675,0.0068,2e-07,0.00435
"11180",1749000,358000,0.00245,2e-07,1e-04,9e-04,0.0016,2e-07,0.00475,2e-07,3e-04,2e-07,2e-07,0.063,1e-04,0.02745,0.59705,0.0484,2e-07,2e-07,1e-04,0.00795,0.0069,2e-07,0.00405
"11181",1757000,358000,0.0025,2e-07,1e-04,8e-04,0.0015,2e-07,0.00675,2e-07,3e-04,2e-07,2e-07,0.05075,1e-04,0.0268,0.4998,0.0509,2e-07,2e-07,2e-04,0.0082,0.0064,2e-07,0.0051
"11412",1237000,366000,0.02765,2e-07,0.00555,0.0231,3e-04,0.00145,0.0039,0.03695,0.00715,2e-07,2e-07,0.0982,0.01205,0.15275,0.4412,2e-07,2e-07,2e-07,0.0124,0.0129,0.0361,2e-07,0.03705
"11413",1245000,366000,0.0201,2e-07,0.0058,0.018,4e-04,0.00345,0.00515,0.1006,0.0061,2e-07,2e-07,0.1155,0.0289,0.1169,0.3725,2e-07,2e-07,2e-07,0.01665,0.0168,0.0298,2e-07,0.0427
"11414",1253000,366000,0.0157,2e-07,0.00475,0.0145,4e-04,0.0041,0.00545,0.0807,0.00565,2e-07,2e-07,0.11095,0.0176,0.08015,0.43495,2e-07,2e-07,2e-07,0.0163,0.02215,0.016,2e-07,0.02655
"11415",1261000,366000,0.01545,2e-07,0.0035,0.01195,6e-04,0.00265,0.00685,0.046,0.0064,2e-07,2e-07,0.0854,0.0109,0.06605,0.45005,2e-07,2e-07,2e-07,0.0118,0.0166,0.0129,2e-07,0.015
"11416",1269000,366000,0.01695,2e-07,0.0038,0.0135,0.001,0.0028,0.0089,0.04375,0.00655,2e-07,2e-07,0.09245,0.0087,0.06045,0.46975,2e-07,2e-07,2e-07,0.00945,0.01875,0.0102,2e-07,0.0143
"11417",1277000,366000,0.02065,2e-07,0.00385,0.01885,0.00155,0.0021,0.0168,0.0487,0.00685,2e-07,1e-04,0.0901,0.00705,0.0586,0.40165,2e-07,2e-07,2e-07,0.0097,0.02915,0.01105,2e-07,0.0139
"11418",1285000,366000,0.0204,2e-07,0.00455,0.02765,0.0037,0.0024,0.0289,0.04995,0.00755,2e-07,1e-04,0.0996,0.0065,0.0604,0.3764,2e-07,2e-07,2e-07,0.0095,0.0418,0.01065,2e-07,0.0145
"11419",1293000,366000,0.0175,2e-07,0.0032,0.01965,0.00485,0.0019,0.03865,0.03485,0.00625,2e-07,1e-04,0.07265,0.00545,0.053,0.49065,2e-07,2e-07,2e-07,0.0053,0.04085,0.01045,2e-07,0.01265
"11420",1301000,366000,0.0095,2e-07,0.0018,0.0053,0.0062,0.0021,0.0721,0.01455,0.00275,2e-07,1e-04,0.0268,0.003,0.0453,0.6129,2e-04,2e-07,2e-07,0.0029,0.0263,0.01045,2e-07,0.0108
"11421",1309000,366000,0.0036,2e-07,0.0011,0.00135,0.0071,0.0024,0.0956,0.006,8e-04,2e-07,1e-04,0.00755,0.0025,0.0402,0.73155,4e-04,2e-07,2e-07,0.00085,0.01755,0.0121,2e-07,0.00775
"11422",1317000,366000,0.0035,2e-07,0.0015,0.0016,0.00935,0.0016,0.12745,0.00935,9e-04,2e-07,2e-04,0.0084,0.0015,0.0434,0.6819,7e-04,2e-07,2e-07,7e-04,0.02255,0.0132,2e-07,0.01075
"11423",1325000,366000,0.0046,2e-07,0.00285,0.01085,0.0092,5e-04,0.1224,0.0234,0.0015,2e-07,3e-04,0.03175,0.00085,0.03775,0.65135,2e-04,2e-07,2e-07,0.0016,0.02865,0.006,2e-07,0.0166
"11424",1333000,366000,0.01135,2e-07,0.00905,0.02175,0.0244,0.0012,0.1528,0.01455,0.0044,2e-07,0.001,0.074,0.0019,0.0509,0.45175,2e-04,2e-07,2e-07,0.007,0.0484,0.0043,2e-07,0.03375
"11425",1341000,366000,0.0162,2e-07,0.02,0.0102,0.04795,0.0013,0.15515,0.01665,0.0034,2e-07,0.0141,0.0401,0.0046,0.0633,0.4456,8e-04,2e-07,2e-07,0.0076,0.04215,0.0038,2e-07,0.057
"11426",1349000,366000,0.01325,2e-07,0.01525,0.00935,0.0397,0.0024,0.11595,0.015,0.0044,2e-07,0.04085,0.04655,0.01085,0.10315,0.43775,0.00835,2e-07,2e-07,0.0047,0.04715,0.00145,2e-07,0.00415
"11427",1357000,366000,0.01735,2e-07,0.0138,0.0115,0.0298,0.01525,0.091,0.0085,0.01125,2e-07,0.0271,0.105,0.02795,0.1752,0.3345,0.0177,2e-07,2e-07,0.0074,0.0612,7e-04,2e-07,0.0015
"11428",1365000,366000,0.008,2e-07,0.00465,0.04115,0.0095,0.0118,0.15525,0.0068,0.0023,2e-07,0.0977,0.0258,0.0262,0.1609,0.23675,0.07875,2e-07,2e-07,0.00175,0.0623,8e-04,2e-07,0.001
"11429",1373000,366000,0.0042,2e-07,0.0027,0.06605,0.0066,0.0026,0.2102,0.01805,8e-04,2e-07,0.06555,0.01805,0.0135,0.15425,0.2611,0.09785,2e-07,2e-07,5e-04,0.0298,0.0014,2e-07,0.00115
"11430",1381000,366000,0.0026,2e-07,0.002,0.0022,0.0088,6e-04,0.0381,0.01525,0.00045,2e-07,0.00785,0.06635,0.0048,0.06195,0.62645,0.103,2e-07,2e-07,2e-04,0.00915,0.01285,2e-07,0.0015
"11431",1389000,366000,0.002,2e-07,0.00135,0.0014,0.0042,5e-04,0.01575,0.0083,0.00035,2e-07,0.0026,0.0347,0.00295,0.03665,0.62635,0.0892,2e-07,2e-07,2e-04,0.0086,0.00815,2e-07,0.001
"11432",1397000,366000,0.0017,2e-07,0.0013,0.0012,0.00305,2e-04,0.01095,0.00675,5e-04,2e-07,0.0026,0.05155,0.00365,0.03285,0.56295,0.16225,2e-07,2e-07,2e-04,0.00955,0.01445,2e-07,0.001
"11433",1405000,366000,0.001,2e-07,8e-04,6e-04,0.0013,1e-04,0.01135,0.0034,4e-04,2e-07,0.0012,0.05365,0.0016,0.02275,0.56425,0.2158,2e-07,2e-07,1e-04,0.00535,0.0146,2e-07,0.00085
"11434",1413000,366000,8e-04,2e-07,4e-04,2e-04,9e-04,1e-04,0.0187,0.0016,3e-04,2e-07,3e-04,0.0448,6e-04,0.01445,0.5416,0.20825,2e-07,2e-07,1e-04,0.0047,0.01025,2e-07,0.0011
"11435",1421000,366000,5e-04,2e-07,3e-04,1e-04,5e-04,1e-04,0.0385,6e-04,1e-04,2e-07,1e-04,0.0516,4e-04,0.0088,0.56295,0.28345,2e-07,2e-07,1e-04,0.00355,0.0089,2e-07,0.0028
"11436",1429000,366000,0.00055,2e-07,2e-04,1e-04,6e-04,2e-07,0.04375,0.00055,1e-04,2e-07,2e-07,0.0459,2e-04,0.00685,0.52465,0.22685,2e-07,2e-07,1e-04,0.003,0.0087,2e-07,0.00295
"11437",1437000,366000,8e-04,2e-07,3e-04,1e-04,9e-04,2e-07,0.0498,8e-04,2e-04,2e-07,1e-04,0.04085,2e-04,0.01005,0.5046,0.1617,2e-07,2e-07,1e-04,0.00305,0.0061,2e-07,0.0026
"11438",1445000,366000,8e-04,2e-07,3e-04,1e-04,0.0012,5e-05,0.0461,7e-04,2e-04,2e-07,2e-07,0.045,0.00025,0.0095,0.445,0.1915,2e-07,2e-07,2e-04,0.0029,0.00615,2e-07,0.0023
"11439",1453000,366000,8e-04,2e-07,2e-04,1e-04,0.0015,1e-04,0.0504,8e-04,3e-04,2e-07,2e-07,0.04685,3e-04,0.0108,0.4378,0.18855,2e-07,2e-07,1e-04,0.00305,0.0047,2e-07,0.00275
"11440",1461000,366000,0.0012,2e-07,3e-04,1e-04,0.002,2e-07,0.0889,9e-04,0.00035,2e-07,2e-07,0.0459,0.00035,0.01295,0.4555,0.15645,2e-07,2e-07,2e-04,0.0039,0.00475,2e-07,0.0032
"11466",1669000,366000,0.00245,2e-07,1e-04,7e-04,0.0016,1e-04,0.0044,2e-07,2e-04,2e-07,2e-07,0.0526,5e-05,0.02965,0.78895,4e-04,2e-07,2e-07,0.00045,0.00165,0.01925,2e-07,0.0095
"11467",1677000,366000,0.0029,2e-07,1e-04,5e-04,0.0016,2e-07,0.00365,5e-05,2e-04,2e-07,2e-07,0.0614,1e-04,0.02975,0.7587,4e-04,2e-07,2e-07,4e-04,0.0022,0.0158,2e-07,0.0088
"11468",1685000,366000,0.00305,2e-07,2e-04,0.001,0.00145,2e-07,0.00775,1e-04,3e-04,2e-07,2e-07,0.0549,1e-04,0.026,0.73535,0.00135,2e-07,2e-07,0.00025,0.00235,0.0136,2e-07,0.0083
"11469",1693000,366000,0.0028,2e-07,1e-04,7e-04,0.0014,2e-07,0.0055,2e-07,3e-04,2e-07,2e-07,0.0623,1e-04,0.02295,0.72175,0.00315,2e-07,2e-07,3e-04,0.0032,0.014,2e-07,0.006
"11470",1701000,366000,0.00385,2e-07,2e-04,0.0012,0.00185,1e-04,0.0094,1e-04,4e-04,2e-07,2e-07,0.0619,1e-04,0.03195,0.64865,0.0074,2e-07,2e-07,3e-04,0.00465,0.01285,2e-07,0.0081
"11471",1709000,366000,0.0036,2e-07,2e-04,0.00105,0.0019,2e-07,0.00675,5e-05,4e-04,2e-07,2e-07,0.0706,1e-04,0.0347,0.62955,0.00855,2e-07,2e-07,3e-04,0.00595,0.0135,2e-07,0.00995
"11472",1717000,366000,0.00345,2e-07,2e-04,0.00115,0.0019,2e-07,0.0086,2e-07,5e-04,2e-07,2e-07,0.05535,1e-04,0.03685,0.6201,0.01615,2e-07,2e-07,3e-04,0.0081,0.01215,2e-07,0.0084
"11473",1725000,366000,0.0036,2e-07,2e-04,0.00095,0.0018,5e-05,0.007,2e-07,5e-04,2e-07,2e-07,0.0603,1e-04,0.0354,0.6068,0.0257,2e-07,2e-07,2e-04,0.0068,0.0107,2e-07,0.0064
"11474",1733000,366000,0.0033,2e-07,1e-04,0.00075,0.0016,2e-07,0.00735,2e-07,5e-04,2e-07,2e-07,0.05365,1e-04,0.0322,0.58205,0.0512,2e-07,2e-07,2e-04,0.00705,0.01,2e-07,0.0048
"11475",1741000,366000,0.00285,2e-07,1e-04,5e-04,0.0017,2e-07,0.0053,2e-07,0.00025,2e-07,2e-07,0.0556,1e-04,0.03,0.53075,0.06015,2e-07,2e-07,1e-04,0.00695,0.00715,2e-07,0.0045
"11476",1749000,366000,0.0027,2e-07,1e-04,5e-04,0.00135,2e-07,0.00585,2e-07,2e-04,2e-07,2e-07,0.0545,1e-04,0.0248,0.53765,0.06345,2e-07,2e-07,1e-04,0.00675,0.00645,2e-07,0.00335
"11477",1757000,366000,0.003,2e-07,1e-04,4e-04,0.0019,2e-07,0.00705,2e-07,4e-04,2e-07,2e-07,0.0697,1e-04,0.02885,0.49995,0.07685,2e-07,2e-07,1e-04,0.009,0.0056,2e-07,0.00405
"11708",1237000,374000,0.0163,2e-07,0.0042,0.01005,1e-04,0.001,0.0017,0.037,0.0027,2e-07,2e-07,0.07165,0.0075,0.1004,0.63365,2e-07,2e-07,2e-07,0.00975,0.0053,0.02385,2e-07,0.02855
"11709",1245000,374000,0.0142,2e-07,0.00385,0.00845,2e-04,0.0014,0.0035,0.06815,0.0038,2e-07,2e-07,0.0948,0.00955,0.08085,0.5597,2e-07,2e-07,2e-07,0.01,0.00725,0.0191,2e-07,0.0312
"11710",1253000,374000,0.01645,2e-07,0.00375,0.00925,0.00025,0.0027,0.00355,0.0577,0.0057,2e-07,2e-07,0.0926,0.0107,0.0663,0.4815,2e-07,2e-07,2e-07,0.01005,0.0133,0.0147,2e-07,0.01655
"11711",1261000,374000,0.01705,2e-07,0.0036,0.01105,5e-04,0.00345,0.00445,0.04445,0.0059,2e-07,2e-07,0.07905,0.0085,0.0592,0.5184,2e-07,2e-07,2e-07,0.01065,0.01835,0.0092,2e-07,0.01005
"11712",1269000,374000,0.0183,2e-07,0.0035,0.01305,8e-04,0.0036,0.00725,0.0351,0.0059,2e-07,2e-07,0.0822,0.00825,0.04825,0.49275,2e-07,2e-07,2e-07,0.0092,0.0223,0.00905,2e-07,0.01085
"11713",1277000,374000,0.0165,2e-07,0.0031,0.01335,0.0011,0.0023,0.00875,0.032,0.0057,2e-07,2e-07,0.09065,0.0073,0.0511,0.4845,2e-07,2e-07,2e-07,0.00805,0.0284,0.00845,2e-07,0.0084
"11714",1285000,374000,0.01505,2e-07,0.00345,0.0178,0.0022,0.00195,0.0221,0.02665,0.0053,2e-07,2e-07,0.0962,0.00545,0.0467,0.4954,2e-07,2e-07,2e-07,0.0081,0.0265,0.0091,2e-07,0.0082
"11715",1293000,374000,0.0136,2e-07,0.0036,0.01545,0.00435,0.0022,0.0269,0.02175,0.005,2e-07,2e-07,0.0768,0.0045,0.05285,0.4822,2e-07,2e-07,2e-07,0.0049,0.0279,0.00955,2e-07,0.01065
"11716",1301000,374000,0.0087,2e-07,0.00285,0.00655,0.0066,0.00255,0.04865,0.01615,0.00325,2e-07,1e-04,0.03915,0.0035,0.0543,0.55905,1e-04,2e-07,2e-07,0.0043,0.0257,0.011,2e-07,0.0107
"11717",1309000,374000,0.0059,2e-07,0.003,0.0034,0.0127,0.0049,0.1027,0.0109,0.00185,2e-07,3e-04,0.02055,0.00275,0.0555,0.57625,7e-04,2e-07,2e-07,0.00255,0.02515,0.0189,2e-07,0.0166
"11718",1317000,374000,0.0092,2e-07,0.0079,0.0055,0.02175,0.0027,0.1241,0.0337,0.0031,2e-07,0.00245,0.02175,0.00225,0.0988,0.4196,0.0098,2e-07,2e-07,0.0028,0.0438,0.05005,2e-07,0.05205
"11719",1325000,374000,0.0111,2e-07,0.0122,0.0088,0.0197,0.0016,0.14775,0.063,0.0047,2e-07,0.0058,0.0314,0.0013,0.0967,0.41705,9e-04,2e-07,2e-07,0.00315,0.0467,0.02365,2e-07,0.0659
"11720",1333000,374000,0.0147,2e-07,0.00955,0.0109,0.0154,0.00325,0.08965,0.0065,0.01175,2e-07,0.0012,0.0848,0.0016,0.07405,0.5764,2e-04,2e-07,2e-07,0.00945,0.04315,0.0021,2e-07,0.0202
"11721",1341000,374000,0.02155,2e-07,0.0101,0.0257,0.01165,0.0022,0.12225,0.0775,0.0027,2e-07,0.01085,0.0768,0.00865,0.0937,0.435,4e-04,2e-07,2e-07,0.0029,0.03065,0.002,2e-07,0.04085
"11722",1349000,374000,0.0121,2e-07,0.0198,0.02505,0.0275,0.00325,0.04805,0.0469,0.0032,2e-07,0.05415,0.04495,0.01615,0.163,0.3037,0.0716,2e-07,2e-07,0.00255,0.04955,0.00335,2e-07,0.0159
"11723",1357000,374000,0.01095,2e-07,0.013,0.00415,0.0192,0.01525,0.02775,0.0032,0.0023,2e-07,0.0203,0.07045,0.01705,0.0994,0.57505,0.0332,2e-07,2e-07,0.0042,0.04165,7e-04,2e-07,0.0014
"11724",1365000,374000,0.01055,2e-07,0.00375,0.0041,0.0115,0.0308,0.0448,0.00225,0.00115,2e-07,0.006,0.0492,0.02415,0.11855,0.5581,0.01255,2e-07,2e-07,0.002,0.05925,6e-04,2e-07,8e-04
"11725",1373000,374000,0.01155,2e-07,0.00345,0.05645,0.01085,0.0032,0.10785,0.03735,7e-04,2e-07,0.026,0.0101,0.0088,0.17185,0.45765,0.0243,2e-07,2e-07,7e-04,0.03685,0.00105,2e-07,0.0018
"11726",1381000,374000,0.0031,2e-07,0.0019,0.003,0.00885,6e-04,0.0445,0.04275,2e-04,2e-07,0.0085,0.01745,0.0034,0.0543,0.67705,0.07695,2e-07,2e-07,2e-04,0.0102,0.0026,2e-07,9e-04
"11727",1389000,374000,0.00215,2e-07,0.0014,0.0018,0.0049,5e-04,0.0204,0.01135,3e-04,2e-07,0.00425,0.0243,0.00255,0.03755,0.603,0.08435,2e-07,2e-07,2e-04,0.00855,0.0063,2e-07,7e-04
