"Pollen.file";"Parameter.file";"Distance.weighting";"Basin.type";"pollen.Ash.mediansim";"pollen.Beech.mediansim";"pollen.Birch.mediansim";"pollen.Hemlock.mediansim";"pollen.Hickory.mediansim";"pollen.Maple.mediansim";"pollen.Oak.mediansim";"pollen.Other_conifer.mediansim";"pollen.Other_hardwood.mediansim";"pollen.Pine.mediansim";"pollen.Spruce.mediansim";"pollen.Ash.q10sim";"pollen.Beech.q10sim";"pollen.Birch.q10sim";"pollen.Hemlock.q10sim";"pollen.Hickory.q10sim";"pollen.Maple.q10sim";"pollen.Oak.q10sim";"pollen.Other_conifer.q10sim";"pollen.Other_hardwood.q10sim";"pollen.Pine.q10sim";"pollen.Spruce.q10sim";"pollen.Ash.q90sim";"pollen.Beech.q90sim";"pollen.Birch.q90sim";"pollen.Hemlock.q90sim";"pollen.Hickory.q90sim";"pollen.Maple.q90sim";"pollen.Oak.q90sim";"pollen.Other_conifer.q90sim";"pollen.Other_hardwood.q90sim";"pollen.Pine.q90sim";"pollen.Spruce.q90sim"
"data/reveals_input.csv";"data/reveals_input_params.csv";"gpm neutral";"lake";2,6585;8,3825;8,4555;3,155;6,413;6,476;10,326;0;23,632;1,913;0;0;3,218;3,0485;1,058;2,354;1,5137;3,8907;0;9,1932;0,6708;0;10,9975;31,2245;27,8081;11,6192;14,9549;28,2191;23,4453;0;47,7543;5,9886;0
