"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11"
"649";25,175;5,815;8,993;2,681;8,605;6,961;13,134;0;26,588;2,048;0
"650";3,798;37,785;10,2;3,08;4,077;8,868;5,916;0;23,767;2,509;0
"651";0;4,585;6,6;11,564;6,565;3,263;28,536;0;35,832;3,055;0
"652";4,832;10,803;15,354;3,38;6,355;8,889;24,14;0;24,564;1,683;0
"653";9,963;24,672;5,696;13,16;3,902;9,023;13,279;0;19,271;1,034;0
"654";3,016;10,463;14,645;1,285;6,854;14,101;6,74;0;40,399;2,497;0
"655";5,068;7,643;6,3;1,54;7,153;23,733;8,425;0;38,419;1,718;0
"656";1,447;18,688;12,337;2,858;5,256;2,631;13,412;0;40,994;2,376;0
"657";0;9,772;6,587;8,529;6,083;18,212;18,737;0;29,84;2,24;0
"658";0,723;32,414;12,714;2,146;7,856;4,556;9,764;0;24,016;5,811;0
"659";0,737;1,988;3,235;3,83;2,135;2,617;3,709;0;81,217;0,532;0
"660";3,877;17,683;9,047;4,014;8,41;8,28;12,981;0;29,12;6,589;0
"661";8,621;5,21;6,076;4,736;16,684;5,643;22,097;0;28,449;2,484;0
"662";3,727;4,232;4,798;5,016;7,299;51,463;6,051;0;16,106;1,307;0
"663";0,309;1,529;0,571;0,152;0,779;0,24;1,097;0;95,193;0,13;0
"664";3,02;4,605;2,516;8,764;4,612;7,846;23,637;0;44,341;0,66;0
"665";1,947;7,894;10,853;5,151;15,062;4,85;22,933;0;28,971;2,339;0
"666";4,427;3,754;4,852;4,603;3,695;17,103;4,854;0;55,306;1,406;0
"667";3,217;22,754;22,396;10,557;11,921;5,584;11,935;0;10,288;1,346;0
"668";4,842;16,813;6,799;7,106;6,422;3,366;22,961;0;29,706;1,985;0
"669";5,631;8,925;26,763;1,847;7,85;4,499;14,056;0;28,504;1,924;0
"670";10,864;11,789;22,852;3,191;6,498;6,46;18,072;0;19,565;0,708;0
"671";0;12,116;1,814;1,144;3,112;51,803;4,966;0;14,989;10,056;0
"672";3,968;3,145;40,736;3,994;4,715;8,425;9,883;0;24,164;0,97;0
"673";3,24;12,183;23,423;2,606;11,643;10,309;11,936;0;23,15;1,509;0
"674";3,278;4,645;34,73;5,094;4,587;3,283;9,045;0;33,049;2,289;0
"675";1,246;3,325;8,018;13,248;5,636;13,913;23,315;0;29,594;1,705;0
"676";55,615;24,428;2,332;2,012;1,632;3,887;2,988;0;5,878;1,229;0
"677";5,572;6,06;8,227;3,696;8,765;1,865;11,335;0;49,811;4,669;0
"678";1,284;1,991;1,989;0,582;1,068;86,195;1,938;0;4,675;0,279;0
"679";0,715;2,994;30,062;3,443;8,048;4,609;11,836;0;27,112;11,181;0
"680";3,652;4,492;4,977;8,596;9,296;29,521;9,402;0;27,064;2,999;0
"681";1,886;5,898;7,766;18,547;5,452;7,834;11,56;0;39,467;1,59;0
"682";1,609;7,025;15,432;3,376;14,874;4;16,81;0;34,227;2,646;0
"683";7,476;6,16;21,262;10,361;6,487;7,447;27,527;0;12,204;1,077;0
"684";2,077;1,804;2,299;0,642;1,251;57,451;0,973;0;32,991;0,512;0
"685";0;9,705;6,018;2,818;8,023;5,302;19,103;0;44,622;4,408;0
"686";1,758;7,368;15,513;2,198;1,808;4,758;56,997;0;8,708;0,892;0
"687";2,206;43,13;6,998;9,859;4,685;3,907;11,708;0;15,276;2,231;0
"688";1,705;66,113;3,42;0,826;0,743;2,745;5,009;0;4,853;14,586;0
"689";0;5,025;5,582;2,305;12,143;34,68;12,081;0;26,247;1,937;0
"690";0;14,554;8,598;5,087;10,78;15,534;13,588;0;29,918;1,941;0
"691";2,1;28,125;23,106;2,48;13,238;1,17;10,49;0;17,932;1,359;0
"692";0;28,129;5,636;1,368;8,812;19,978;7,658;0;26,462;1,956;0
"693";2,722;6,493;18,762;1,619;8,896;17,111;13,929;0;28,732;1,736;0
"694";3,213;15,682;48,298;1,2;4,98;8,53;10,03;0;7,139;0,929;0
"695";1,668;8,949;4,863;3,366;5,908;9,844;50,951;0;12,182;2,269;0
"696";5,33;44,413;3,584;2,718;9,572;15,82;6,9;0;9,384;2,279;0
"697";3,741;11,466;8,057;9,905;7,384;8,934;16,305;0;28,998;5,21;0
"698";4,29;3,864;65,515;3,138;3,22;1,268;5,711;0;12,236;0,759;0
"699";15,714;5,205;71,956;0,26;0,584;0,234;1,53;0;3,98;0,537;0
"700";1,711;31,328;11,446;3,241;5,244;4,877;7,891;0;32,729;1,533;0
"701";3,497;5,509;34,623;1,759;6,623;9,92;9,291;0;28,07;0,707;0
"702";2,103;15,091;9,246;3,163;15,171;12,515;10,861;0;30,511;1,341;0
"703";2,877;4,782;4,6;27,278;9,478;1,042;32,361;0;15,808;1,774;0
"704";2,273;8,852;3,013;5,16;5,533;4,52;5,904;0;60,92;3,826;0
"705";13,596;9,206;4,461;2,507;28,209;0;17,278;0;22,902;1,841;0
"706";0,969;3,273;52,289;4,663;14,343;4,046;5,922;0;13,258;1,237;0
"707";5,223;5,694;8,39;15,176;15,551;17,237;12,131;0;18,913;1,684;0
"708";11,446;11,136;9,534;3,105;7,343;1,952;6,707;0;44,644;4,133;0
"709";0,529;56,945;6,92;0,27;6,269;12,708;3,856;0;11,747;0,756;0
"710";1,412;3,674;4,352;3,104;7,355;1,719;10,316;0;67,212;0,856;0
"711";66,757;9,141;4,125;1,773;4,048;1,884;3,039;0;8,35;0,883;0
"712";4,178;19,673;2,652;6,616;11,523;11,735;16,5;0;20,419;6,703;0
"713";5,515;4,881;4,949;1,734;28,729;18,678;14,246;0;20,467;0,799;0
"714";1,157;5,829;5,229;2,357;34,902;10,469;4,786;0;34,551;0,721;0
"715";30,681;4,044;2,758;1,731;3,492;5,708;42,171;0;8,068;1,346;0
"716";20,169;13,299;4,526;2,94;6,19;4,41;20,819;0;26,505;1,142;0
"717";8,282;9,227;12,299;18,243;7,642;3,445;14,65;0;19,408;6,805;0
"718";0;15,483;4,617;1,872;11,738;22,597;19,32;0;23,424;0,949;0
"719";0;18,368;11,269;7,473;6,414;2,709;9,71;0;34,861;9,197;0
"720";6,084;11,144;14,493;3,941;4,237;16,094;9,81;0;31,606;2,591;0
"721";1,102;11,276;14,371;3,248;11,459;12,237;9,249;0;32,756;4,303;0
"722";0;21,797;6,279;4,174;7,146;4,071;8,488;0;46,668;1,377;0
"723";1,994;19,129;11,976;3,44;7,821;6,736;11,131;0;35,603;2,17;0
"724";0;8,097;14,772;4,077;4,196;1,829;51,464;0;12,294;3,271;0
"725";0,624;0,854;1,004;0,222;0,579;0,524;3,265;0;92,649;0,28;0
"726";1,533;4,358;61,554;1,809;3,954;2,153;6,063;0;17,353;1,223;0
"727";3,348;5,862;8,618;2,124;11,137;29,611;10,334;0;24,738;4,229;0
"728";0;5,104;29,164;2,857;5,767;17,4;9,761;0;28,749;1,197;0
"729";16,732;8,389;3,322;8,974;17,648;18,004;8,103;0;16,719;2,11;0
"730";0,723;4,392;4,371;48,224;3,734;17,244;7,855;0;12,137;1,321;0
"731";3,341;3,887;6,142;3,783;3,545;37,971;8,482;0;30,836;2,014;0
"732";5,6;10,046;7,072;6,272;7,813;7,661;11,804;0;18,744;24,989;0
"733";12,081;7,162;4,895;2,277;11,576;21,74;9,717;0;27,124;3,428;0
"734";3,342;7,577;12,222;8,651;8,261;10,298;14,852;0;32,694;2,103;0
"735";0;11,563;7,615;18,004;12,353;4,594;12,197;0;31,515;2,16;0
"736";0,555;84,516;1,662;4,44;1,348;0,952;1,787;0;4,482;0,257;0
"737";8,825;6,396;4,243;1,486;9,415;16,99;12,593;0;10,297;29,754;0
"738";5,304;2,772;11,213;4,383;4,185;4,6;47,837;0;16,021;3,686;0
"739";0;11,007;14,412;5,286;11,166;2,695;23,831;0;29,86;1,744;0
"740";1,067;73,988;1,873;8,312;2,302;6,105;1,753;0;4,343;0,257;0
"741";7,105;16,744;13,516;7,094;3,069;5,891;27,509;0;17,016;2,055;0
"742";1,138;4,133;7,511;2,486;4,563;0,833;48,273;0;29,797;1,266;0
"743";0;1,398;5,016;1,326;6,575;0,258;3,343;0;81,167;0,917;0
"744";3,873;15,197;13,392;2,097;16,013;2,227;6,657;0;37,98;2,564;0
"745";4,732;4,854;5,603;2,281;5,971;49,746;7,845;0;17,09;1,878;0
"746";4,677;16,428;16,934;1,75;4,64;3,486;42,309;0;7,851;1,924;0
"747";6,549;3,79;15,802;5,43;18,457;3,421;19,626;0;22,494;4,431;0
"748";4,171;6,037;14,665;1,144;12,964;13,646;5,936;0;40,202;1,235;0
"749";0;80,338;2,74;0,726;1,716;1,203;2,494;0;10,122;0,661;0
"750";0;11,074;3,684;1,36;2,86;2,31;44,683;0;33,852;0,176;0
"751";3,891;18,847;7,285;8,852;4,918;10,385;13,277;0;28,292;4,252;0
"752";3,496;11,591;11,888;3,571;18,406;0,746;30,581;0;18,152;1,568;0
"753";8,05;20,413;6,871;8,517;9,71;22,562;8,412;0;13,038;2,427;0
"754";4,932;7,787;30,271;1,755;7,82;3,498;6,618;0;36,046;1,272;0
"755";4,315;4,667;5,527;62,628;5,278;1,29;3,084;0;12,358;0,855;0
"756";1,108;2,942;58,177;3,14;4,992;3,152;5,656;0;19,606;1,227;0
"757";11,386;10,758;20,508;19,781;1,828;1,105;6,589;0;26,341;1,705;0
"758";21,13;11,316;6,033;1,691;9,222;9,266;13,547;0;25,302;2,494;0
"759";6,707;4,355;3,092;33,478;4,112;21,916;7,361;0;17,581;1,398;0
"760";3,423;16,053;9,117;14,134;10,26;7,973;9,087;0;27,662;2,292;0
"761";16,111;4,244;4,887;2,819;6,564;37,091;7,927;0;19,473;0,884;0
"762";5,472;8,062;13,61;15,797;10,65;6,575;16,522;0;19,342;3,969;0
"763";8,637;9,89;7,435;2,997;11,021;4,064;12,291;0;39,519;4,145;0
"764";2,727;39,926;2,033;0,565;1,095;1,208;8,582;0;41,402;2,464;0
"765";4,331;36,334;8,091;5,882;5,179;11,171;10,087;0;16,528;2,396;0
"766";2,752;10,731;4,924;11,411;9,101;4,745;41,765;0;12,829;1,741;0
"767";20,998;15,458;16,325;1,81;4,019;4,084;9,198;0;27,176;0,931;0
"768";0,741;1,199;1,633;0,36;2,835;86,843;3,893;0;2,264;0,234;0
"769";2,524;7,933;10,891;2,83;7,34;32,028;15,635;0;19,48;1,338;0
"770";4,875;30,149;3,197;3,982;4,741;7,313;6,002;0;36,359;3,382;0
"771";0;4,769;11,802;6,103;14,848;8,993;22,919;0;26,325;4,242;0
"772";0,02;0,068;98,776;0,112;0,127;0,078;0,397;0;0,394;0,028;0
"773";2,247;3,521;3,642;3,03;4,538;51,671;8,241;0;21,418;1,692;0
"774";1,374;7,759;14,595;2,882;14,346;9,251;8,061;0;30,369;11,363;0
"775";2,617;5,536;5,371;4,216;5,539;13,665;27,296;0;28,747;7,013;0
"776";0;1,427;6,426;0,381;79,261;1,107;2,736;0;8,26;0,402;0
"777";12,957;4,342;6,828;2,984;6,172;3,812;10,286;0;18,275;34,344;0
"778";4,382;6,95;20,61;11,316;5,432;8,567;8,368;0;31,37;3,004;0
"779";3,573;9,187;16,901;2,416;9,216;8,171;7,858;0;39,971;2,705;0
"780";14,486;18,056;10,267;1,301;5,18;7,31;15,677;0;26,362;1,36;0
"781";0;1,828;0,397;0,381;0,751;92,515;1,055;0;2,867;0,208;0
"782";5,658;40,186;4,776;8,614;9,64;3,18;10,969;0;15,911;1,064;0
"783";7,402;20,297;9,957;2,702;5,103;6,67;9,615;0;36,66;1,593;0
"784";1,836;16,32;11,048;3,508;16,672;6,841;14,119;0;27,404;2,252;0
"785";4,03;6,903;14,913;5,281;27,07;1,823;18,358;0;18,5;3,122;0
"786";1,84;55,23;1,877;1,021;4,539;1,376;5,53;0;26,007;2,579;0
"787";10,558;11,318;11,553;4,618;9,264;17,57;17,649;0;14,786;2,684;0
"788";9,752;22,892;12,691;3,284;4,494;1,773;6,629;0;35,675;2,81;0
"789";3,217;4,303;6,673;1,282;1,903;72,12;2,358;0;4,764;3,38;0
"790";1,383;4,769;8,728;5,148;11,616;6,693;16,446;0;41,709;3,507;0
"791";0;12,061;2,525;1,372;4,574;8,637;17,588;0;45,879;7,364;0
"792";5,159;22,488;25,429;4,482;6,408;11,633;8,268;0;14,177;1,955;0
"793";1,804;6,995;22,765;2,3;4,893;11,297;6,805;0;31,78;11,361;0
"794";2,591;11,849;4,215;7,695;16,593;19,664;13,189;0;20,561;3,644;0
"795";0,598;5,77;36,027;3,166;2,589;8,735;5,848;0;36,529;0,739;0
"796";1,248;4,797;4,525;43,28;5,039;6,772;7,131;0;26,175;1,033;0
"797";1,986;5,987;12,05;5,725;4,326;30,564;7,162;0;30,626;1,574;0
"798";0;5,299;5,935;2,579;6,425;31,614;26,474;0;19,173;2,501;0
"799";0;37,022;3,052;3,734;18,648;5,667;7,572;0;20,826;3,479;0
"800";4,51;9,613;30,596;2,294;6,968;9,619;10,654;0;22,992;2,755;0
"801";0;13,605;7,389;5,167;5,167;10,344;27,436;0;26,983;3,908;0
"802";4,379;7,482;7,41;4,283;4,164;28,985;15,402;0;26,499;1,396;0
"803";2,175;11,39;12,334;2,377;5,756;8,345;4,53;0;32,903;20,19;0
"804";3,252;4,499;3,986;3,201;9,919;39,115;8,176;0;26,579;1,273;0
"805";6;19,056;7,082;1,925;7,694;3,292;17,91;0;36,039;1,002;0
"806";3,447;33,204;19,987;1,025;5,08;13,556;3,967;0;17,733;2;0
"807";0,889;55,308;12,03;1,425;6,032;3,411;4,19;0;16,078;0,637;0
"808";0;4,27;60,361;3,014;2,092;3,666;5,018;0;20,343;1,237;0
"809";1,428;8,095;12,204;6,156;6,393;7,771;25,214;0;29,067;3,671;0
"810";1,149;4,684;28,724;13,579;13,162;8,89;6,724;0;20,951;2,137;0
"811";2,02;6,899;4,128;3,58;4,651;13,485;17,364;0;46,441;1,433;0
"812";6,218;5,284;15,224;5,703;4,114;6,226;5,632;0;50,15;1,447;0
"813";9,321;7,319;12,101;1,008;5,521;5,758;38,647;0;18,193;2,132;0
"814";0;0,48;1,047;0,263;0,549;94,18;0,933;0;2,456;0,091;0
"815";1,739;6,564;9,787;4,136;16,533;23,761;6,437;0;29,718;1,326;0
"816";1,199;14,013;9,087;4,92;13,501;3,872;18,283;0;33,585;1,539;0
"817";0,3;0,275;0,669;0,255;0,656;1,316;1,088;0;95,272;0,17;0
"818";37,869;6,65;17,792;0,675;2,413;11,237;8,961;0;13,749;0,655;0
"819";2,709;15,872;9,751;4,273;11,515;6,796;12,101;0;34,825;2,159;0
"820";2,186;18,071;6,854;3,35;11,748;13,089;6,843;0;30,164;7,694;0
"821";6,237;19,32;8,338;2,595;4,912;9,632;13,21;0;34,09;1,666;0
"822";18,695;3,381;15,606;4,38;10,098;1,604;12,342;0;32,066;1,826;0
"823";2,906;8,309;7,961;3,543;9,172;31,353;6,872;0;28,723;1,162;0
"824";17,242;4,781;35,424;4,257;2,179;21,534;5,938;0;7,902;0,744;0
"825";2,633;13,898;3,162;5,609;4,324;48,989;4,883;0;14,462;2,04;0
"826";6,088;24,186;5,267;28,037;4,302;2,98;5,049;0;19,166;4,926;0
"827";7,311;11,354;12,453;4,284;5,574;18,337;7,074;0;31,05;2,562;0
"828";2,234;29,583;6,856;2,199;10,631;6,317;9,28;0;30,591;2,309;0
"829";3,7;4,167;19,813;4,63;6,55;12,515;23,775;0;23,604;1,247;0
"830";4,633;7,185;10,7;1,46;10,2;8,58;12,143;0;42,085;3,014;0
"831";0;2,858;10,597;53,531;4,149;12,321;3,945;0;10,879;1,72;0
"832";20,902;3,995;9,028;3,663;6,154;5,934;11,008;0;36,686;2,629;0
"833";2,184;6,975;16,318;15,736;7,775;9,954;14,648;0;25,038;1,373;0
"834";0;4,378;5,2;2,24;3,276;1,651;25,1;0;53,596;4,561;0
"835";7,781;3,636;14,934;26,394;6,998;7,18;11,664;0;14,608;6,806;0
"836";6,754;14,938;31,493;1,647;4,316;7,023;5,875;0;22,509;5,445;0
"837";8,888;5,79;13,661;12,672;15,203;2,431;13,687;0;25,07;2,598;0
"838";34,344;35,152;1,98;5,151;8,459;0,893;6,647;0;6,424;0,95;0
"839";0;31,213;28,029;12,367;8,346;3,541;6,404;0;8,321;1,78;0
"840";3,902;25,446;10,437;14,008;5,976;12,244;5,38;0;22,036;0,57;0
"841";6,288;41,409;4,592;1,565;1,949;9,507;16,023;0;17,578;1,089;0
"842";1,3;22,76;18,508;3,89;9,751;6,834;14,277;0;21,096;1,584;0
"843";17,172;4,739;7,031;3,816;33,784;3,866;8,911;0;19,278;1,403;0
"844";0;8,063;5,387;1,66;6,143;33,557;18,294;0;18,736;8,162;0
"845";3,017;6,626;17,083;3,794;10,162;1,72;8,737;0;46,113;2,748;0
"846";3,546;5,257;3,359;1,581;39,806;17,511;13,495;0;12,664;2,782;0
"847";1,821;15,806;4,762;2,842;10,987;11,257;12,852;0;36,719;2,955;0
"848";1,153;4,265;57,712;4,252;8,238;10,103;5,807;0;7,706;0,763;0
"849";5,817;11,552;24,882;3,362;5,52;13,161;10,48;0;23,289;1,938;0
"850";1,953;8,649;14,309;12,176;7,057;3,646;28,933;0;21,405;1,873;0
"851";13,726;2,675;4,013;27,366;8,586;22,028;5,698;0;14,13;1,779;0
"852";3,164;3,853;2,769;2,854;10,689;3,689;13,943;0;58,127;0,913;0
"853";2,328;7,55;46,355;3,827;2,443;1,811;7,942;0;24,325;3,421;0
"854";12,441;18,03;20,852;6,108;7,077;1,353;10,49;0;21,449;2,2;0
"855";1,983;12,761;19,371;4,331;9,875;8,474;18,069;0;22,104;3,031;0
"856";0,11;0,328;84,656;12,143;0,622;0,094;0,686;0;1,142;0,22;0
"857";1,307;3,835;6,891;4,388;4,429;48,686;5,976;0;23,367;1,122;0
"858";0;6,943;10,147;3,875;10,916;20,178;24,835;0;21,389;1,716;0
"859";19,59;13,844;17,168;3,018;6,411;0,728;8,899;0;28,241;2,102;0
"860";5,299;13,972;13,253;9,673;8,906;3,385;17,228;0;22,48;5,804;0
"861";2,751;15,781;6,48;2,879;14,598;4,425;13,838;0;33,503;5,745;0
"862";2,579;4,906;12,921;11,39;5,565;4,217;5,604;0;51,774;1,044;0
"863";3,564;3,978;28,863;18,235;9,545;1,968;8,719;0;22,604;2,522;0
"864";0;12,725;9,546;12,038;5,852;17,826;12,993;0;27,079;1,941;0
"865";2,833;10,247;33,356;1,572;9,45;7,098;18,658;0;15,907;0,879;0
"866";4,506;2,351;45,79;1,261;6,812;14,856;8,379;0;14,161;1,883;0
"867";5,543;42,192;5,528;2,647;14,661;3,957;8,396;0;15,112;1,964;0
"868";3,211;49,244;4,975;2,305;3,081;18,934;5,138;0;11,626;1,487;0
"869";0;4,521;8,451;6,376;5,106;1,103;6,186;0;67,35;0,906;0
"870";1,053;4,915;7,438;4,596;5,797;4,905;5,951;0;12,857;52,486;0
"871";4,871;11,225;12,519;6,032;14,301;5,567;13,002;0;21,629;10,855;0
"872";1,362;3,556;15,276;4,166;6,347;29,555;14,497;0;22,83;2,411;0
"873";4,093;2,602;9,061;7,331;2,159;48,804;13,555;0;11,919;0,476;0
"874";5,481;62;3,087;1,572;2,896;0,996;18,805;0;4,743;0,42;0
"875";4,902;38,725;2,665;2,622;2,625;22,463;12,102;0;11,023;2,873;0
"876";3,052;1,535;1,667;2,293;1,722;75,98;1,955;0;11,283;0,513;0
"877";1,978;88,669;1,297;0,324;0,654;0;3,289;0;3,523;0,265;0
"878";1,536;15,099;2,614;0,926;3,432;6,766;2,455;0;65,223;1,949;0
"879";14,525;12,054;23,37;3,697;5,708;10,686;8,894;0;17,849;3,216;0
"880";0;38,493;2,376;0,998;2,012;35,246;3,971;0;16,189;0,715;0
"881";1,943;3,848;17,163;42,034;3,375;2,353;5,352;0;22,316;1,616;0
"882";0;37,271;3,228;5,163;7,194;0,451;7,906;0;37,809;0,979;0
"883";7,504;14,932;11,375;2,835;7,677;7,136;10,257;0;37,111;1,174;0
"884";3,157;5,567;5,458;2,125;15,647;8,073;37,117;0;20,634;2,223;0
"885";5,419;9,971;4,914;6,661;6,024;10,504;24,986;0;29,82;1,701;0
"886";0;7,46;6,921;3,793;6,97;27,33;8,955;0;37,635;0,935;0
"887";5,695;6,614;6,408;47,842;7,859;5,564;4,044;0;11,96;4,013;0
"888";2,08;19,224;8,082;3,512;8,617;27,826;6,858;0;22,328;1,474;0
"889";5,414;27,197;10,068;2,15;5,887;2,48;15,14;0;29,813;1,85;0
"890";19,331;1,778;5,332;2,89;4,581;1,539;4,872;0;59,027;0,652;0
"891";4,284;3,714;2,348;7,699;3,563;42,669;12,93;0;21,507;1,287;0
"892";3,614;43,628;2,911;13,159;4,02;6,689;4,26;0;20,615;1,103;0
"893";75,932;2,474;7,332;2,869;1,038;0,632;4,893;0;4,427;0,401;0
"894";1,71;6;7,904;5,385;14,122;8,096;15,841;0;37,631;3,312;0
"895";1,663;4,436;9,747;2,02;5,323;1,684;9,745;0;58,281;7,1;0
"896";2,502;8,199;2,405;2,901;5,882;3,582;10,026;0;63,357;1,145;0
"897";23,635;5,171;7,813;6,442;10,477;3,381;19,663;0;21,533;1,885;0
"898";5,205;11,217;5,591;3,132;6,075;8,694;14,357;0;44,23;1,499;0
"899";34,202;6,526;13,499;6,002;2,24;3,787;7,51;0;17,488;8,745;0
"900";13,971;15,791;22,61;1,302;5,811;0;12,13;0;27,153;1,234;0
"901";64,477;5,92;2,945;5,142;3,175;6,983;1,903;0;8,994;0,459;0
"902";11,9;4,93;5,816;1,78;2,272;8,048;6,284;0;58,362;0,608;0
"903";1,563;0,81;2,018;6,06;0,576;0,98;1,215;0;86,269;0,509;0
"904";1,253;3,076;54,907;1,177;4,586;1,575;6,735;0;25,533;1,159;0
"905";0,73;4,321;7,226;1,167;5,959;6,073;12,965;0;41,848;19,712;0
"906";1,144;13,099;12,22;2,524;7,86;22,162;18,126;0;20,308;2,557;0
"907";3,403;8,676;7,589;0,991;3,792;5,284;11,949;0;56,572;1,744;0
"908";2,822;22,824;4,876;1,689;1,62;8,484;9,742;0;46,66;1,283;0
"909";2,169;1,357;46,818;1,465;2,576;3,097;7,729;0;33,645;1,144;0
"910";16,205;45,047;7,275;5,522;2,974;4,755;6,568;0;9,606;2,047;0
"911";19,068;5,071;5,54;4,177;6,696;6,851;35,186;0;15,391;2,019;0
"912";0;7,658;8,995;2,834;6,394;0;4,82;0;68,661;0,639;0
"913";5,631;13,272;9,522;5,569;12,062;2,3;42,678;0;6,103;2,864;0
"914";1,559;4,787;8,545;0,835;1,375;65,585;3,488;0;12,514;1,312;0
"915";0;8,524;25,807;7,063;6,977;18,38;10,227;0;20,891;2,131;0
"916";2,725;7,292;5,796;2,069;7,387;24,104;16,251;0;30,74;3,638;0
"917";2,643;52,633;3,833;2,019;3,958;4,202;9,13;0;13,848;7,734;0
"918";5,027;23,747;6,655;3,749;7,664;12,265;11,466;0;26,48;2,946;0
"919";1,134;27,251;4,679;1,96;5,299;9,328;27,137;0;21,237;1,975;0
"920";4,876;11,474;3,76;1,918;7,48;4,798;7,802;0;55,057;2,834;0
"921";0,798;8,292;4,337;7,003;13,323;2,712;33,113;0;29,351;1,072;0
"922";12,635;4,998;13,518;6,056;10,086;5,58;18,417;0;22,971;5,739;0
"923";4,608;3,678;5,246;0,994;3,289;1,444;9,917;0;70,276;0,549;0
"924";0,829;17,014;5,259;3,552;11,728;12,789;22,366;0;23,559;2,905;0
"925";4,17;28,656;31,976;1,608;5,477;9,549;6,881;0;10,288;1,394;0
"926";67,631;12,539;5,357;2,269;3,447;1,502;1,754;0;4,36;1,142;0
"927";0;8,451;11,247;65,708;1,529;3,726;1,946;0;5,586;1,806;0
"928";0;10,559;8,622;7,456;5,614;4,894;9,245;0;50,058;3,552;0
"929";5,028;6,157;8,69;6,007;10,042;16,538;6,185;0;30,028;11,326;0
"930";1,964;27,745;3,927;2,524;2,777;43,915;5,706;0;10,657;0,784;0
"931";0,933;8,035;80,696;0,269;1,514;0,368;3,027;0;4,756;0,403;0
"932";7,46;15,086;5,954;2,686;13,122;6,556;4,291;0;43,815;1,031;0
"933";89,268;0,63;5,656;0,434;0,607;0,29;0,331;0;1,914;0,871;0
"934";2,105;17,109;6,764;2,428;6,433;3,638;7,476;0;52,672;1,375;0
"935";6,997;23,025;5,584;4,379;8,813;1,969;16,188;0;27,802;5,244;0
"936";1,175;19,54;8,333;4,008;12,394;13,813;22,188;0;17,128;1,423;0
"937";10,815;12,6;11,146;3,591;6,756;3,364;8,561;0;34,569;8,598;0
"938";2,712;4,293;28,558;2,059;9,928;18,332;10,763;0;20,816;2,539;0
"939";8,214;9,342;9,28;4,986;7,668;11,165;21,079;0;25,488;2,779;0
"940";4,278;6,05;18,498;2,099;6,027;7,932;8,97;0;43,902;2,244;0
"941";1,712;7,117;5,39;1,88;9,229;10,193;22,516;0;40,479;1,483;0
"942";4,413;5,267;5,915;2,688;7,336;10,478;36,214;0;25,601;2,088;0
"943";1,824;8,486;4,794;4,931;14,259;7,17;9,364;0;46,167;3,005;0
"944";3,516;12,387;14,337;2,76;6,374;3,37;37,989;0;15,452;3,815;0
"945";1,493;60,913;6,419;2,235;9,759;0;4,348;0;11,661;3,173;0
"946";5,758;25,931;12,332;1,486;6,412;4,348;15,39;0;27,196;1,147;0
"947";0;8,683;22,451;1,452;4,959;1,423;5,448;0;53,753;1,83;0
"948";2,573;24,55;6,273;1,369;17,252;2,06;14,065;0;24,83;7,028;0
"949";2,305;10,146;39,165;4,121;7,756;3,176;13,763;0;14,042;5,525;0
"950";8,733;14,531;10,997;8,994;10,583;7,603;13,561;0;23,124;1,874;0
"951";2,338;14,338;8,944;9,87;13,841;3,691;22,689;0;19,405;4,885;0
"952";1,665;9,461;4,031;0,815;24,651;32,051;6,73;0;18,437;2,158;0
"953";2,963;22,246;10,024;4,505;8,102;2,088;17,088;0;30,283;2,701;0
"954";17,186;17,337;11,323;3,462;10,337;4,565;10,997;0;22,228;2,566;0
"955";10,002;11,857;16,421;1,76;12,268;9,874;9,115;0;27,337;1,366;0
"956";0;2,412;16,841;5,506;16,928;2,741;20,647;0;33,01;1,916;0
"957";81,093;1,441;0,88;6,657;1,033;2,819;3,787;0;2,033;0,257;0
"958";9,092;8,22;24,204;13,526;3,794;1,254;13,255;0;22,767;3,888;0
"959";1,089;4,194;5,164;3,094;64,057;4,3;5,201;0;12,149;0,751;0
"960";2,99;5,183;36,515;4,537;17,419;8,044;7,893;0;12,558;4,862;0
"961";0,705;1,069;1,34;1,864;0,929;90,77;1,588;0;1,301;0,434;0
"962";0;5,642;3,372;2,165;5,689;71,894;4,559;0;6,175;0,503;0
"963";0;9,998;31,814;1,62;6,616;7,042;10,196;0;31,671;1,043;0
"964";0,702;5,043;3,275;79,39;1,241;0,192;2,836;0;6,488;0,834;0
"965";2,911;6,743;16,972;4,004;11,804;3,988;23,424;0;27,686;2,468;0
"966";7,24;24,485;9,383;11,914;5,19;10,461;9,971;0;19,619;1,737;0
"967";2,35;9,367;6,467;1,386;8,383;2,813;8,475;0;59,328;1,43;0
"968";2,718;10,686;15,468;2,436;25,606;6,098;16,313;0;19,222;1,453;0
"969";2,895;4,355;8,581;0,936;5,635;37,821;14,657;0;22,762;2,358;0
"970";3,917;11,206;21,142;2,769;7,074;7,312;17,727;0;25,943;2,909;0
"971";0;5,615;12,955;2,966;4,026;25,384;9,373;0;38,313;1,367;0
"972";0;7,447;8,697;1,012;15,508;5,026;16,606;0;44,924;0,78;0
"973";3,107;4,347;11,931;4,43;19,851;17,717;12,459;0;24,029;2,13;0
"974";0,422;2,899;1,24;0,625;1,63;1,815;79,139;0;11,976;0,255;0
"975";0;7,871;4,505;4,106;50,115;4,799;13,678;0;13,312;1,614;0
