"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11"
"323";0,533;12,264;6,307;16,143;2,365;19,037;12,341;0;29,547;1,463;0
"324";2,193;35,315;3,848;1,653;5,907;8,837;17,202;0;24,245;0,8;0
"325";1,663;30,892;2,426;1,171;4,592;45,072;4,944;0;8,124;1,116;0
"326";0;19,271;13,486;15,834;7,03;2,914;10,942;0;27,62;2,903;0
"327";4,71;15,1;4,381;1,947;2,865;13,021;21,535;0;35,955;0,487;0
"328";3,732;11,2;37,159;1,515;7,305;6,717;12,095;0;19,406;0,871;0
"329";3,826;4,617;4,502;0,658;4,923;1,884;8,277;0;70,183;1,132;0
"330";2,736;4,109;4,309;1,059;1,769;7,872;65,149;0;12,216;0,779;0
"331";2,27;14,069;11,972;6,283;10,615;8,493;16,385;0;27,436;2,477;0
"332";1,216;4,299;17,403;1,85;3,174;4,562;15,927;0;50,606;0,963;0
"333";1,696;3,875;4,179;0,606;2,017;4,961;5,425;0;76,747;0,494;0
"334";6,342;9,955;12,104;3,873;6,613;10,141;10,574;0;38,884;1,515;0
"335";2,001;22,984;10,423;1,002;6,617;29,304;8,047;0;18,545;1,077;0
"336";3,807;6,805;7,783;2,288;11,104;25,393;4,326;0;37,5;0,993;0
"337";3,101;3,748;6,28;1,564;9,157;9,244;38,216;0;28,275;0,415;0
"338";3,611;10,518;8,238;6,059;30,611;3,335;14,099;0;16,835;6,695;0
"339";2,923;16,177;3,092;2,429;3,72;4,322;20,394;0;37,624;9,319;0
"340";0;40,79;18,071;1,402;5,57;1,436;17,827;0;12,1;2,805;0
"341";3,188;22,326;3,695;4,173;7,406;3,457;29,115;0;22,384;4,255;0
"342";1,936;12,942;11,34;3,171;4,49;42,73;8,272;0;10,901;4,218;0
"343";0;5,767;8,048;4,133;17,43;7,554;12,739;0;40,086;4,243;0
"344";2,053;32,902;10,201;8,21;7,357;3,474;10,516;0;22,031;3,257;0
"345";1,609;5,897;2,526;2,916;2,755;52,432;15,858;0;8,094;7,913;0
"346";1,436;26,597;34,281;0,965;3,971;4,215;7,675;0;18,612;2,248;0
"347";0,776;39,845;3,476;0,817;5,886;0,894;3,653;0;33,604;11,049;0
"348";3,728;40,044;8,184;1,548;4,79;4,012;7,87;0;28,89;0,935;0
"349";1,626;37,211;7,494;2,062;2,945;4,665;9,495;0;28,95;5,552;0
"350";0;3,939;2,995;24,257;2,772;16,374;34,178;0;14,565;0,919;0
"351";8,914;10,419;14,1;5,411;5,146;10,746;28,209;0;14,143;2,91;0
"352";5,632;6,303;14,422;2,618;4,824;19,703;15,011;0;21,21;10,276;0
"353";3,657;15,352;13,564;7,217;11,16;1,94;16,961;0;28,32;1,829;0
"354";7,456;12,644;7,911;28,385;12,463;4,768;15,232;0;9,47;1,671;0
"355";0;9,329;9,035;3,537;13,653;11,165;9,135;0;42,809;1,335;0
"356";4,078;10,37;21,553;14,812;25,588;2,53;7,729;0;12,322;1,019;0
"357";3,514;10,788;5,169;3,553;5,856;4,718;7,004;0;53,416;5,982;0
"358";2,432;7,077;16,716;2,605;15,144;8,279;12,748;0;25,493;9,505;0
"359";2,703;43,278;4,261;1,646;7,361;7,444;5,769;0;26,697;0,843;0
"360";2,939;14,989;19,078;4,401;5,814;21,598;8,13;0;22,373;0,676;0
"361";0;9,428;4,77;5,257;5,421;4,087;11,018;0;20,347;39,673;0
"362";2,297;8,756;11,97;9,587;5,898;13,709;22,235;0;23,5;2,049;0
"363";11,75;6,551;8,783;2,671;3,173;38,9;10,909;0;15,6;1,663;0
"364";39,545;4,204;13,222;1,306;5,412;6,195;5,338;0;19,653;5,126;0
"365";20,944;16,671;7,214;4,201;3,848;2,266;9,552;0;26,922;8,382;0
"366";2,353;3,219;9,558;6,718;3,564;4,467;48,532;0;20,004;1,584;0
"367";2,594;7,95;15,916;6,115;5,223;29,873;11,303;0;19,501;1,525;0
"368";23,821;12,521;5,449;3,306;6,127;8,986;17,933;0;19,021;2,837;0
"369";2,806;11,078;13,084;10,361;4,723;29,32;5,201;0;16,595;6,832;0
"370";0,84;56,541;2,918;2,103;2,368;21,17;6,873;0;6,397;0,79;0
"371";0;10,331;10,499;2,348;9,774;7,722;11,05;0;46,129;2,147;0
"372";2,019;4,456;9,688;0,632;2,919;54,969;8,188;0;13,516;3,613;0
"373";0;4,577;9,221;1,454;4,795;45,568;7,593;0;24,996;1,797;0
"374";15,01;8,121;11,074;5,584;10,408;18,292;9,149;0;20,974;1,389;0
"375";1,251;14,673;3,45;1,86;48,239;1,783;7,455;0;19,606;1,684;0
"376";14,456;4,807;9,753;10,62;7,354;24,454;14,062;0;13,544;0,951;0
"377";2,839;7,332;24,389;5,203;13,107;5,432;8,815;0;31,261;1,622;0
"378";2,423;15,504;22,425;9,635;4,831;5,079;5,989;0;32,456;1,658;0
"379";1,055;3,867;79,565;1,133;3,07;2,539;4,013;0;4,439;0,32;0
"380";0,852;6,039;8,398;2,212;4,71;53,412;12,619;0;10,902;0,858;0
"381";8,449;8,442;8,417;6,363;5,654;23,43;13,665;0;22,756;2,823;0
"382";2,082;6,264;72,159;2,864;5,969;1,043;2,073;0;7,156;0,39;0
"383";16,291;6,656;5,635;3,339;6,566;14,204;15,493;0;19,837;11,979;0
"384";1,304;11,734;18,813;4,022;19,44;8,288;15,636;0;18,352;2,41;0
"385";2,898;6,64;24,514;2,437;12,174;5,125;5,661;0;39,479;1,071;0
"386";1,122;2,236;2,485;2,138;2,523;75,656;4,968;0;7,822;1,05;0
"387";0,814;1,81;0,741;1,614;0,466;91,839;0,689;0;1,872;0,155;0
"388";1,174;7,034;42,541;0,979;10,804;1,72;13,548;0;21,273;0,926;0
"389";6,992;5,906;34,918;1,231;4,48;23,084;6,173;0;11,676;5,539;0
"390";17,691;8,005;14,728;5,028;7,024;5,737;17,411;0;21,521;2,857;0
"391";0,919;2,497;68,115;4,089;3,949;1,696;3,959;0;14,122;0,654;0
"392";2,436;32,781;11,926;3,418;6,482;2,549;8,857;0;28,093;3,459;0
"393";1,172;3,991;4,96;2,77;7,026;56,215;6,641;0;15,679;1,545;0
"394";18,001;10,979;5,139;13,298;11,748;0;22,943;0;13,905;3,987;0
"395";1,942;16,915;24,626;3,22;3,57;3,207;10,775;0;34,782;0,963;0
"396";50,613;3,582;13,099;0,574;4,32;4,216;16,692;0;6,048;0,855;0
"397";2,077;22,541;8,274;7,587;13,667;3,443;8,405;0;28,932;5,075;0
"398";3,628;28,315;4,168;1,224;6,649;31,88;6,991;0;13,162;3,984;0
"399";5,571;4,407;4,652;2,213;5,681;7,198;28,777;0;36,364;5,137;0
"400";0;1,08;0,968;1,194;0,968;87,753;2,805;0;4,837;0,395;0
"401";8,035;11,248;13,415;3,147;21,612;7,945;15,172;0;17,33;2,096;0
"402";2,67;11,52;39,521;2,661;2,1;17,044;11,026;0;11,001;2,456;0
"403";4,484;13,364;8,978;10,06;12,05;3,018;22,528;0;23,499;2,019;0
"404";1,743;12,03;13,18;7,105;22,778;4,18;10,837;0;26,493;1,654;0
"405";1,973;41,574;15,425;3,566;5,426;10,286;9,202;0;10,925;1,624;0
"406";7,02;15,14;10,59;8,604;6,954;3,373;28,426;0;16,592;3,301;0
"407";5,45;4,066;10,636;1,832;5,183;1,822;32,366;0;37,368;1,277;0
"408";1,853;4,872;5,913;7,16;7,282;5,63;6,932;0;54,977;5,382;0
"409";1,27;5,913;24,946;1,391;3,592;2,172;4,011;0;55,736;0,971;0
"410";1,905;6,414;18,051;5,67;1,736;0,937;1,852;0;62,655;0,779;0
"411";0,693;11,572;5,147;1,485;3,581;11,925;17,516;0;33,108;14,972;0
"412";10,428;14,19;5,116;1,684;16,533;24,511;14,182;0;11,941;1,415;0
"413";1,731;19,89;16,864;2,884;6,085;3,637;11,825;0;34,407;2,677;0
"414";1,278;10,443;24,77;3,884;4,181;2,842;6,032;0;45,559;1,01;0
"415";3,147;2,426;29,346;1,605;14,341;2,05;8,743;0;24,891;13,451;0
"416";1,392;6,707;14,43;2,87;12,141;23,139;23,923;0;14,103;1,295;0
"417";27,128;22,782;7,519;3,354;14,693;0,612;8,539;0;14,353;1,019;0
"418";0;11,054;6,849;45,758;3,4;2,36;3,813;0;23,236;3,53;0
"419";1,198;3,762;6,962;0,941;59,774;3,579;5,144;0;17,719;0,921;0
"420";12,319;6,005;7,762;4,456;14,158;19,237;11,766;0;21,219;3,079;0
"421";0;5,816;12,296;26,33;6,873;1,457;12,15;0;33,261;1,817;0
"422";4,499;21,649;16,794;6,666;6,773;7,923;11,083;0;22,248;2,365;0
"423";2,853;23,052;15,304;1,839;3,564;19,261;8,737;0;24,07;1,321;0
"424";2,398;4,625;12,341;0,773;3,602;23,916;11,813;0;20,931;19,602;0
"425";16,183;12,28;6,613;3,797;6,084;1,829;23,295;0;29,125;0,796;0
"426";1,542;4,461;61,011;2,058;6,425;6,058;5,108;0;12,184;1,153;0
"427";0;10,468;8,697;1,595;8,791;3,772;20,757;0;44,47;1,449;0
"428";8,516;8,073;8,66;1,846;5,706;26,476;19,002;0;19,823;1,897;0
"429";5,124;2,718;27,803;1,411;11,56;5,408;28,395;0;15,865;1,715;0
"430";0,171;0,579;21,909;1,418;0,2;0,115;0,612;0;74,718;0,279;0
"431";0,968;5,459;47,568;2,069;4,857;4,64;17,044;0;15,297;2,099;0
"432";2,274;7,001;50,183;2,558;4,199;5,352;5,203;0;21,596;1,634;0
"433";7,004;5,177;6,069;6,137;7,733;12,846;6,89;0;42,166;5,977;0
"434";1,127;4,941;4,536;6,878;6,772;39,437;15,799;0;19,023;1,486;0
"435";0,202;90,894;0,896;0,469;0,69;0,773;1,094;0;4,796;0,185;0
"436";1,493;62,78;7,395;11,734;3,837;1,861;3,553;0;6,991;0,357;0
"437";1,13;3,687;53,047;8,979;4,653;3,27;8,128;0;16,135;0,971;0
"438";1,521;47,564;3,66;0,751;10,097;17,829;7,669;0;10,082;0,827;0
"439";1,056;18,521;13,907;8,803;4,209;5,58;10,85;0;34,946;2,128;0
"440";0;11,759;17,902;1,06;12,965;1,678;34,427;0;18,419;1,79;0
"441";1,318;5,885;8,743;1,999;16,953;12,545;6,156;0;45,629;0,771;0
"442";3,11;14,654;7,017;5,823;7,093;11,44;7,941;0;28,86;14,062;0
"443";12,448;3,504;4,434;0,512;2,867;46,685;1,564;0;27,659;0,328;0
"444";1,31;11,857;3,853;3,858;3,035;3,642;39,365;0;30,303;2,778;0
"445";0;4,591;15,509;6,003;11,47;13,233;11,661;0;35,537;1,997;0
"446";3,941;8,015;6,753;1,837;9,205;28,134;22,855;0;16,716;2,544;0
"447";2,139;19,004;7,7;14,738;15,588;21,154;6,4;0;11,621;1,657;0
"448";2,476;2,424;6,513;7,442;19,45;6,235;7,876;0;45,914;1,669;0
"449";17,116;31,974;8,717;2,297;5,759;2,704;14,992;0;14,828;1,613;0
"450";1,429;3,5;75,104;3,316;1,744;5,062;5,78;0;3,643;0,421;0
"451";4,356;6,766;5,956;7,741;14,591;31,395;6,509;0;18,581;4,106;0
"452";0,836;6,039;3,947;0,269;1,102;1,328;3,098;0;82,811;0,57;0
"453";1,609;12,135;8,138;1,378;11,964;3,129;10,974;0;48,899;1,773;0
"454";2,711;15,212;5,602;2,295;12,019;2,255;20,343;0;37,505;2,058;0
"455";0,661;2,606;7,689;0,706;1,924;1,183;3,819;0;81,027;0,386;0
"456";3,073;26,808;5,264;2,601;3,74;41,025;6,353;0;9,688;1,447;0
"457";0;40,243;12,105;6,722;3,111;6,594;13,32;0;15,979;1,925;0
"458";8,48;10,212;11,729;2,595;11,63;11,074;23,185;0;20,08;1,014;0
"459";7,088;4,998;44,168;2,519;6,504;4,851;6,79;0;21,72;1,363;0
"460";3,669;4,24;8,927;5,895;18,441;7,835;11,312;0;38,339;1,341;0
"461";0;14,097;6,446;10,335;17,448;0,88;18,23;0;29,198;3,367;0
"462";0;8,318;38,64;2,75;2,916;6,874;6,035;0;33,328;1,137;0
"463";1,728;7,385;4,303;2,444;9,848;2,53;12,984;0;56,016;2,762;0
"464";3,342;4,761;28,542;3,189;2,924;2,999;13,446;0;39,793;1,004;0
"465";12,241;4,156;9,197;7,62;16,878;4,25;21,294;0;23,56;0,804;0
"466";3,476;37,883;6,402;9,693;5,327;10,562;7,298;0;17,229;2,13;0
"467";4,32;9,433;6,573;10,171;27,14;1,899;17,886;0;21,082;1,494;0
"468";0;23,659;11,57;2,097;13,354;5,193;10,379;0;32,232;1,516;0
"469";8,83;4,012;18,263;3,848;8,194;36,421;8,941;0;10,107;1,384;0
"470";1,123;5,877;5,452;2,078;4,688;6,947;9,359;0;61,472;3,003;0
"471";2,957;3,791;7,542;1,6;10,346;35,03;12,079;0;24,868;1,787;0
"472";3,838;4,913;5,436;3,341;4,46;17,549;26,718;0;32,543;1,203;0
"473";2,647;6,55;10,107;4,732;6,418;18,551;5,996;0;42,964;2,036;0
"474";2,84;5,042;4,7;4,872;12,052;5,069;41,185;0;21,749;2,493;0
"475";1,078;9,696;6,58;1,919;2,632;2,022;6,385;0;68,889;0,799;0
"476";0,633;86,327;3,515;0,308;2,049;1,098;3,08;0;2,479;0,511;0
"477";3,207;30,827;5,752;20,491;5,719;2,6;11,107;0;18,652;1,645;0
"478";0;8,544;21,823;11,858;8,583;13,155;8,39;0;26,752;0,896;0
"479";2,583;11,949;10,182;2,386;6,332;23,876;16,368;0;23,515;2,808;0
"480";9,19;11,1;5,176;5,882;6,616;2,949;7,281;0;49,881;1,927;0
"481";0,877;5,739;20,942;2,256;19,957;4,225;13,365;0;31,422;1,218;0
"482";1,967;12,173;4,923;1,049;20,313;5,564;5,727;0;46,779;1,505;0
"483";8,205;4,752;9,658;15,223;8,699;8,074;15,521;0;28,334;1,534;0
"484";0;32,872;5,214;1,372;9,471;16,585;4,5;0;26,883;3,103;0
"485";0;6,617;22,372;9,259;8,842;16,211;18,617;0;10,858;7,224;0
"486";0;7,83;26,083;13,96;5,955;0,687;29,921;0;12,406;3,158;0
"487";1,249;11,179;7,715;3,553;9,92;13,625;9,728;0;42,05;0,982;0
"488";5,987;12,319;13,778;5,863;7,949;13,978;18,955;0;18,621;2,55;0
"489";0,35;76,514;1,39;2,676;1,981;8,648;3,732;0;3,852;0,857;0
"490";0,761;0,972;12,456;0,991;0,679;50,078;3,307;0;30,252;0,502;0
"491";3,261;12,365;10,798;1,858;6,888;9,538;11,337;0;42,463;1,492;0
"492";3,833;5,563;10,224;4,044;8,836;14,765;17,34;0;32,584;2,811;0
"493";79,336;0,859;1,473;0,257;1,776;6,565;6,005;0;2,875;0,855;0
"494";3,202;6,898;10,866;1,978;8,023;3,57;10,209;0;52,515;2,738;0
"495";4,119;10,23;28,533;6,998;5,004;5,202;17,839;0;19,792;2,283;0
"496";2,448;7,191;7,496;3,68;6,804;3,478;33,694;0;25,934;9,275;0
"497";0,904;2,069;4,245;1,03;1,273;1,709;2,61;0;83,495;2,665;0
"498";7,201;9,535;9,054;4,259;6,358;9,962;8,309;0;42,935;2,387;0
"499";4,199;12,927;7,822;4,653;30,265;2,067;12,082;0;22,514;3,471;0
"500";7,905;3,681;2,956;3,134;6,051;6,658;11,081;0;57,425;1,109;0
"501";0;11,618;6,609;8,263;23,557;3,172;17,444;0;27,778;1,56;0
"502";0;9,916;15,597;6,732;6,846;2,466;12,411;0;43,913;2,119;0
"503";2,641;4,982;20,911;21,126;4,749;4,228;7,022;0;33,062;1,28;0
"504";10,241;10,904;10,598;3,452;5,992;13,533;11,197;0;31,599;2,484;0
"505";5,139;8,029;7,988;4,744;4,981;3,881;20,962;0;42,143;2,132;0
"506";0,306;2,713;86,645;1,282;1,565;3,253;1,679;0;2,09;0,467;0
"507";3,784;11,681;11,127;3,679;12,814;3,758;21,47;0;30,063;1,626;0
"508";4,536;30,692;9,357;2,905;8,882;11,042;12,169;0;19,408;1,01;0
"509";9,543;2,214;2,91;1,551;53,074;7,119;3,339;0;13,555;6,694;0
"510";1,639;52,716;1,761;1,187;5,222;19,804;7,521;0;8,079;2,07;0
"511";3,515;8,326;6,042;2,416;24,051;0,736;8,954;0;44,537;1,422;0
"512";5,46;5,81;20,15;2,62;11,653;18,299;12,265;0;19,92;3,821;0
"513";7,863;10,928;5,594;4,333;14,392;4,528;8,974;0;40,996;2,391;0
"514";1,588;7,903;36,962;4,749;3,508;8,467;15,421;0;19,167;2,236;0
"515";2,527;19,821;5,398;10,577;8,227;10,779;21,421;0;20,104;1,145;0
"516";0;18,472;20,254;5,617;8,559;17,351;12,611;0;15,251;1,884;0
"517";3,192;8,122;10,216;7,211;11,31;35,319;10,123;0;12,304;2,203;0
"518";4,452;33,616;9,327;9,091;9,824;4,62;9,023;0;17,201;2,845;0
"519";2,553;2,03;2,218;11,93;6,778;9,44;11,4;0;52,716;0,936;0
"520";2,857;5,285;14,079;4,491;11,548;2,221;19,081;0;37,543;2,895;0
"521";0,699;0,514;0,79;0,421;2,839;7,839;1,725;0;85,022;0,149;0
"522";7,355;7,735;13,678;6,054;7,161;16,112;15,972;0;21,42;4,513;0
"523";1,518;19,317;3,812;1,119;4,36;32,92;6,094;0;28,488;2,373;0
"524";5,555;10,943;24,722;3,1;5,386;8,005;6,694;0;27,365;8,23;0
"525";13,903;18,944;5,224;4,163;12,858;5,495;10,902;0;24,665;3,847;0
"526";0,404;1,955;2,397;2,117;2,003;65,012;17,67;0;6,115;2,327;0
"527";7,285;12,252;8,17;2,556;6,114;3,078;24,383;0;34,282;1,88;0
"528";2,736;19,385;8,974;6,019;8,473;5,26;9,616;0;37,58;1,957;0
"529";13,452;12,003;13,404;2,754;9,877;18,629;8,061;0;19,063;2,758;0
"530";2,579;10,261;9,908;12,266;7,943;20,559;18,019;0;17,45;1,015;0
"531";0,677;81,918;7,428;0,273;0,934;1,107;3,431;0;3,984;0,247;0
"532";1,314;6,617;76,591;0,547;3,383;4,813;2,072;0;4,363;0,299;0
"533";3,514;18,661;5,254;3,418;20,143;3,494;9,139;0;31,972;4,404;0
"534";1,003;56,723;4,453;0,632;3,118;3,256;7,533;0;22,459;0,823;0
"535";0;9,507;10,23;6,798;17,477;2,564;8,886;0;43,727;0,811;0
"536";0,469;0,9;3,463;0,27;1,99;62,298;12,162;0;18,144;0,304;0
"537";0;15,847;1,674;14,056;1,452;3,273;4,554;0;58,839;0,304;0
"538";1,071;81,986;1,288;0,712;1,805;0,995;8,987;0;2,852;0,305;0
"539";1,122;4,984;2,917;1,2;8,499;0,629;22,394;0;56,023;2,231;0
"540";1,921;13,184;7,312;3,096;14,422;5,247;14,721;0;33,795;6,302;0
"541";3,216;6,824;18,383;4,337;13,1;10,726;15,361;0;27,031;1,021;0
"542";14,448;26,303;14,303;3,569;5,677;2,373;11,888;0;20,182;1,257;0
"543";0;3,521;5,815;1,728;3,664;42,573;8,641;0;11,125;22,932;0
"544";0;7,572;23,348;2,097;5,251;19,187;13,554;0;26,874;2,116;0
"545";12,938;8,86;6,961;8,887;6,412;5,383;9,986;0;38,964;1,608;0
"546";3,135;6,857;18,261;3,878;7,003;4,78;12,805;0;32,714;10,568;0
"547";6,224;4,044;11,559;2,176;17,309;7,03;14,149;0;27,741;9,767;0
"548";1,133;5,305;4,864;2,623;8,299;0,782;2,898;0;72,758;1,338;0
"549";4,982;7,035;8,106;3,381;15,806;8,235;10,441;0;25,135;16,879;0
"550";13,056;5,538;6,767;1,305;1,672;17,337;27,584;0;6,882;19,858;0
"551";2,723;4,073;5,121;4,91;2,077;56,408;8,752;0;14,537;1,399;0
"552";3,022;3,452;15,007;9,281;3,217;1,588;4,091;0;59,537;0,804;0
"553";4,598;4,456;8,143;4,469;4,28;1,218;61,241;0;10,39;1,206;0
"554";68,514;9,814;1,439;6,958;2,211;0,999;2,867;0;6,55;0,649;0
"555";1,424;24,428;10,783;5,484;14,943;2,055;15,079;0;23,114;2,691;0
"556";6,615;8,578;4,372;2,217;6,507;23,02;13,813;0;33,737;1,142;0
"557";0,61;10,293;23,345;0,622;3,697;5,662;3,348;0;50,593;1,83;0
"558";3,574;10,536;13,322;3,428;5,817;3,511;27,241;0;31,311;1,261;0
"559";2,21;8,959;33,741;1,462;8,007;8,706;18,168;0;16,56;2,188;0
"560";3,651;5,672;11,222;2,621;8,89;4,904;41,856;0;19,455;1,729;0
"561";11,347;20,218;6,062;3,025;8,885;13,175;13,063;0;21,998;2,228;0
"562";0;6,23;27,74;1,522;9,711;11,018;8,343;0;33,045;2,392;0
"563";0;7,879;20,764;2,935;5,838;10,256;27,06;0;21,199;4,07;0
"564";9,06;24,09;15,576;6,506;7,921;3,627;11,254;0;19,354;2,612;0
"565";1,202;2,011;10,361;11,198;55,063;3,963;6,635;0;8,567;1,002;0
"566";2,893;3,55;8,841;1,74;7,539;5,428;12,584;0;56,447;0,976;0
"567";2,687;4,846;12,227;6,656;10,088;13,449;14,128;0;27,472;8,449;0
"568";3,019;6,229;11,274;1,443;4,264;4,352;8,37;0;58,91;2,139;0
"569";1,014;9,326;17,557;8,991;6,19;5,444;8,875;0;36,938;5,666;0
"570";0,988;4,257;12,33;3,599;14,452;8,158;5,028;0;47,549;3,639;0
"571";4,846;3,026;11,606;6;5,848;36,453;18,604;0;11,485;2,132;0
"572";2,347;34,343;7,093;8,283;6,869;15,181;13,035;0;10,688;2,161;0
"573";3,66;35,437;3,565;2,909;10,027;10,755;17,501;0;12,278;3,867;0
"574";0,594;43,356;1,852;1,133;3,714;0,592;3,896;0;44,037;0,827;0
"575";7,399;8,234;7,944;3,371;6,418;11,894;24,614;0;27,741;2,385;0
"576";0;10,573;6,435;3,363;5,884;53,126;9,131;0;8,125;3,363;0
"577";2,873;1,899;17,777;37;2,459;6,152;25,266;0;5,77;0,804;0
"578";0,615;10,03;1,517;4,963;5,438;7,919;4,033;0;63,242;2,242;0
"579";0,856;5,39;8,55;2,353;12,609;10,335;8,272;0;48,683;2,952;0
"580";2,742;12,456;31,447;4,526;6,819;4,842;6,495;0;29,373;1,299;0
"581";0;11,226;29,288;2,043;4,43;9,272;26,965;0;13,659;3,118;0
"582";4,933;25,633;8,095;3,567;4,377;2,65;21,099;0;28,448;1,197;0
"583";0,798;55,38;5,556;1,179;3,299;8,626;6,748;0;17,685;0,728;0
"584";2,646;16,591;18,649;1,454;11,049;1,884;15,445;0;29,935;2,345;0
"585";6,201;7,12;6,461;3,085;4,345;25,274;12,785;0;30,917;3,812;0
"586";3,23;30,547;18,429;3,528;6,224;11,511;7,803;0;15,949;2,778;0
"587";6,418;30,791;4,854;2,686;3,631;6,598;9,853;0;32,791;2,378;0
"588";9,247;3,649;4,392;1,229;2,972;51,041;16,043;0;9,242;2,184;0
"589";0;21,174;11,541;3,121;7,706;0;20,189;0;29,533;6,736;0
"590";4,377;35,005;9,748;4,179;3,814;4,077;11,567;0;24,619;2,614;0
"591";67,063;5,161;1,438;0,747;1,694;13,469;3,633;0;6,091;0,703;0
"592";3,272;2,035;71,763;0,739;2,863;1,251;5,566;0;11,084;1,427;0
"593";22,647;6,315;11,747;2,279;10,626;2,597;10,318;0;32,898;0,574;0
"594";1,796;12,449;10,744;2,217;9,867;2,723;14,869;0;36,636;8,699;0
"595";0;7,669;9,225;1,315;4,363;13,433;43,008;0;18,464;2,524;0
"596";1,179;7,768;14,087;20,074;5,031;21,834;7,794;0;20,634;1,6;0
"597";5,713;5,038;6,888;11,648;4,149;7,964;25,033;0;29,607;3,96;0
"598";1,027;7,159;11,281;2,974;6,593;3,103;13,478;0;51,288;3,097;0
"599";16,202;11,672;9,823;22,896;5,061;2,158;10,93;0;16,575;4,683;0
"600";10,124;6,638;24,019;1,423;5,916;29,865;11,14;0;8,392;2,484;0
"601";1,029;23,153;4,017;1,283;4,738;16,635;12,662;0;34,262;2,22;0
"602";33,009;10,036;8,076;1,089;4,669;15,33;6,203;0;20,549;1,039;0
"603";39,824;3,128;4,807;1,324;1,818;8,37;18,506;0;16,585;5,638;0
"604";1,148;4,191;1,21;81,976;1,511;0,665;4,988;0;3,427;0,884;0
"605";0;4,041;10,717;1,158;39,537;23,394;4,454;0;14,79;1,91;0
"606";2,051;3,628;8,397;15,533;3,699;7,254;9,327;0;39,831;10,28;0
"607";9,266;4,822;5,017;2,819;7,004;40,296;5,444;0;24,093;1,238;0
"608";3,557;12,695;6,69;10,21;8,693;14,227;11,511;0;29,104;3,313;0
"609";1,785;14,56;9,385;1,47;10,804;34,569;6,912;0;19,175;1,338;0
"610";4,6;3,044;7,001;11,925;6,772;12,609;12,244;0;40,733;1,072;0
"611";9,264;8,024;10,064;7,47;18,177;16,321;10,019;0;17,615;3,048;0
"612";3,879;3,927;50,543;2,002;4,316;6,65;3,87;0;23,365;1,449;0
"613";3,256;19,567;11,525;9,955;7,373;2,084;18,869;0;24,228;3,142;0
"614";2,788;3,699;16,208;1,566;6,163;3,375;37,189;0;26,479;2,532;0
"615";0,645;13,971;1,865;72,98;2,356;0,548;3,658;0;3,503;0,473;0
"616";8,909;6,877;9,437;8,458;17,623;16,591;10,15;0;17,454;4,502;0
"617";2,528;24,684;5,834;3,561;5,381;5,945;16,481;0;26,286;9,299;0
"618";2,653;3,803;6,071;28,234;7,492;12,015;18,905;0;15,354;5,474;0
"619";1,122;1,034;2,977;0,744;7,389;0,971;3,613;0;81,281;0,869;0
"620";2,548;3,686;43,475;3,225;5,237;4,356;9,197;0;27,176;1,101;0
"621";1,948;1,91;6,283;53,329;11,765;4,581;8,235;0;11,395;0,555;0
"622";5,395;39,522;11,581;8,302;4,384;6,467;12,532;0;10,899;0,919;0
"623";2,511;10,693;8,417;2,289;7,811;36,601;16,543;0;12,782;2,352;0
"624";4,217;10,12;9,467;9,555;8,776;3,896;14,48;0;37,658;1,831;0
"625";8,27;9,832;12,273;3,223;8,866;12,188;15,347;0;18,503;11,499;0
"626";1,933;7,486;10,206;10,817;5,095;30,344;9,145;0;23,66;1,313;0
"627";1,16;5,349;2,328;7,202;5,71;2,088;3,596;0;71,431;1,135;0
"628";7,269;8,495;8,918;8,595;5,702;23,038;7,438;0;24,736;5,808;0
"629";1,547;10,371;6,361;6,259;3,938;8,969;13,286;0;45,932;3,337;0
"630";3,043;14,485;9,827;7,012;6,609;18,276;13,29;0;22,326;5,132;0
"631";2,708;6,616;14,268;3,003;30,046;13,174;8,535;0;20,942;0,708;0
"632";15,666;19,458;22,888;2,52;4,223;2,301;17,123;0;12,473;3,347;0
"633";0;7,227;10,302;3,229;7,229;9,771;20,17;0;17,705;24,368;0
"634";1,214;38,956;2,32;4,373;2,695;4,745;9,187;0;11,088;25,423;0
"635";3,227;18,622;7,297;6,149;5,438;17,355;4,701;0;34,473;2,737;0
"636";1,024;6,609;60,115;4,008;5,169;2,665;7,391;0;11,686;1,334;0
"637";2,737;37,531;31,741;5,884;2,902;7,139;2,706;0;8,709;0,651;0
"638";8,83;4,362;19,509;2,922;8,585;15,19;5,141;0;31,321;4,139;0
"639";3,739;4,285;23,723;27,331;6,351;1,865;6,609;0;24,621;1,475;0
"640";3,623;4,55;6,371;1,132;4,538;10,843;8,887;0;59,088;0,967;0
"641";1,89;5,579;4,636;2,849;6,119;2,491;30,448;0;42,837;3,151;0
"642";5,778;17,804;12,165;6,477;11,008;12,148;17,521;0;15,959;1,14;0
"643";2,512;22,045;18,995;5,883;9,685;14,446;7,201;0;17,631;1,602;0
"644";1,776;0,923;4,969;75,51;3,805;1,738;2,364;0;8,283;0,631;0
"645";14,643;11,573;5,745;1,624;11,32;5,566;16,835;0;31,78;0,915;0
"646";1,207;19,056;8,59;0,966;5,403;4,392;6,834;0;52,888;0,666;0
"647";16,226;7,706;10,92;5,1;7,776;14,704;8,439;0;24,119;5,01;0
"648";4,034;5,545;3,135;2,122;3,757;7,756;7,185;0;64,356;2,11;0
