"Pollen.file";"Parameter.file";"Distance.weighting";"Basin.type";"pollen.Ash.meansim";"pollen.Beech.meansim";"pollen.Birch.meansim";"pollen.Hemlock.meansim";"pollen.Hickory.meansim";"pollen.Maple.meansim";"pollen.Oak.meansim";"pollen.Other_conifer.meansim";"pollen.Other_hardwood.meansim";"pollen.Pine.meansim";"pollen.Spruce.meansim";"pollen.Ash.sdsim";"pollen.Beech.sdsim";"pollen.Birch.sdsim";"pollen.Hemlock.sdsim";"pollen.Hickory.sdsim";"pollen.Maple.sdsim";"pollen.Oak.sdsim";"pollen.Other_conifer.sdsim";"pollen.Other_hardwood.sdsim";"pollen.Pine.sdsim";"pollen.Spruce.sdsim"
"data/reveals_input.csv";"data/reveals_input_params.csv";"gpm neutral";"lake";5,143756;13,281157;12,792041;5,889345;8,380052;11,556346;12,703193;0;27,071879;3,182214;0;9,18410472065644;14,1904764293396;13,2720868605865;9,39674936350734;8,08392768944553;15,0701639076849;9,77859158299896;0;16,7683372813031;5,41720201375783;0
